node,x,y,z,peak_value,degree,nn_distance
0,0.0,-1.5999999999999996,0.8000000000000007,0.0006819283612127573,1,2.529822128134704
1,0.0,0.8000000000000007,0.0,0.0006452538222157563,1,2.529822128134704
