t,norm,peak,PR,R_rms,r50,r80,r90,Vmem_peak,Vmem_mean,k_star,k_star_L,crystallinity,M1,M2,M3,finite,peak_n_cells_half,peak_r_cells,peak_width_phys,artifact_1_2_cells,seed,N,dx,backend
0.0,0.9999999403953552,1.436251163482666,1.887306822655949,0.6117469882808411,0.5,0.7071067811865476,0.8660254037844386,0.0,0.0,0.2945243112740431,9.42477796076938,0.9988205432891846,0.0,0.0,0.0,True,1,0.6203504908994001,0.31017524544970004,True,3,64,0.5,mlx
0.1,326.38165283203125,2.641526222229004,14130.205239786288,15.96534773820983,15.724185193516387,19.20286436967152,20.886598574205422,3.7112081050872803,0.01114187203347683,10.701049976290232,342.4335992412874,0.9999751448631287,0.13136382088392198,0.0006060166020987742,6.256390565475416e-06,True,1,0.6203504908994001,0.31017524544970004,True,3,64,0.5,mlx
0.2,650.6064453125,5.627021789550781,14230.117268141963,15.976027577976085,15.724185193516387,19.209372712298546,20.868636754709208,10.338616371154785,0.034776411950588226,0.4908738521234052,15.707963267948966,0.9999738931655884,0.2748193240096364,0.0019210905599187558,2.0360200514988448e-05,True,1,0.6203504908994001,0.31017524544970004,True,3,64,0.5,mlx
0.3,972.3917846679688,2.7445545196533203,16032.104012072632,15.985420733794975,15.732132722552274,19.209372712298546,20.8806130178211,11.91704273223877,0.06305522471666336,10.897399517139595,348.71678454846705,0.9999802708625793,0.3947410871365,0.004092152108073321,4.464352882193394e-05,True,1,0.6203504908994001,0.31017524544970004,True,3,64,0.5,mlx
0.4,1288.77734375,0.6023223996162415,16370.480289806032,15.989738166492568,15.732132722552274,19.209372712298546,20.886598574205422,7.163924217224121,0.09315630048513412,10.897399517139595,348.71678454846705,0.9999871253967285,0.45507269589541716,0.006410036244552978,7.194258898144675e-05,True,120,3.059831741945869,1.5299158709729346,False,3,64,0.5,mlx
0.5,1599.3277587890625,0.6352134346961975,16350.050105744333,15.99417076121752,15.732132722552274,19.215878850575635,20.886598574205422,3.5922443866729736,0.12386075407266617,10.897399517139595,348.71678454846705,0.9999827742576599,0.5029581155764533,0.009101512261424909,0.00010496244128921843,True,398,4.5631507961769575,2.2815753980884788,False,3,64,0.5,mlx
0.6,1911.603271484375,0.7327713966369629,16437.734500953688,15.991005120106061,15.748015748023622,19.215878850575635,20.8806130178211,2.091035842895508,0.15478582680225372,10.897399517139595,348.71678454846705,0.9999873638153076,0.5410088429463785,0.012240571045579535,0.00014502759417200112,True,462,4.795690222432051,2.3978451112160255,False,3,64,0.5,mlx
0.7000000000000001,2220.17529296875,0.8087238073348999,16411.10725015785,15.992181233178941,15.748015748023622,19.215878850575635,20.868636754709208,1.8139393329620361,0.18600201606750488,10.50470043544087,336.15041393410786,0.9999884366989136,0.5677467541644936,0.015671766697422384,0.00019078840585400554,True,626,5.3067493408515745,2.6533746704257872,False,3,64,0.5,mlx
0.8,2518.533447265625,1.234959602355957,16423.921026262135,15.992374254963954,15.732132722552274,19.222382786741086,20.868636754709208,1.9401638507843018,0.21708297729492188,10.50470043544087,336.15041393410786,0.9999893307685852,0.5926097806859575,0.01956514729416067,0.0002447526363278066,True,84,2.71683684833277,1.358418424166385,False,3,64,0.5,mlx
0.9,2821.9521484375,1.0493377447128296,16368.341489221926,15.997307123568385,15.732132722552274,19.235384061671343,20.886598574205422,2.2723610401153564,0.24815918505191803,10.897399517139595,348.71678454846705,0.9999871850013733,0.6061526286684084,0.023512200176840338,0.0003022624611217218,True,568,5.137516647158831,2.5687583235794156,False,3,64,0.5,mlx
1.0,3124.736083984375,1.1767853498458862,16401.248893489712,16.00012218303795,15.732132722552274,19.235384061671343,20.886598574205422,2.1752474308013916,0.2795986235141754,8.933904108645974,285.88493147667117,0.9999889731407166,0.6214349067487879,0.02781036225508927,0.00036731792597227393,True,564,5.125428328025598,2.562714164012799,False,3,64,0.5,mlx
1.1,3422.33447265625,1.372752070426941,16369.846296345502,16.003240439925584,15.75595125658873,19.241881404893856,20.89258241577618,2.58583664894104,0.3111250400543213,10.50470043544087,336.15041393410786,0.9999910593032837,0.631698997654084,0.03225160215397739,0.00043764249606792493,True,376,4.477474060769193,2.2387370303845966,False,3,64,0.5,mlx
1.2,3712.732421875,1.3303451538085938,16500.15629658044,16.00263201563495,15.748015748023622,19.222382786741086,20.89258241577618,3.340672731399536,0.34253501892089844,10.50470043544087,336.15041393410786,0.9999959468841553,0.647141987517812,0.037310002857384165,0.000520095503862455,True,719,5.557507963627594,2.778753981813797,False,3,64,0.5,mlx
1.3,3999.5048828125,1.5724512338638306,16544.142800299538,15.998419600210283,15.748015748023622,19.222382786741086,20.89258241577618,3.007148265838623,0.37370598316192627,8.933904108645974,285.88493147667117,0.99998939037323,0.6546832115391243,0.042381971708965016,0.0006069530715495895,True,337,4.316983915364503,2.1584919576822514,False,3,64,0.5,mlx
1.4000000000000001,4288.76806640625,1.413612961769104,16516.953934946032,15.99101801280112,15.732132722552274,19.209372712298546,20.886598574205422,3.4858756065368652,0.4050140976905823,9.52295273119406,304.7344873982099,0.9999907612800598,0.6600051234629611,0.047309607830370186,0.0006959030219422386,True,1101,6.405694707693926,3.202847353846963,False,3,64,0.5,mlx
