t,Re_c,Im_c,abs_c,rho2,V_mem_x0
73.460000,3.851719390350e-01,3.525840892366e-01,5.221809672928e-01,5.078434647243e-01,0.000000000000e+00
73.470000,3.868499984062e-01,3.563620557079e-01,5.259722768504e-01,5.038319075447e-01,0.000000000000e+00
73.480000,3.884978886601e-01,3.601573183648e-01,5.297583444034e-01,4.998632200694e-01,0.000000000000e+00
73.490000,3.901149431279e-01,3.639689542017e-01,5.335382539934e-01,4.959469181393e-01,0.000000000000e+00
73.500000,3.917005473051e-01,3.677960254947e-01,5.373111157689e-01,4.920918337030e-01,0.000000000000e+00
73.510000,3.932541433752e-01,3.716375829011e-01,5.410760707205e-01,4.883060784895e-01,0.000000000000e+00
73.520000,3.947752345299e-01,3.754926683611e-01,5.448322951065e-01,4.845970145067e-01,0.000000000000e+00
73.530000,3.962633890513e-01,3.793603177932e-01,5.485790045368e-01,4.809712315139e-01,0.000000000000e+00
73.540000,3.977182441153e-01,3.832395635770e-01,5.523154576805e-01,4.774345315450e-01,0.000000000000e+00
73.550000,3.991395092843e-01,3.871294368194e-01,5.560409595739e-01,4.739919204840e-01,0.000000000000e+00
73.560000,4.005269696537e-01,3.910289694055e-01,5.597548645026e-01,4.706476066215e-01,0.000000000000e+00
73.570000,4.018804886229e-01,3.949371958370e-01,5.634565784436e-01,4.674050060493e-01,0.000000000000e+00
73.580000,4.032000102617e-01,3.988531548627e-01,5.671455610502e-01,4.642667546811e-01,0.000000000000e+00
73.590000,4.044855612493e-01,4.027758909108e-01,5.708213271753e-01,4.612347266218e-01,0.000000000000e+00
73.600000,4.057372523615e-01,4.067044553335e-01,5.744834479270e-01,4.583100585451e-01,0.000000000000e+00
73.610000,4.069552794923e-01,4.106379074754e-01,5.781315512601e-01,4.554931796827e-01,0.000000000000e+00
73.620000,4.081399241926e-01,4.145753155822e-01,5.817653221102e-01,4.527838469756e-01,0.000000000000e+00
73.630000,4.092915537195e-01,4.185157575645e-01,5.853845020804e-01,4.501811848938e-01,0.000000000000e+00
73.640000,4.104106205895e-01,4.224583216344e-01,5.889888886990e-01,4.476837293891e-01,0.000000000000e+00
73.650000,4.114976616352e-01,4.264021068328e-01,5.925783342670e-01,4.452894754146e-01,0.000000000000e+00
73.660000,4.125532965695e-01,4.303462234656e-01,5.961527443210e-01,4.429959274196e-01,0.000000000000e+00
73.670000,4.135782260652e-01,4.342897934683e-01,5.997120757380e-01,4.408001522103e-01,0.000000000000e+00
73.680000,4.145732293624e-01,4.382319507155e-01,6.032563345145e-01,4.386988335561e-01,0.000000000000e+00
73.690000,4.155391614209e-01,4.421718412947e-01,6.067855732533e-01,4.366883279227e-01,0.000000000000e+00
73.700000,4.164769496372e-01,4.461086237597e-01,6.102998883925e-01,4.347647207144e-01,0.000000000000e+00
73.710000,4.173875901524e-01,4.500414693794e-01,6.137994172157e-01,4.329238824247e-01,0.000000000000e+00
