x,linear,memory_only,anti_collapse,cubic_only
-22.968750,1.28170937e-15,3.93963497e-09,5.49436579e-09,8.30971130e-09
-22.812500,7.16536118e-17,2.45730225e-09,2.92928419e-09,4.70323776e-09
-22.656250,1.19706781e-15,1.86987069e-09,9.47220231e-10,1.28279196e-09
-22.500000,8.81145368e-15,3.40327624e-09,7.59864995e-10,3.52641187e-11
-22.343750,2.79585898e-14,7.88115388e-09,3.03940655e-09,2.56656592e-09
-22.187500,6.19700459e-14,1.51605863e-08,7.51304293e-09,9.28646182e-09
-22.031250,1.08308572e-13,2.38030388e-08,1.29079518e-08,1.89160375e-08
-21.875000,1.54550283e-13,3.12467762e-08,1.73405428e-08,2.86247425e-08
-21.718750,1.78196689e-13,3.46134598e-08,1.90540803e-08,3.48969716e-08
-21.562500,1.55343629e-13,3.20241076e-08,1.72265623e-08,3.49224949e-08
-21.406250,8.20155535e-14,2.39933251e-08,1.24853766e-08,2.80160834e-08
-21.250000,6.22340201e-15,1.42475630e-08,6.83793820e-09,1.64368216e-08
-21.093750,5.80135307e-14,9.31988378e-09,2.95384928e-09,5.09631575e-09
-20.937500,4.52008511e-13,1.66046894e-08,3.03336276e-09,2.46118416e-11
-20.781250,1.43037502e-12,4.11836026e-08,7.73533196e-09,5.99101960e-09
-20.625000,3.12613818e-12,8.24711457e-08,1.56858994e-08,2.41474357e-08
-20.468750,5.36842533e-12,1.32255883e-07,2.38878588e-08,5.07458009e-08
-20.312500,7.52215416e-12,1.75680252e-07,2.89562573e-08,7.77306690e-08
-20.156250,8.53071452e-12,1.95894592e-07,2.86840871e-08,9.53409538e-08
-20.000000,7.35712135e-12,1.81617822e-07,2.32039576e-08,9.59859893e-08
-19.843750,3.92366017e-12,1.35096523e-07,1.51120000e-08,7.79429108e-08
-19.687500,3.77498111e-13,7.67381625e-08,8.36476506e-09,4.72131880e-08
-19.531250,2.08612408e-12,4.28156292e-08,6.37247611e-09,1.63730517e-08
-19.375000,1.73616112e-11,7.45796577e-08,1.01940958e-08,3.68239718e-10
-19.218750,5.48554991e-11,2.00650071e-07,1.78078559e-08,1.05486316e-08
