backend,grid,L,T,dt,norm_initial,norm_final,peak_initial,peak_min,peak_max,peak_final,rrms_initial,rrms_final,PR_initial,PR_final,memory_mean_final
numpy,44^3,32.0,10.0,0.0025,1.0000000000000004,1.4136367856196497,0.9101326823248417,0.0004179280073106588,2.066448545374265,0.0005468242741041673,0.6934589802174629,14.317528712031757,2.449071274284129,16489.834124589008,6.583371448309235e-05
