t,family,score
11.4,HEX_basal,0.18518243584091573
11.4,PLANAR_cross,0.21926876968046566
11.5,SC_axes,0.21268119445035127
11.5,FCC_faces,0.16032998874959103
11.5,BCC_body,0.1256241910700119
11.5,HEX_basal,0.18466541845240594
11.5,PLANAR_cross,0.21957311931223525
11.6,SC_axes,0.21307835951712104
11.6,FCC_faces,0.16021195838683577
11.6,BCC_body,0.1254651205676827
11.6,HEX_basal,0.18420666896354274
11.6,PLANAR_cross,0.21984799712526423
11.700000000000001,SC_axes,0.21347381927921472
11.700000000000001,FCC_faces,0.16009373174541364
11.700000000000001,BCC_body,0.1253088859933905
11.700000000000001,HEX_basal,0.18375983609200447
11.700000000000001,PLANAR_cross,0.22012013033809052
11.8,SC_axes,0.21393241100469454
11.8,FCC_faces,0.15996633263332702
11.8,BCC_body,0.1251438670565283
11.8,HEX_basal,0.1832476705765762
11.8,PLANAR_cross,0.22044017186515982
11.9,SC_axes,0.2144335096498186
11.9,FCC_faces,0.15982564611475494
11.9,BCC_body,0.12496525518772678
11.9,HEX_basal,0.18270227300209296
11.9,PLANAR_cross,0.22078730000407065
12.0,SC_axes,0.21492473120195485
12.0,FCC_faces,0.15968818117760905
12.0,BCC_body,0.12479440729531215
12.0,HEX_basal,0.18217990603438128
12.0,PLANAR_cross,0.22112614772940084
