t,norm,peak,PR,R_rms,r50,r80,r90,Vmem_peak,Vmem_mean,k_star,k_star_L,crystallinity,M1,M2,M3,finite,n_det_rho,n_raw_rho,n_pos,n_neg,n_raw_pos,n_raw_neg,n_inner,pair_sep,pair_sep_com,ax,ay,az,bx,by,bz,re_plus,re_minus,re_max,re_min,mass_plus,mass_minus,two_inner,nest3,peak_n_cells_half,peak_r_cells,peak_width_phys,artifact_1_2_cells,N,dx
5.1000000000000005,13078.087192768864,3.349231814562599,18410.961034198448,16.01771022723517,15.748015748023622,19.248376554920156,20.904544960366874,6.915311287397105,1.4627955156281098,10.701049976290232,342.4335992412874,0.9999923449772745,0.7168612731676529,0.2646183184338571,0.009306369434964693,True,0,9381,0,0,9544,9506,0,nan,6.877631907539189,-3.2278022467972924,-0.217140292480698,1.102928040992392,2.7489915356589485,1.7130186528506144,-1.6996142304731219,1.1171252681769002,-1.1307045382435579,1.6860638843599434,-1.6575055187321728,12.257258523615684,11.606290670203501,False,False,1675,7.367306431472797,3.6836532157363986,False,64,0.5
5.2,13280.890492959445,3.0908837076211384,18518.6128913744,16.01893866097908,15.75595125658873,19.248376554920156,20.904544960366874,5.928505455141921,1.4882925519046295,10.701049976290232,342.4335992412874,0.9999923534933771,0.7177386366691015,0.2704653119677606,0.009707898384961606,True,0,9298,0,0,9538,9394,0,nan,6.915879780348299,-3.2958151386701022,-0.19471857972146545,1.0536075853545306,2.781091097410048,1.6856328348478407,-1.6602240770460366,1.0201821761539347,-1.0383607559391232,1.7180677950409262,-1.6714540123884225,11.991991178320411,11.710260508105584,False,False,2868,8.813806517662641,4.406903258831321,False,64,0.5
5.3,13468.55804055755,3.291224627307516,18539.72658521687,16.015514586620984,15.75595125658873,19.241881404893856,20.904544960366874,6.1568917185877865,1.5133673263944374,10.701049976290232,342.4335992412874,0.9999913839470028,0.717345734759548,0.275538541748956,0.010092139196381593,True,0,9134,0,0,9496,9422,0,nan,6.9220204139995545,-3.318439461120793,-0.13660682783518574,0.9801645514039272,2.8178845252212277,1.6942341411195123,-1.6481268884609825,1.3516344872430963,-1.318085269566438,1.620042663344007,-1.715976509571089,10.810323914842535,12.541067814117023,False,False,2083,7.922584626513293,3.9612923132566467,False,64,0.5
5.4,13652.180188145943,3.368186454437666,18573.982701633435,16.015152111017734,15.763882770434446,19.241881404893856,20.904544960366874,6.0701353917053,1.5376822640126178,10.701049976290232,342.4335992412874,0.9999893021368097,0.7168621748106939,0.2808201606746396,0.010494448712403195,True,0,9089,0,0,9469,9431,0,nan,6.988694018402293,-3.4228551237212272,-0.14963374474948665,0.9415617610339524,2.8167559761715033,1.7658491959774523,-1.5564419436733683,1.2968550491413025,-1.1424810525965847,1.6709270147064963,-1.8323563695216698,11.899038744497254,12.677213896271981,False,False,1923,7.714306529412778,3.857153264706389,False,64,0.5
5.5,13840.35132243772,3.368996622895675,18656.460236512656,16.01539733289308,15.763882770434446,19.241881404893856,20.904544960366874,6.569074360395599,1.5618135037788683,10.701049976290232,342.4335992412874,0.9999924853481322,0.7166775854435065,0.28648617865986714,0.010922738950350076,True,0,9105,0,0,9295,9387,0,nan,7.064668339336024,-3.4564850630480795,-0.1532548350451055,0.9048842807278668,2.859550710801958,1.8207467504774506,-1.569089969060883,1.4892440870166204,-1.1143633538307751,1.7450175248559527,-1.628894252221802,11.812294041132049,13.817026121327988,False,False,2050,7.880523780576524,3.940261890288262,False,64,0.5
5.6000000000000005,14031.223411065374,3.6252392661819823,18644.677890316874,16.015788608665616,15.763882770434446,19.241881404893856,20.89258241577618,6.7204769665626705,1.5861193447712791,10.701049976290232,342.4335992412874,0.999992731806837,0.7132621143065643,0.2904706521710239,0.011296721575798647,True,0,9111,0,0,9410,9382,0,nan,7.205762461919288,-3.516514911046846,-0.14374874313730324,0.9438365630066485,2.8768781263824295,1.8997837131262187,-1.677520571523777,1.3384361908813731,-1.3301577295638762,1.7276814099718705,-1.7361230260406069,12.195514195957763,12.828619168167354,False,False,1330,6.822146017206677,3.4110730086033385,False,64,0.5
5.7,14224.279670260843,3.178582315262685,18708.02963530057,16.01909283066702,15.771810295587505,19.241881404893856,20.89258241577618,7.28079612182684,1.6102394864229428,10.701049976290232,342.4335992412874,0.99999496672911,0.7129677750424284,0.2953920515395703,0.011716815172877601,True,0,9102,0,0,9331,9249,0,nan,7.202973225547816,-3.4447563855378505,-0.1423803056100077,0.8803420088271032,2.9326320290563714,1.9611258961295874,-1.7248455000868272,1.3555712307500665,-1.0590069701538118,1.6558724992602258,-1.7485705331295158,12.294374659667524,12.369760779734008,False,False,3335,9.268349658387036,4.634174829193518,False,64,0.5
5.8,14408.642517404878,3.3987742439508906,18678.086511051915,16.017695909823512,15.771810295587505,19.241881404893856,20.89258241577618,6.225454860135858,1.634472986530895,10.701049976290232,342.4335992412874,0.9999950014621465,0.7094711224949607,0.2990740656047274,0.012096874389477326,True,0,9074,0,0,9257,9234,0,nan,7.392848063036048,-3.5141160733158934,-0.15875064119103222,0.8899458618820226,3.0500355719122503,2.072737538379535,-1.6764867138973099,1.2208488369545207,-1.355617813664061,1.6570938770876609,-1.8407562800117407,12.927150302659978,12.636043391369169,False,False,2390,8.29410948470698,4.14705474235349,False,64,0.5
5.9,14591.6269842488,3.7676665141965793,18770.274373883516,16.018954774315176,15.771810295587505,19.241881404893856,20.89258241577618,6.787023220298875,1.6581712509973947,10.701049976290232,342.4335992412874,0.9999926746006041,0.711834556946803,0.3046461297929905,0.012563106611604457,True,0,8893,0,0,9362,9250,0,nan,7.481599050468888,-3.5699074778735476,-0.08578162705260794,0.8189485753851784,3.13219001226145,2.000710870599921,-1.7700208415726273,1.3860447515982086,-1.0695188925575314,1.6955334187780682,-1.6657244347587357,13.621830516899617,11.738858088671376,False,False,1229,6.644889416533992,3.322444708266996,False,64,0.5
6.0,14763.110638561157,3.4323568519963987,18822.33985692878,16.01954065663341,15.771810295587505,19.241881404893856,20.89258241577618,6.286700448970358,1.6816593251466574,10.701049976290232,342.4335992412874,0.9999927599654879,0.7126602855688068,0.3099492319092553,0.013029307316815496,True,0,8927,0,0,9252,9290,0,nan,7.481513340688315,-3.583845125339936,0.03420109497483992,0.780738660632398,3.1648984260391977,1.9559596337474723,-1.814323277601499,1.3846697975565183,-1.1449194979516446,1.7045587531179964,-1.6869134835610997,13.008764224872454,11.555884473243099,False,False,2485,8.402578811277147,4.2012894056385734,False,64,0.5
6.1000000000000005,14936.052670450206,3.4071376222196084,18827.604930459078,16.02150914304646,15.7797338380595,19.248376554920156,20.904544960366874,6.297278554076719,1.7043677460845696,10.701049976290232,342.4335992412874,0.9999956982250296,0.7095871783803559,0.3142482108368501,0.013464866464476224,True,0,9000,0,0,9137,9202,0,nan,7.47824134641431,-3.631069886668456,-0.04519744557227945,0.6737429737846661,3.1536423602170522,2.0114088739793132,-1.7057829892093874,1.3347669347671625,-1.277503159460875,1.7452910446544392,-1.7951030676394373,12.476185496106435,12.559049782477858,False,False,2768,8.710153836923123,4.355076918461561,False,64,0.5
6.2,15114.383318430278,3.423217723824327,18842.13571464821,16.021178660010403,15.7797338380595,19.248376554920156,20.910523666326483,6.926847033775985,1.7272727775325762,10.701049976290232,342.4335992412874,0.9999963795919895,0.7079897423590652,0.31835467627869407,0.013901556119887663,True,0,8853,0,0,9196,9140,0,nan,7.489405431385606,-3.6024270127673645,-0.1156336228466035,0.6258611936678555,3.171334563334973,2.0757219901306208,-1.6990707200149942,1.3377468145251894,-1.4614001262684886,1.732105628163429,-1.7506377574110807,12.64661961629313,14.707076090760683,False,False,2898,8.844431525778047,4.4222157628890235,False,64,0.5
6.3,15289.310894672666,3.64808863407034,18932.668992113973,16.018885473731856,15.75595125658873,19.254869513969705,20.910523666326483,6.158352181194478,1.7500564908841953,10.701049976290232,342.4335992412874,0.9999954070017015,0.7089017627065922,0.32377705422037345,0.014406129460063784,True,0,8801,0,0,9190,9170,0,nan,7.760499893743696,-3.64133533462833,-0.33877601801557766,0.7134769530113196,3.2803532450806863,2.104598376750136,-1.8055521006768238,1.3387534092361946,-1.1470844171590926,1.9097522273935055,-1.7183894811599862,11.535551445603252,12.673039729315086,False,False,2025,7.848358019407942,3.924179009703971,False,64,0.5
6.4,15465.92299183624,3.960928191995508,18872.964146636004,16.01551011378454,15.748015748023622,19.248376554920156,20.91650066335189,5.9074012970704155,1.7728664881485807,10.701049976290232,342.4335992412874,0.9999953065979633,0.7053633565889248,0.32642813424320455,0.0147969497771035,True,0,8797,0,0,9134,9116,0,nan,7.757933728521124,-3.650601227795489,-0.36943857264620483,0.7424635196137075,3.2597501919680063,2.0690399385980136,-1.8043779638120867,1.2262070506065499,-1.107046755574451,1.7761653356167426,-1.6926500117611019,13.136480111985955,12.70010853743233,False,False,1246,6.6753874464608085,3.3376937232304043,False,64,0.5
6.5,15634.643643943999,3.6637449197997234,18947.292280472586,16.012360898658695,15.748015748023622,19.248376554920156,20.91650066335189,6.717211634980696,1.7954538930628394,10.701049976290232,342.4335992412874,0.9999925475840687,0.7061008082994529,0.33161274195642254,0.01531203800053158,True,0,8724,0,0,9196,9018,0,nan,7.928505797078582,-3.754273229058274,-0.5152858663715438,0.7776088662487872,3.3148269802995074,1.9551114130544818,-1.82741775284188,1.3115419398935158,-1.1774784518161356,1.7151123353625157,-1.7877383414008539,14.989281059878703,12.846506413864436,False,False,2186,8.051074575367636,4.025537287683818,False,64,0.5
6.6000000000000005,15803.650015078256,3.6303400822686602,19020.902958828647,16.010834435789633,15.75595125658873,19.254869513969705,20.91650066335189,6.218982264026596,1.8175207646810758,10.701049976290232,342.4335992412874,0.999992116866536,0.7057761335263829,0.3366246372248919,0.01583200646743884,True,0,8753,0,0,9152,9053,0,nan,8.141633530755195,-3.9071805922628347,-0.566304603134121,0.6615721567512836,3.3470635974130616,2.13972566131142,-1.8562717608845176,1.5403283601735658,-1.1420443549535395,1.874055965778939,-1.7631869952764196,13.426420914421891,13.252567870496737,False,False,2431,8.341268796493948,4.170634398246974,False,64,0.5
6.7,15971.953296178497,3.8543840310567243,19005.785381565325,16.007419030304597,15.748015748023622,19.248376554920156,20.91650066335189,7.010589148360569,1.8395718660256306,10.701049976290232,342.4335992412874,0.99999183142631,0.7026592265988458,0.33997112780875655,0.01628398355781673,True,0,8671,0,0,9145,9122,0,nan,8.155970025459089,-3.952265553631868,-0.5923299082295781,0.5853461536877518,3.330681503588245,2.1531854378422253,-1.8520037806467204,1.2060349938274177,-1.280032608496966,1.8978273976251137,-1.7145443172528831,11.550726678950708,13.47540599716071,False,False,1733,7.451378959299684,3.725689479649842,False,64,0.5
6.8,16137.536513799398,4.350518059655384,19083.929433758076,16.004457363073143,15.732132722552274,19.254869513969705,20.93442141545832,7.343241751009863,1.861453871757095,10.701049976290232,342.4335992412874,0.9999892298886003,0.7036398366729453,0.3449866280685311,0.01682604232760767,True,0,8481,0,0,9107,9033,0,nan,7.987015798442113,-3.8936794930063705,-0.5646405752714276,0.4894939876548783,3.2695646020925295,2.1847809417554416,-1.7288469961220319,1.267666957739032,-1.4827801908215905,1.9904923975834803,-1.8019278874240428,11.653041997994919,15.238962746316286,False,False,756,5.651248378088314,2.825624189044157,False,64,0.5
6.9,16301.729737201375,4.441774413754385,19053.97258897907,16.00009805666253,15.732132722552274,19.241881404893856,20.910523666326483,6.9566550392342235,1.8831634263187276,10.701049976290232,342.4335992412874,0.9999862731054509,0.699890710558858,0.34797952084396294,0.01727968697626999,True,0,8306,0,0,8978,9062,0,nan,7.794321527620873,-3.839020534938463,-0.519632147114331,0.4473284969957909,3.1382923809635024,2.207104223023997,-1.7052191371546463,1.268432010476454,-1.3537483469450258,1.6875540238367532,-1.8475798180289478,12.948667922713636,13.78855520163063,False,False,731,5.588255521359827,2.7941277606799133,False,64,0.5
7.0,16459.45683050126,3.609022471879048,19063.460823105404,15.996131681063003,15.724185193516387,19.241881404893856,20.910523666326483,7.029493641591751,1.9045370874554965,10.701049976290232,342.4335992412874,0.9999910802582269,0.6996125859018686,0.3518540416528773,0.01778544065885748,True,0,8575,0,0,9057,9060,0,nan,7.87116368818419,-3.8726093876490637,-0.421016288860093,0.442427169277245,3.277942561524309,2.1736559705375313,-1.580565785400216,1.584049637928263,-1.467787989254135,1.8327826452244178,-1.7938620890507277,16.343747851457337,17.697652818757938,False,False,3198,9.139658105484052,4.569829052742026,False,64,0.5
7.1000000000000005,16620.596552515406,3.8836532486928683,19130.08482695588,15.990178553799263,15.724185193516387,19.222382786741086,20.910523666326483,7.1141134202507335,1.9255930342073544,10.701049976290232,342.4335992412874,0.9999890427018425,0.7002191913868083,0.3565227305170084,0.018342128190791836,True,0,8487,0,0,9002,9012,0,nan,7.9290852640730884,-3.7262677246397296,-0.5101946512799298,0.45276742745239673,3.4073596536106763,2.281947263074109,-1.593130195432142,1.4870467086105177,-1.2603652428324952,1.8227711786480005,-1.866038988500649,15.248346249080774,13.517547599593723,False,False,2099,7.942817971206946,3.971408985603473,False,64,0.5
7.2,16780.047808339725,3.7134524608000437,19171.75345370845,15.985922729089422,15.724185193516387,19.222382786741086,20.89258241577618,6.584933800466061,1.9469191993280264,10.701049976290232,342.4335992412874,0.9999892817067404,0.699668047642655,0.3606969170732018,0.018884678210077555,True,0,8650,0,0,9023,9148,0,nan,7.870936939076417,-3.506487094866186,-0.557514790445234,0.43720709605902996,3.6167111985478115,2.2790732313310222,-1.3419676469993966,1.1722636506513977,-1.4456043669683165,1.7472385709112186,-1.7990807020943245,10.489524224307688,15.500095926689074,False,False,2900,8.846465663735184,4.423232831867592,False,64,0.5
7.3,16949.94272050603,3.781887909498717,19182.6884288427,15.97842137652846,15.724185193516387,19.209372712298546,20.868636754709208,6.798546549037161,1.9680712169695684,10.701049976290232,342.4335992412874,0.9999874575720921,0.6977804316265114,0.3637494185511605,0.019377270437310475,True,0,8523,0,0,8987,8985,0,nan,7.867882345818913,-3.5222353881432333,-0.49429042631276765,0.35338172148568603,3.6997069137415153,2.2402226409896713,-1.1531242627867773,1.5435339588977004,-1.5838680391508069,1.7769790068750524,-1.875567463780393,16.20743259314269,17.354003820003808,False,False,2697,8.635035202211103,4.317517601105552,False,64,0.5
7.4,17099.335232376394,3.9655370842084565,19208.570374617946,15.974059614507654,15.724185193516387,19.20286436967152,20.862646045025066,6.332437719510594,1.9888336979796635,10.701049976290232,342.4335992412874,0.9999900790186721,0.6980887423627559,0.36784311128770625,0.01993534130307967,True,0,8472,0,0,9049,9012,0,nan,7.869440826061936,-3.5762541067382845,-0.5779701453879547,0.3139448302871699,3.641154375812121,2.2166530143733105,-1.1098511894522396,1.283107726367061,-1.3410584821344662,1.8687811398329395,-1.8708792951331488,14.894514240717125,12.211429110789647,False,False,2151,8.007874662241457,4.003937331120729,False,64,0.5
7.5,17253.75830301727,4.064788797811751,19239.296997878162,15.968794542256903,15.724185193516387,19.20286436967152,20.844663585675832,6.676854323876724,2.009342545497459,10.701049976290232,342.4335992412874,0.9999913182700378,0.6969749523101257,0.37172051976500586,0.02049173217275073,True,0,8418,0,0,8960,9054,0,nan,7.845725810263915,-3.5412447189810763,-0.5577068577482951,0.3320625104553123,3.653995000901098,2.1874464258260744,-1.1672947895076167,1.2210653129642668,-1.0112846892384009,1.8288544696358309,-1.991579007556385,11.439271203429854,10.92047405712216,False,False,1844,7.607187179561309,3.8035935897806543,False,64,0.5
7.6000000000000005,17418.606641207047,3.8711778319931502,19338.814407162452,15.965585971064643,15.708278072405008,19.209372712298546,20.820662813657012,6.450409577598459,2.029989007718634,10.701049976290232,342.4335992412874,0.9999927396214585,0.698285210921639,0.3763714105914365,0.021102196759487168,True,0,8550,0,0,9005,8991,0,nan,7.790643730458909,-3.548725613034092,-0.5092356689041928,0.23804131740115153,3.6320167649322315,2.178820241133881,-1.1423296692276708,1.3222097918417655,-1.4417496890165755,1.8956140322159618,-1.9256299549957736,12.761987959125781,14.283792696624648,False,False,2631,8.564014874415735,4.282007437207867,False,64,0.5
7.7,17577.148948894337,4.598659080777126,19398.719617184655,15.964196235516972,15.700318468107582,19.20286436967152,20.83266665599966,7.5366410148630525,2.050947195708207,10.701049976290232,342.4335992412874,0.9999901049473618,0.6979280147692012,0.38046548328628355,0.021691886716907048,True,0,8277,0,0,9118,9131,0,nan,7.884100884608244,-3.6533586463092096,-0.5534791977255384,0.36705724622877867,3.6454681071290125,2.0830451791149116,-1.023954612923049,1.2960767251477987,-1.4260520449706269,1.8216045739857483,-1.8043802190060707,15.660617130029417,14.701628208935924,False,False,780,5.710428057398256,2.855214028699128,False,64,0.5
7.8,17723.348412841027,3.9221865174550574,19440.86448553308,15.964011569150149,15.700318468107582,19.20286436967152,20.844663585675832,6.368768260801398,2.0712952638986897,10.701049976290232,342.4335992412874,0.9999900135600788,0.6987628291297497,0.3846571417695129,0.02229792807425859,True,0,8311,0,0,9095,9076,0,nan,7.84650465368531,-3.5528926567046426,-0.586900928317176,0.4484981337715581,3.686541504942806,2.007194641583709,-1.109993596619633,1.066941985547585,-1.2344548378504256,1.9610170292741653,-1.8584366231484792,11.941592160920298,11.942007225590611,False,False,2628,8.560758594681898,4.280379297340949,False,64,0.5
7.9,17879.727147977934,3.7628917614070114,19487.12386919638,15.962971722758514,15.692354826475215,19.20286436967152,20.862646045025066,6.699404483124211,2.0913602544838197,10.701049976290232,342.4335992412874,0.9999901675398739,0.6986665125047344,0.38839518345383545,0.022888244965342298,True,0,8545,0,0,9024,9110,0,nan,7.890850890487127,-3.5859645019681796,-0.5622880982749265,0.6148630591587718,3.64864442487789,2.0301817307448715,-1.175405534411114,1.3012031049557327,-1.5275608768899316,1.9188678194929265,-1.7437788593555454,13.416774527027718,12.079276692485733,False,False,3480,9.40077254454793,4.700386272273965,False,64,0.5
8.0,18029.07919289585,3.88890236087796,19568.776302422484,15.960909245505144,15.668439615992398,19.20286436967152,20.862646045025066,6.593055431584062,2.111551427473983,10.701049976290232,342.4335992412874,0.99999208817179,0.6997262129001567,0.3930606693861076,0.02354424705184598,True,0,8358,0,0,9072,9070,0,nan,7.845125549441838,-3.543930117827504,-0.4993469250674867,0.6101769137330635,3.639095145824882,2.032808517553292,-1.2708684771713248,1.2027601265226988,-1.2454328969329662,1.8284574972551808,-1.817290314056185,13.083761687333652,13.023098991340172,False,False,2830,8.774706698421781,4.3873533492108905,False,64,0.5
