t,norm,peak,PR,R_rms,finite,mass_w,mass_out,peak_w,n_cells_w,com_x,com_y,com_z,d_com,median_out,contrast,y_corr_w,y_corr_out,planted,alive,backend
0.20500000000000002,666.578125,5.283025741577148,14589.808026671062,15.997077191884584,True,5.557114124298096,661.0210571289062,0.13644146919250488,81,7.953175312448858,0.020529621901553177,-0.016906820461357035,0.05385032328403782,0.014131872914731503,9.65487518998802,0.7664920217562632,0.8148204570945599,False,,numpy
0.21,682.32080078125,5.285323143005371,14666.988235454324,15.998054115293067,True,5.699707984924316,676.62109375,0.1536586433649063,62,7.9675561558940515,0.04419226193306321,-0.01887056902396625,0.05797980174526151,0.014482592232525349,10.609885364293838,0.7646008711326614,0.8117844484286305,False,,numpy
0.215,698.3899536132812,5.216939926147461,14771.043098104961,15.995589379932149,True,5.807239055633545,692.582763671875,0.1571156233549118,62,7.9742676061755935,0.04375667290082294,-0.01727948451330946,0.053622598783811926,0.014800971373915672,10.615223784014796,0.7668701305679806,0.8081936281607283,False,,numpy
0.22,714.7141723632812,5.065786838531494,14943.819358401526,15.997566089191041,True,5.94886589050293,708.765380859375,0.15614642202854156,73,7.968336892360055,0.04727978808248805,-0.011531601012212522,0.058059526078401466,0.015118918381631374,10.327883125439092,0.7674872171849328,0.8028268518196086,False,,numpy
0.225,730.6513061523438,5.042765140533447,15015.73595841944,15.99514708856922,True,6.077829360961914,724.5734252929688,0.1628514528274536,66,7.965194457534486,0.03650490255159409,-0.019056831378262005,0.05391842466912009,0.015499312430620193,10.507011427534481,0.7715482323326788,0.8005007009549184,False,,numpy
0.23,746.1319580078125,4.879521369934082,15151.11001657056,15.99872633789119,True,6.151551246643066,739.9804077148438,0.16830883920192719,57,7.967302791725446,0.043127431627125616,-0.02621626833129681,0.060136307775922694,0.01578272320330143,10.664119051819926,0.7759287093817622,0.7953821479894371,False,,numpy
0.23500000000000001,762.00537109375,4.811132907867432,15242.054386881875,15.996364429635282,True,6.283251762390137,755.7221069335938,0.16786593198776245,63,7.970295286975285,0.05100150881666059,-0.02842038067787037,0.06550757143515261,0.016148842871189117,10.394920139278168,0.7690918314188054,0.7922260575427994,False,,numpy
0.24,777.994384765625,4.767447471618652,15308.012413590244,15.994326378109154,True,6.418907165527344,771.5755004882812,0.1673157960176468,70,7.970952267327318,0.048401306141215635,-0.03654720471282561,0.06724697303165736,0.01646469719707966,10.162093721791834,0.7730635383756029,0.7891688300672282,False,,numpy
0.245,794.2623901367188,4.646158218383789,15408.130407007819,15.994047519985482,True,6.479949951171875,787.7825317382812,0.15898443758487701,84,7.979711092194703,0.033677715486616924,-0.047932368893880986,0.06199467951452311,0.016826041042804718,9.448713287958082,0.7704313582552064,0.784752715840554,False,,numpy
0.25,810.108642578125,4.380076885223389,15567.10228980586,15.995597247924783,True,6.542510986328125,803.5662231445312,0.16385987401008606,79,7.98434828727886,0.029034465838483996,-0.05302321479429928,0.06244547721615703,0.017138663679361343,9.560831408775982,0.7689594066921602,0.7774850715468087,False,,numpy
0.255,826.144287109375,4.225497722625732,15664.287257009177,15.997317495163257,True,6.688266754150391,819.4560546875,0.18609097599983215,52,7.986419498631807,0.014864450130034236,-0.06074171915682213,0.06399170525315002,0.01752471923828125,10.618770747170222,0.7623649861684271,0.7726118381134484,False,,numpy
0.26,842.2529296875,4.02421236038208,15759.224468952743,15.996074936514454,True,6.736045837402344,835.5169067382812,0.2093365639448166,34,7.983750884839755,0.0278382592503091,-0.05446673228123744,0.06329002565155366,0.01787102408707142,11.713741916796959,0.7606081032863242,0.7668591922019705,False,,numpy
0.265,857.8863525390625,3.987492799758911,15801.847156454553,15.994070943381614,True,6.81815767288208,851.0682373046875,0.2460460066795349,19,7.984017157255796,0.026626942229346237,-0.06135485320552753,0.06876673124805875,0.018194738775491714,13.52292053848877,0.7538076649964928,0.7654771829447026,False,,numpy
0.27,873.645263671875,3.7834267616271973,15893.547323913213,15.992739227061932,True,6.945436954498291,866.69970703125,0.23196808993816376,28,7.980862538157678,0.018004122506339412,-0.061731225594460336,0.0670904992259245,0.01854648068547249,12.507391233522004,0.7555809206346811,0.7608168067646587,False,,numpy
0.275,890.0235595703125,3.716360330581665,15926.93413974865,15.993549132571175,True,7.1324663162231445,882.8912353515625,0.22992093861103058,32,7.969961066575407,0.015507316717804271,-0.061338061265522825,0.07003693420536376,0.018848270177841187,12.198516704272164,0.7499628838150846,0.7584433223293682,False,,numpy
0.28,905.611572265625,3.5488598346710205,15976.281100996428,15.992992210454815,True,7.261634826660156,898.35009765625,0.22894728183746338,32,7.966347372350771,0.021499972928160842,-0.07288943583544896,0.08311208119172149,0.0192355215549469,11.90231734468275,0.7440744351935339,0.7546906855242425,False,,numpy
0.28500000000000003,922.0358276367188,3.446451187133789,16020.332082552384,15.992031556484713,True,7.438060283660889,914.59765625,0.21064750850200653,43,7.979679587904565,0.008874849753838352,-0.08412227232934318,0.08699562522181034,0.019552476704120636,10.773443778486287,0.7440315067443141,0.7524386929231632,False,,numpy
0.29,937.65185546875,3.2109479904174805,16079.939840111012,15.990906767036117,True,7.545800685882568,930.1060791015625,0.2372841238975525,29,7.971246702949481,0.004257179124150564,-0.08461049839006093,0.08946402686658482,0.019873155280947685,11.93993206126839,0.7334986081757391,0.7479802171850805,False,,numpy
0.295,954.3057861328125,3.129636526107788,16110.111311488221,15.992276930860555,True,7.725676536560059,946.580078125,0.2588860094547272,23,7.980475590260151,0.004734144091194681,-0.07966298390758181,0.08215720115136185,0.02024354599416256,12.78857022032502,0.7345285130394908,0.7468808660155837,False,,numpy
0.3,969.8719482421875,2.9207379817962646,16165.606718454233,15.990635635723422,True,7.82114315032959,962.0507202148438,0.25605690479278564,26,7.97365726881498,0.0024202454926529186,-0.07759698394395016,0.08198224802802481,0.02055913582444191,12.454653103092502,0.7333194152439038,0.7434505183306812,False,,numpy
0.305,986.0667724609375,2.8670191764831543,16182.865091809517,15.991085401901397,True,7.964776039123535,978.10205078125,0.2522801160812378,29,7.9751939217307415,0.010898893403410586,-0.07799502605719,0.08256725432143927,0.02088065631687641,12.082001267236842,0.7234020235310632,0.7432423827765455,False,,numpy
0.31,1002.329345703125,2.758382558822632,16201.844571328582,15.99257260296492,True,8.13146686553955,994.1979370117188,0.2704576253890991,26,7.968505874565114,0.005924786605126126,-0.07701764615436253,0.08341882792501466,0.021248862147331238,12.728099204270446,0.7236896297642021,0.7416803723937857,False,,numpy
0.315,1018.5087280273438,2.600346803665161,16238.676002300313,15.994168270808776,True,8.271808624267578,1010.23681640625,0.26191458106040955,28,7.970654169184726,0.00659106590247715,-0.0653122614177284,0.07190487763335082,0.02161700464785099,12.116136593718466,0.7234766989950201,0.7398109774180638,False,,numpy
0.32,1034.4686279296875,2.450223684310913,16269.619985016214,15.992710080930335,True,8.376927375793457,1026.0916748046875,0.281210333108902,23,7.974820993243023,0.010547183595343233,-0.057489265543549384,0.06364150466321877,0.021948201581835747,12.812454453745797,0.7256157771985293,0.7383897443474988,False,,numpy
0.325,1050.022705078125,2.249216079711914,16302.50844805763,15.993516938627973,True,8.501338958740234,1041.5213623046875,0.26155146956443787,35,7.981076546308617,0.0006486798984841303,-0.048890693405262586,0.05242916923686667,0.02226845547556877,11.745379909773803,0.7241936608585701,0.735993483708444,False,,numpy
0.33,1066.43505859375,2.1691083908081055,16303.375896414798,15.994016965365727,True,8.59593391418457,1057.8389892578125,0.2640327215194702,41,7.986072975756471,0.001980993331788206,-0.04876732053780721,0.050755668563202475,0.02259857766330242,11.68359909430185,0.7263240385422833,0.7355391027596107,False,,numpy
0.335,1081.972900390625,2.0608763694763184,16306.965273767471,15.993273426667981,True,8.684271812438965,1073.2889404296875,0.2359682023525238,53,7.972238848796295,0.009696490595125366,-0.04737183138452408,0.055756558849520875,0.02291632443666458,10.296948055727057,0.7247376746878961,0.7348207560085263,False,,numpy
0.34,1098.3094482421875,1.9723738431930542,16326.972495514312,15.993261494554602,True,8.821744918823242,1089.48779296875,0.2277805209159851,71,7.9808219979329005,0.006629573517835063,-0.03414765110303272,0.039721645033514226,0.023279476910829544,9.784606492168313,0.7227224643924922,0.7342707521528858,False,,numpy
0.34500000000000003,1114.98193359375,1.7889719009399414,16347.422156836019,15.994175485248945,True,8.96016788482666,1106.0218505859375,0.24180307984352112,62,7.983844133411786,0.004295599246926577,-0.03490402282199386,0.03870083987802634,0.023627348244190216,10.234033770716469,0.7221396259225537,0.7323537376592192,False,,numpy
0.35000000000000003,1130.452880859375,1.6287617683410645,16361.828793456189,15.995823865119322,True,9.111658096313477,1121.34130859375,0.259397953748703,50,7.979933067036777,0.005280017746104215,-0.016694795100097984,0.026632246795640777,0.023930465802550316,10.839653347702846,0.724283651606366,0.7311953447493665,False,,numpy
0.355,1146.14453125,1.4722909927368164,16370.921387194423,15.994870441074964,True,9.238314628601074,1136.9061279296875,0.25886037945747375,55,7.975015605981689,-0.0007697814999116537,-0.007795940278674346,0.026183758188015868,0.02430863492190838,10.648906460155583,0.7276232930207385,0.7302164023789907,False,,numpy
0.36,1161.8089599609375,1.3395899534225464,16360.851232188654,15.99557502626623,True,9.427330017089844,1152.381591796875,0.2802296280860901,43,7.968740730319998,-9.633283804726677e-05,-0.003088878076435193,0.03141166007574061,0.024556847289204597,11.411466007254175,0.7320979739284513,0.7297544411398469,False,,numpy
0.365,1177.763427734375,1.1930196285247803,16358.55270605416,15.994555256558806,True,9.530660629272461,1168.2330322265625,0.29367154836654663,38,7.983188804387267,-0.009216204518493525,0.004075819449669994,0.019600179280878417,0.02487543784081936,11.80568359221586,0.7327688236467114,0.7288379587801054,False,,numpy
0.37,1194.029541015625,1.1240062713623047,16346.230770206279,15.993792992760428,True,9.64567756652832,1184.3837890625,0.3089425563812256,32,7.980091041518919,0.0013003845802978173,0.016094817482674093,0.025633977016036417,0.025249212980270386,12.235730144247736,0.7299559280873478,0.7292116689931323,False,,numpy
0.375,1210.3082275390625,1.0073904991149902,16355.330564777025,15.995165319845043,True,9.780303955078125,1200.5279541015625,0.2613106369972229,68,7.980178773475992,0.010262113547983781,0.008598858518280603,0.02391928851795454,0.02561340481042862,10.202104676486783,0.7387172038839417,0.7297715849213394,False,,numpy
0.38,1225.862548828125,0.8530749678611755,16364.761407615235,15.996866355993813,True,9.978546142578125,1215.884033203125,0.26783671975135803,69,7.972843651380618,0.005879558304649832,0.010521991114757056,0.02971108838824679,0.025913294404745102,10.335880709259152,0.7356524044627637,0.729396231118174,False,,numpy
0.385,1241.935791015625,0.7998660802841187,16365.35914230328,15.999540390495604,True,10.071992874145508,1231.86376953125,0.2405185103416443,97,7.969282865872972,0.003521072963444153,0.01485403256503516,0.03430134935005967,0.02626064419746399,9.158896047373862,0.7303281624895586,0.7304958837006915,False,,numpy
0.39,1257.116455078125,0.7280429601669312,16367.292211343742,16.00071941650045,True,10.149197578430176,1246.9671630859375,0.2507971227169037,88,7.964899335866549,-0.008514406978584285,0.014793745129954464,0.03903084221197856,0.02658650651574135,9.433248500265035,0.7276744866815146,0.7310038934281244,False,,numpy
0.395,1272.187744140625,0.6434497237205505,16364.302780516457,16.00215465870035,True,10.31633472442627,1261.87158203125,0.2611497938632965,81,7.974112098409279,-0.010740976947456035,0.02064953315035664,0.03481314771583179,0.02695108763873577,9.689768270722992,0.7265157753037556,0.7311327142948931,False,,numpy
0.4,1288.0516357421875,0.5713802576065063,16379.461217525817,16.00140447509686,True,10.517589569091797,1277.533935546875,0.2653445899486542,87,7.974834300154678,-0.009663285938056416,0.014061419686212048,0.030404194898356527,0.027291836217045784,9.722489459427678,0.72836251638087,0.7308508355589504,False,,numpy
0.405,1302.873046875,0.5177940130233765,16389.898762005396,16.00295294401717,True,10.642557144165039,1292.230712890625,0.3012275695800781,57,7.973150517364462,0.004096339235430957,0.016081602535880726,0.03156410386894959,0.027641909196972847,10.897495083771801,0.7285763380857485,0.7308561846479665,False,,numpy
0.41000000000000003,1319.1324462890625,0.5098376274108887,16389.39012699618,16.00145389273132,True,10.806259155273438,1308.3262939453125,0.33044248819351196,42,7.968535402230804,0.00715755384937324,0.014115506328559667,0.035220718459389164,0.02792629785835743,11.832663601509976,0.7305245319933057,0.7310759019796929,False,,numpy
0.41500000000000004,1335.088134765625,0.4856375455856323,16392.741021021062,16.003670712436804,True,10.890544891357422,1324.1973876953125,0.3361471891403198,40,7.973968484396374,0.007886860282364296,0.004781549692175393,0.027617124890076988,0.028241867199540138,11.902442100067423,0.7346923117010432,0.7311945323644725,False,,numpy
0.42,1350.8956298828125,0.5224132537841797,16390.019695764022,16.00316768169953,True,11.00674057006836,1339.8887939453125,0.343406081199646,36,7.969147251082656,0.00334466819163137,0.008487468733514254,0.03217321940016476,0.028583765029907227,12.014025473563045,0.7383049510093275,0.7312639705188156,False,,numpy
0.425,1366.3756103515625,0.551716685295105,16395.88698636109,16.004026609889934,True,11.059097290039062,1355.3165283203125,0.3375043272972107,41,7.968605528215084,0.007950096926676085,0.010280965612257909,0.03397815700884678,0.028890354558825493,11.682249402996998,0.7363628333594685,0.7308289643881615,False,,numpy
0.43,1382.922119140625,0.536404550075531,16403.241053991253,16.00354794717645,True,11.116963386535645,1371.8048095703125,0.347939133644104,36,7.969113722424107,0.01697355209031253,0.002845925960698804,0.03535764284608667,0.0292414091527462,11.898849738280392,0.739806890733276,0.7304900255818692,False,,numpy
0.435,1398.540283203125,0.5075161457061768,16405.2260125405,16.0033517183596,True,11.248292922973633,1387.2921142578125,0.3421992361545563,36,7.96920847844393,0.019236614845571882,-0.0019422365470064065,0.03635845752035329,0.029640167951583862,11.545117986967089,0.7369745652559149,0.7307607505087879,False,,numpy
0.44,1413.81884765625,0.49590012431144714,16396.064883510953,16.002640722631792,True,11.360014915466309,1402.458740234375,0.3528510630130768,36,7.9714550763132905,0.0269108356672004,-0.0013761679591339751,0.03925429381403873,0.029969975352287292,11.773485258677312,0.7373857359542274,0.7308100372005206,False,,numpy
0.445,1429.1136474609375,0.49393728375434875,16393.731070010937,16.003004817432505,True,11.449567794799805,1417.6641845703125,0.3554244935512543,40,7.96723202407241,0.019298612822840358,-0.005884691684141496,0.03848124607512631,0.03025972843170166,11.745792575550452,0.745893764808035,0.730841666947448,False,,numpy
0.45,1445.0919189453125,0.5058483481407166,16400.584071850946,16.00156865765395,True,11.644107818603516,1433.4478759765625,0.3502129018306732,44,7.975946588444596,0.024713019488379565,-0.010617678489912049,0.0360837225934607,0.030568286776542664,11.456739606990922,0.7460390504065223,0.7304940403462165,False,,numpy
0.455,1461.3995361328125,0.5335826873779297,16395.262671359804,16.00169117196085,True,11.771893501281738,1449.627685546875,0.3558364808559418,41,7.965512443020969,0.017755785792581764,-0.0016373182066182503,0.03882448101911603,0.030944399535655975,11.499220737695229,0.745300240567787,0.7304689852641777,False,,numpy
0.46,1476.9947509765625,0.5339258313179016,16398.368643656693,16.002455697543883,True,11.923622131347656,1465.0712890625,0.3795291483402252,34,7.966987361266542,0.013547301228363383,0.0012067650981894688,0.03570462111156007,0.03126770257949829,12.138056749621128,0.7460951515473572,0.7308409401647675,False,,numpy
0.465,1492.0728759765625,0.5906392931938171,16391.436082749417,16.002232515638525,True,11.985040664672852,1480.087890625,0.36445310711860657,39,7.970439939856454,0.015262519006491953,0.014925483123758004,0.03646246958985609,0.0315641425549984,11.546428244758163,0.7472185191806411,0.7308961916364674,False,,numpy
0.47000000000000003,1508.15478515625,0.5923704504966736,16388.54907375421,16.005691331959042,True,12.130285263061523,1496.0244140625,0.34927961230278015,42,7.9740494494740295,0.017428213953303347,0.019375323072083523,0.03677739602460563,0.03196129947900772,10.928204359531378,0.7461154720907044,0.7307267543499302,False,,numpy
0.47500000000000003,1523.2203369140625,0.5969859957695007,16394.05953588725,16.006729830978273,True,12.227280616760254,1510.9930419921875,0.3596665859222412,46,7.983850540448962,0.02379270073634974,0.019653070845063503,0.03483017148624427,0.032251209020614624,11.152034197922509,0.7455884058671682,0.7310877701491009,False,,numpy
0.48,1539.1541748046875,0.5998057723045349,16404.67258391867,16.007393241494544,True,12.362861633300781,1526.7913818359375,0.394747793674469,32,7.987897169086364,0.032970265813425555,0.02855431618331458,0.04526440010238406,0.032524313777685165,12.137006067912932,0.7435952198778467,0.7314096412203241,False,,numpy
0.485,1555.137451171875,0.5548908114433289,16413.17402818277,16.006098029342446,True,12.489862442016602,1542.647216796875,0.40383899211883545,31,7.992214714761402,0.019465975003382534,0.03742941956130876,0.042901005789784605,0.032865144312381744,12.28775958749378,0.7393530086187567,0.7312835881411018,False,,numpy
0.49,1570.0587158203125,0.5858598947525024,16405.31533970446,16.00512003141504,True,12.586461067199707,1557.472412109375,0.4109138250350952,29,7.985119190801623,0.012839403976805927,0.03460761617687388,0.03979919439290143,0.03319310396909714,12.379493807438347,0.7375607034925128,0.7308612596892378,False,,numpy
0.495,1585.8631591796875,0.5784667134284973,16410.009832551,16.004442901024078,True,12.715960502624512,1573.14697265625,0.4283628463745117,29,7.984474642074178,0.01350053231299902,0.03245287607871601,0.03842512559822937,0.0335799939930439,12.75648966653321,0.7362041682842314,0.7309160088021717,False,,numpy
0.5,1602.4520263671875,1.6038745641708374,16351.594199754358,16.00012146364413,True,13.799631118774414,1588.65234375,1.6038745641708374,1,7.984217948605535,0.004674499979467507,0.026473126682694127,0.03117291344474491,0.03387579321861267,47.34574195268162,0.5185412850498321,0.7308897585389306,True,True,numpy
0.505,1618.7764892578125,1.544407844543457,16349.952054046478,15.998994206666257,True,14.033203125,1604.7430419921875,1.544407844543457,1,7.981576595989525,0.0024388241544190895,0.026904844164069956,0.032699240328825055,0.034223590046167374,45.12699697664863,0.5796327169944273,0.7306032337491929,True,True,numpy
0.51,1634.7493896484375,1.5527458190917969,16350.67383621992,15.999296555818406,True,14.187750816345215,1620.5621337890625,1.5527458190917969,1,7.991240909467227,0.0029045602960000062,0.020902948783995,0.022849319581570205,0.03456748649477959,44.919257271606774,0.6210944412536642,0.7303606055759345,True,True,numpy
0.515,1650.2608642578125,1.5623447895050049,16350.165826498436,15.998553483941624,True,14.33881950378418,1635.9222412109375,1.5623447895050049,1,7.98940804769903,0.005430233361193273,0.020283791490204966,0.023518271303842854,0.0347946435213089,44.90187659339563,0.6605487578237962,0.7299493201153289,True,True,numpy
0.52,1665.9786376953125,1.514093279838562,16346.029777678537,15.998879033419206,True,14.434273719787598,1651.5440673828125,1.514093279838562,1,7.999161919385597,0.002386305572228012,0.017462328990647483,0.017644539301945296,0.03506305068731308,43.18201782671491,0.6956642414841003,0.7297474447113894,True,True,numpy
0.525,1680.67626953125,1.5190702676773071,16346.740870656928,15.99929844026547,True,14.565519332885742,1666.110595703125,1.5190702676773071,1,8.000794228702153,0.004114892321783995,0.033736945813337124,0.03399624465824492,0.03537656366825104,42.94001763208585,0.7236843582270919,0.7301018762883145,True,True,numpy
0.53,1695.9656982421875,1.5116080045700073,16350.264888871397,15.999098098487927,True,14.678811073303223,1681.2867431640625,1.5116080045700073,1,8.011368815016452,0.0012448317857400122,0.0332899295056282,0.03519970124223758,0.035796064883470535,42.22832899344807,0.7450278975177527,0.7303249755443072,True,True,numpy
0.535,1710.89453125,1.5077033042907715,16349.212192742285,16.00066383866299,True,14.770339965820312,1696.124267578125,1.5077033042907715,1,8.013843102168083,0.00013915800540426686,0.03198809797404661,0.034855261505024854,0.036057740449905396,41.8135824785085,0.7595545151127323,0.7308841951503458,True,True,numpy
0.54,1726.5599365234375,1.4839351177215576,16357.223918523987,15.999666040565671,True,14.871469497680664,1711.6884765625,1.4839351177215576,2,8.015188458780635,0.0089766128249144,0.030136194985274995,0.034920754661518706,0.03646969422698021,40.68954097848578,0.772622934651309,0.7303667272450364,True,True,numpy
0.545,1742.1241455078125,1.4770805835723877,16351.378227074407,16.000099075411494,True,14.989544868469238,1727.134521484375,1.4770805835723877,2,8.011284204985825,0.010152214392440156,0.036568330290552425,0.03959347824416456,0.03689940646290779,40.02992798968694,0.780507828824628,0.7300199524441565,True,True,numpy
0.55,1757.8238525390625,1.4262839555740356,16359.516917658508,16.00020906612892,True,15.094741821289062,1742.729248046875,1.4262839555740356,3,8.015955035005025,0.006283074716467201,0.03147329379162499,0.03584143401146513,0.03716946765780449,38.37246120135267,0.7851945631577859,0.7293718688436845,True,True,numpy
0.555,1773.9432373046875,1.4361112117767334,16362.545644201864,15.999989142162809,True,15.307989120483398,1758.635009765625,1.4361112117767334,3,8.01241057509392,0.0110479118588405,0.04210789618245849,0.04526757837034404,0.03752213343977928,38.27370887856373,0.7880036385630411,0.7293204145788994,True,True,numpy
0.56,1789.2501220703125,1.5171858072280884,16350.914254959873,15.99933720772726,True,15.482783317565918,1773.767333984375,1.5171858072280884,1,8.010315188803125,0.011129085619398087,0.04646741987634053,0.048882315582755756,0.037847694009542465,40.086611534260534,0.788783630452023,0.7292241865553933,True,True,numpy
0.5650000000000001,1804.2449951171875,1.5812017917633057,16350.482101412204,15.999649775104567,True,15.596611022949219,1788.6483154296875,1.5812017917633057,1,8.010539855564893,0.017103861961563296,0.0438706702280819,0.048252112446919196,0.03819598630070686,41.3970666790726,0.7936986297713824,0.7291731110625033,True,True,numpy
0.5700000000000001,1820.48974609375,1.547464370727539,16353.560399051894,16.000301633320085,True,15.729270935058594,1804.7606201171875,1.547464370727539,1,8.01155631862135,0.013976144698493035,0.04647687937692331,0.04988969269627206,0.03855886682868004,40.132516798355105,0.7955867557977657,0.7289165766082174,True,True,numpy
0.5750000000000001,1836.4627685546875,1.501383900642395,16358.910581399072,16.001997373588807,True,15.888410568237305,1820.5740966796875,1.501383900642395,2,8.00197887055515,0.011076639510654435,0.04679810017084732,0.0481317987522146,0.03887446969747543,38.62133457578451,0.799568265757406,0.728666049307416,True,True,numpy
0.58,1851.939697265625,1.5880109071731567,16356.422279754877,16.00166667414076,True,16.012733459472656,1835.9271240234375,1.5880109071731567,1,8.002607775954681,0.00014240670567015697,0.0516815385545983,0.05174748498690601,0.03917078301310539,40.54069857735177,0.8040744415363013,0.727985226765614,True,True,numpy
0.585,1867.5465087890625,1.6501381397247314,16359.854505472837,16.00105820688577,True,16.108356475830078,1851.438232421875,1.6501381397247314,1,8.000222826295683,-0.00593436460347616,0.05315605502079323,0.053486750884481994,0.0395219661295414,41.75243039063551,0.8055295003903771,0.7281430629389399,True,True,numpy
0.59,1882.9375,1.677427887916565,16360.92748602397,16.00171451257159,True,16.321964263916016,1866.615478515625,1.677427887916565,1,8.005740518990814,-0.009549444622475678,0.05019437767767304,0.05141615506171683,0.039848390966653824,42.09524769319495,0.8094847354772329,0.7279237118291776,True,True,numpy
0.595,1898.5802001953125,1.7046164274215698,16350.35123715452,16.002742832251297,True,16.40200424194336,1882.17822265625,1.7046164274215698,1,7.993791567649912,-0.008980828288040367,0.05501505068150525,0.05608792838457736,0.04017801210284233,42.42659948078863,0.812137901486408,0.7282206099584154,True,True,numpy
0.6,1913.972900390625,1.8649818897247314,16348.914954605818,16.003970409424728,True,16.527175903320312,1897.4456787109375,1.8649818897247314,1,7.990195537562365,-0.008472573365152433,0.050998972228039605,0.05261945601614707,0.0405026376247406,46.04593673636522,0.8142747256117855,0.7284033691188341,True,True,numpy
0.605,1929.672119140625,1.9737204313278198,16341.241504794412,16.002506411845268,True,16.60334587097168,1913.0687255859375,1.9737204313278198,1,7.982503933315057,-0.006643706183568349,0.049104005329686645,0.052549543487222246,0.040893469005823135,48.26493030089393,0.8126560562628709,0.7280393225720477,True,True,numpy
