t,norm,peak,PR,R_rms,finite,mass_w,mass_out,peak_w,n_cells_w,com_x,com_y,com_z,d_com,median_out,contrast,y_corr_w,y_corr_out,planted,alive,backend
0.09,294.59356689453125,2.74766206741333,13574.960213078928,15.980332872583876,True,2.45339298248291,292.14019775390625,0.07725362479686737,28,7.963782967176869,0.010645841670108631,-0.02590671454441194,0.04578389749532455,0.006218594033271074,12.42300500459439,0.7844627405419502,0.8428804808275455,False,,numpy
0.095,311.1101989746094,2.8352975845336914,13717.583116491622,15.98073529869664,True,2.5939223766326904,308.5162658691406,0.0820288136601448,29,7.962012634105371,0.004167199437043718,-0.01916735949841748,0.04275269803067478,0.006560729816555977,12.503001335788193,0.7788147958186741,0.841297289333671,False,,numpy
0.1,327.1549072265625,2.892598867416382,13867.058416698555,15.983025327093387,True,2.7429146766662598,324.4119873046875,0.07787264138460159,51,7.95597657641918,0.016218331056474956,0.015730752753809685,0.049482852264549584,0.006894954480230808,11.294148729752719,0.7807233060344712,0.8380098403332024,False,,numpy
0.105,343.4721984863281,2.974576950073242,13984.119517969686,15.98603563748936,True,2.888827085494995,340.58349609375,0.08910621702671051,39,7.945638155674387,0.023058237507057103,-0.004773854585845835,0.05924257019256379,0.0072484142147004604,12.293201573110265,0.7825284892963152,0.835161869634378,False,,numpy
0.11,359.8212890625,3.1175944805145264,14036.599729339578,15.9834769272976,True,3.0515174865722656,356.7697448730469,0.08798108249902725,46,7.945109950661661,0.02449155696611166,-0.02883104161397351,0.0666632045399579,0.007570280693471432,11.62190492816226,0.7837933517866384,0.8337014420310727,False,,numpy
0.115,376.11785888671875,3.2543752193450928,14080.430133554932,15.983481164398775,True,3.1593151092529297,372.9585876464844,0.10142255574464798,21,7.944172584741394,0.026423966336302382,-0.02247983873111742,0.06572875657408958,0.00791848637163639,12.808326109891196,0.7832339216803033,0.8320496010909166,False,,numpy
0.12,392.45953369140625,3.526566982269287,13976.098181289608,15.986094338468481,True,3.322864294052124,389.1367492675781,0.10106753557920456,30,7.952224480710761,0.02968278384487935,-0.014336509751085314,0.05804397825770756,0.008277440443634987,12.209998521574548,0.7807816952678017,0.8349238024377718,False,,numpy
0.125,408.7898254394531,3.7424936294555664,13929.824069918874,15.987025199968585,True,3.4947562217712402,405.29510498046875,0.10470474511384964,37,7.961663933196848,0.019917845198902117,-0.02719387034435032,0.05104783207550019,0.008622411638498306,12.14332480327803,0.7872779598911301,0.8358328248795562,False,,numpy
0.13,425.093017578125,3.9134938716888428,13923.063791381523,15.986429943778656,True,3.5984015464782715,421.49462890625,0.1148894727230072,25,7.957121877524123,0.023519439808077386,-0.03288072711195286,0.05893080392589966,0.008966464549303055,12.813241171174576,0.7945150439228541,0.8359532945339333,False,,numpy
0.135,440.933349609375,4.111690998077393,13890.878133597203,15.989789742810732,True,3.6935641765594482,437.23968505859375,0.10752636194229126,36,7.9670415364576,0.042389373167865306,-0.050036182448568084,0.07339440599028396,0.009301149286329746,11.560545759686585,0.7935969793146644,0.8368445072921914,False,,numpy
0.14,456.977294921875,4.271633148193359,13901.90974528875,15.995570320467737,True,3.8175289630889893,453.1598205566406,0.11509822309017181,34,7.954911253958871,0.040767497244537085,-0.035195343034967,0.0702402735081077,0.009648340754210949,11.929328163491533,0.7948451617239406,0.8353545468845919,False,,numpy
0.145,473.46392822265625,4.528036117553711,13808.092233224166,15.994741848722303,True,3.95167875289917,469.51226806640625,0.10538165271282196,56,7.95948119242367,0.042692353125352515,-0.03122780911514309,0.06663022471010627,0.010002168826758862,10.535880221386966,0.7925107743077325,0.8370414263298882,False,,numpy
0.15,489.7428283691406,4.629052639007568,13881.624943779485,15.995362128776225,True,4.0783796310424805,485.6644592285156,0.11611918359994888,39,7.9684419696970625,0.03506924226698914,-0.026905340755868357,0.05431075759894432,0.010351681150496006,11.217422746293241,0.7891936622532914,0.8364284557140467,False,,numpy
0.155,505.7532958984375,4.7338738441467285,13931.640867191985,15.99444135006648,True,4.200383186340332,501.55291748046875,0.1085679680109024,66,7.954481398778886,0.02220579006338692,-0.007098515936073265,0.05114126609657524,0.010708370245993137,10.138607978326712,0.7886029801507811,0.8353565848080764,False,,numpy
0.16,522.2544555664062,4.966579437255859,13864.748070698508,15.993853558421776,True,4.333150386810303,517.9212646484375,0.11498107016086578,54,7.959999804822636,0.02071276430850948,-0.014971605683285028,0.0474677068780751,0.011059434153139591,10.396650368249134,0.7804759460161378,0.8362733618083281,False,,numpy
0.165,538.4359741210938,5.125243186950684,13872.198127194773,15.996777312828803,True,4.449364185333252,533.9866333007812,0.12381753325462341,45,7.962087067738087,0.020492590377624437,-0.015003546226765458,0.04563379331657874,0.01141003705561161,10.851632878241029,0.7827387083779392,0.8361593636088357,False,,numpy
0.17,554.6033325195312,5.221682071685791,13923.671919917915,15.997146830568148,True,4.571274757385254,550.0320434570312,0.1148553118109703,76,7.97607452167513,0.02272372672896612,-0.0086263624458075,0.034105870441508694,0.011748571880161762,9.776108363001214,0.7768758178795976,0.8340842618688291,False,,numpy
0.17500000000000002,570.2969360351562,5.313260555267334,13970.119561856754,15.994649487206678,True,4.731532573699951,565.5654907226562,0.1297062188386917,52,7.975682285552063,0.02513187107197937,-0.01552119669305081,0.03826055052314822,0.012097100727260113,10.722091331058053,0.7786102680556503,0.8328570682031349,False,,numpy
0.18,586.5339965820312,5.351917743682861,14053.14363532515,16.0005086899576,True,4.884405136108398,581.649658203125,0.12143751233816147,75,7.969975139889248,0.02493407630001867,0.002910949503214454,0.039136607065707894,0.01244155690073967,9.760636334102351,0.77438947088084,0.8303568873228325,False,,numpy
0.185,602.5047607421875,5.373974323272705,14140.219417689188,15.998262142725995,True,5.0147013664245605,597.4898681640625,0.12227635830640793,79,7.972909546918429,0.012117875223458406,0.00822346387645139,0.030795468923583466,0.012773671187460423,9.572530599225336,0.7752418813291012,0.8273681956615286,False,,numpy
0.19,618.4458618164062,5.356314659118652,14260.935138448724,15.994896162761773,True,5.1451520919799805,613.3007202148438,0.13872681558132172,58,7.9661235526899405,0.007921307013543722,0.00314461337558089,0.03493206808129077,0.013085962273180485,10.60119330052178,0.7717329715187344,0.824329400115203,False,,numpy
0.195,634.460693359375,5.293642520904541,14396.493868157077,15.996615279038645,True,5.292291641235352,629.16845703125,0.13985475897789001,56,7.96526842112792,0.015964922008829378,-0.0038242353201756703,0.038415961285377075,0.013413683511316776,10.426275441782877,0.7700896350530436,0.8201908346847521,False,,numpy
0.2,650.6057739257812,5.232145309448242,14532.465166822398,15.99669911850448,True,5.404677391052246,645.2010498046875,0.1545235812664032,47,7.95446461557453,0.02236199620506812,-0.012909048078720316,0.05234666781514895,0.01376402098685503,11.226630750852307,0.7669904511424189,0.8164620053510329,False,,numpy
