t,planted,norm,peak,PR,R_rms,mass_p,peak_p,d_p,mass_m,peak_m,d_m,peak_in_p,peak_in_m
0.20500000000000002,False,666.578125,5.283025741577148,14589.808026671062,15.997077191884584,5.557114124298096,0.13644146919250488,0.05385032328403782,5.308220863342285,0.16260984539985657,0.02129049874557254,False,False
0.21,False,682.32080078125,5.285323143005371,14666.988235454324,15.998054115293067,5.699707984924316,0.1536586433649063,0.05797980174526151,5.418291091918945,0.18090006709098816,0.020633677708409952,False,False
0.215,False,698.3899536132812,5.216939926147461,14771.043098104961,15.995589379932149,5.807239055633545,0.1571156233549118,0.053622598783811926,5.514400482177734,0.17817236483097076,0.026643489202449116,False,False
0.22,False,714.7141723632812,5.065786838531494,14943.819358401526,15.997566089191041,5.94886589050293,0.15614642202854156,0.058059526078401466,5.683047771453857,0.17658546566963196,0.026536175996512066,False,False
0.225,False,730.6513061523438,5.042765140533447,15015.73595841944,15.99514708856922,6.077829360961914,0.1628514528274536,0.05391842466912009,5.810699462890625,0.1890260875225067,0.038527125791343285,False,False
0.23,False,746.1319580078125,4.879521369934082,15151.11001657056,15.99872633789119,6.151551246643066,0.16830883920192719,0.060136307775922694,5.907187461853027,0.19742068648338318,0.037396392300361805,False,False
0.23500000000000001,False,762.00537109375,4.811132907867432,15242.054386881875,15.996364429635282,6.283251762390137,0.16786593198776245,0.06550757143515261,6.064700603485107,0.19498120248317719,0.04096311330535844,False,False
0.24,False,777.994384765625,4.767447471618652,15308.012413590244,15.994326378109154,6.418907165527344,0.1673157960176468,0.06724697303165736,6.206025123596191,0.2131810337305069,0.02839123140907192,False,False
0.245,False,794.2623901367188,4.646158218383789,15408.130407007819,15.994047519985482,6.479949951171875,0.15898443758487701,0.06199467951452311,6.333992004394531,0.2088855504989624,0.043849974903412074,False,False
0.25,False,810.108642578125,4.380076885223389,15567.10228980586,15.995597247924783,6.542510986328125,0.16385987401008606,0.06244547721615703,6.432934284210205,0.18857966363430023,0.05012514819435535,False,False
0.255,False,826.144287109375,4.225497722625732,15664.287257009177,15.997317495163257,6.688266754150391,0.18609097599983215,0.06399170525315002,6.500889778137207,0.18612612783908844,0.06888400412343194,False,False
0.26,False,842.2529296875,4.02421236038208,15759.224468952743,15.996074936514454,6.736045837402344,0.2093365639448166,0.06329002565155366,6.625818729400635,0.2001294642686844,0.07616684608457629,False,False
0.265,False,857.8863525390625,3.987492799758911,15801.847156454553,15.994070943381614,6.81815767288208,0.2460460066795349,0.06876673124805875,6.778855800628662,0.20397640764713287,0.07921037989157785,False,False
0.27,False,873.645263671875,3.7834267616271973,15893.547323913213,15.992739227061932,6.945436954498291,0.23196808993816376,0.0670904992259245,6.883268356323242,0.19129225611686707,0.09068357847382011,False,False
0.275,False,890.0235595703125,3.716360330581665,15926.93413974865,15.993549132571175,7.1324663162231445,0.22992093861103058,0.07003693420536376,7.034722328186035,0.19465234875679016,0.10073025405480436,False,False
0.28,False,905.611572265625,3.5488598346710205,15976.281100996428,15.992992210454815,7.261634826660156,0.22894728183746338,0.08311208119172149,7.123334884643555,0.23851075768470764,0.09958595170100816,False,False
0.28500000000000003,False,922.0358276367188,3.446451187133789,16020.332082552384,15.992031556484713,7.438060283660889,0.21064750850200653,0.08699562522181034,7.279067039489746,0.22229528427124023,0.0982457672059039,False,False
0.29,False,937.65185546875,3.2109479904174805,16079.939840111012,15.990906767036117,7.545800685882568,0.2372841238975525,0.08946402686658482,7.407531261444092,0.22233699262142181,0.08352348380815794,False,False
0.295,False,954.3057861328125,3.129636526107788,16110.111311488221,15.992276930860555,7.725676536560059,0.2588860094547272,0.08215720115136185,7.549072265625,0.23683735728263855,0.0742639491223518,False,False
0.3,False,969.8719482421875,2.9207379817962646,16165.606718454233,15.990635635723422,7.82114315032959,0.25605690479278564,0.08198224802802481,7.662558555603027,0.22856681048870087,0.0895002767545471,False,False
0.305,False,986.0667724609375,2.8670191764831543,16182.865091809517,15.991085401901397,7.964776039123535,0.2522801160812378,0.08256725432143927,7.778813362121582,0.2322600781917572,0.08577052148145621,False,False
0.31,False,1002.329345703125,2.758382558822632,16201.844571328582,15.99257260296492,8.13146686553955,0.2704576253890991,0.08341882792501466,7.910284519195557,0.2437397986650467,0.08923459051258611,False,False
0.315,False,1018.5087280273438,2.600346803665161,16238.676002300313,15.994168270808776,8.271808624267578,0.26191458106040955,0.07190487763335082,7.973935604095459,0.2422664910554886,0.09044370048299608,False,False
0.32,False,1034.4686279296875,2.450223684310913,16269.619985016214,15.992710080930335,8.376927375793457,0.281210333108902,0.06364150466321877,8.09296989440918,0.22785070538520813,0.08625126750577446,False,False
0.325,False,1050.022705078125,2.249216079711914,16302.50844805763,15.993516938627973,8.501338958740234,0.26155146956443787,0.05242916923686667,8.168282508850098,0.22160859405994415,0.09283731769235853,False,False
0.33,False,1066.43505859375,2.1691083908081055,16303.375896414798,15.994016965365727,8.59593391418457,0.2640327215194702,0.050755668563202475,8.280653953552246,0.21744875609874725,0.08981511682808474,False,False
0.335,False,1081.972900390625,2.0608763694763184,16306.965273767471,15.993273426667981,8.684271812438965,0.2359682023525238,0.055756558849520875,8.484777450561523,0.21729880571365356,0.08799291266102417,False,False
0.34,False,1098.3094482421875,1.9723738431930542,16326.972495514312,15.993261494554602,8.821744918823242,0.2277805209159851,0.039721645033514226,8.677529335021973,0.23982791602611542,0.0812466553113953,False,False
0.34500000000000003,False,1114.98193359375,1.7889719009399414,16347.422156836019,15.994175485248945,8.96016788482666,0.24180307984352112,0.03870083987802634,8.732904434204102,0.24348832666873932,0.07083876463135291,False,False
0.35000000000000003,False,1130.452880859375,1.6287617683410645,16361.828793456189,15.995823865119322,9.111658096313477,0.259397953748703,0.026632246795640777,8.846288681030273,0.2361915111541748,0.06133111351689805,False,False
0.355,False,1146.14453125,1.4722909927368164,16370.921387194423,15.994870441074964,9.238314628601074,0.25886037945747375,0.026183758188015868,8.977725982666016,0.2504832148551941,0.05716021396447692,False,False
0.36,False,1161.8089599609375,1.3395899534225464,16360.851232188654,15.99557502626623,9.427330017089844,0.2802296280860901,0.03141166007574061,9.122489929199219,0.26246345043182373,0.06416662112782262,False,False
0.365,False,1177.763427734375,1.1930196285247803,16358.55270605416,15.994555256558806,9.530660629272461,0.29367154836654663,0.019600179280878417,9.23823356628418,0.28504127264022827,0.06963176111017359,False,False
0.37,False,1194.029541015625,1.1240062713623047,16346.230770206279,15.993792992760428,9.64567756652832,0.3089425563812256,0.025633977016036417,9.365187644958496,0.3197925090789795,0.0639063346834438,False,False
0.375,False,1210.3082275390625,1.0073904991149902,16355.330564777025,15.995165319845043,9.780303955078125,0.2613106369972229,0.02391928851795454,9.431990623474121,0.31789931654930115,0.05594158612699367,False,False
0.38,False,1225.862548828125,0.8530749678611755,16364.761407615235,15.996866355993813,9.978546142578125,0.26783671975135803,0.02971108838824679,9.567893981933594,0.3174460530281067,0.049476512124494304,False,False
0.385,False,1241.935791015625,0.7998660802841187,16365.35914230328,15.999540390495604,10.071992874145508,0.2405185103416443,0.03430134935005967,9.653948783874512,0.30527251958847046,0.043738217908902935,False,False
0.39,False,1257.116455078125,0.7280429601669312,16367.292211343742,16.00071941650045,10.149197578430176,0.2507971227169037,0.03903084221197856,9.780290603637695,0.30886736512184143,0.039337821707160714,False,False
0.395,False,1272.187744140625,0.6434497237205505,16364.302780516457,16.00215465870035,10.31633472442627,0.2611497938632965,0.03481314771583179,9.8505859375,0.33396634459495544,0.047102814539343174,False,False
0.4,False,1288.0516357421875,0.5713802576065063,16379.461217525817,16.00140447509686,10.517589569091797,0.2653445899486542,0.030404194898356527,9.98087215423584,0.3293299973011017,0.05043949030442713,False,False
0.405,False,1302.873046875,0.5177940130233765,16389.898762005396,16.00295294401717,10.642557144165039,0.3012275695800781,0.03156410386894959,10.12609577178955,0.34059011936187744,0.04789936877074961,False,False
0.41000000000000003,False,1319.1324462890625,0.5098376274108887,16389.39012699618,16.00145389273132,10.806259155273438,0.33044248819351196,0.035220718459389164,10.26412296295166,0.3532900810241699,0.04596147521146766,False,False
0.41500000000000004,False,1335.088134765625,0.4856375455856323,16392.741021021062,16.003670712436804,10.890544891357422,0.3361471891403198,0.027617124890076988,10.383535385131836,0.3290330171585083,0.0406973278875103,False,False
0.42,False,1350.8956298828125,0.5224132537841797,16390.019695764022,16.00316768169953,11.00674057006836,0.343406081199646,0.03217321940016476,10.451780319213867,0.3549014925956726,0.045438016981566604,False,False
0.425,False,1366.3756103515625,0.551716685295105,16395.88698636109,16.004026609889934,11.059097290039062,0.3375043272972107,0.03397815700884678,10.591967582702637,0.3643997609615326,0.043777207586434386,False,False
0.43,False,1382.922119140625,0.536404550075531,16403.241053991253,16.00354794717645,11.116963386535645,0.347939133644104,0.03535764284608667,10.727954864501953,0.3665028512477875,0.05529329617027861,False,False
0.435,False,1398.540283203125,0.5075161457061768,16405.2260125405,16.0033517183596,11.248292922973633,0.3421992361545563,0.03635845752035329,10.878860473632812,0.37602725625038147,0.06087464333914677,False,False
0.44,False,1413.81884765625,0.49590012431144714,16396.064883510953,16.002640722631792,11.360014915466309,0.3528510630130768,0.03925429381403873,11.04827880859375,0.3996126353740692,0.06658670077213183,False,False
0.445,False,1429.1136474609375,0.49393728375434875,16393.731070010937,16.003004817432505,11.449567794799805,0.3554244935512543,0.03848124607512631,11.149121284484863,0.40532439947128296,0.0628058414766655,False,False
0.45,False,1445.0919189453125,0.5058483481407166,16400.584071850946,16.00156865765395,11.644107818603516,0.3502129018306732,0.0360837225934607,11.22649097442627,0.40941208600997925,0.0632350315879169,False,False
0.455,False,1461.3995361328125,0.5335826873779297,16395.262671359804,16.00169117196085,11.771893501281738,0.3558364808559418,0.03882448101911603,11.366174697875977,0.4080318212509155,0.05758199048564884,False,False
0.46,False,1476.9947509765625,0.5339258313179016,16398.368643656693,16.002455697543883,11.923622131347656,0.3795291483402252,0.03570462111156007,11.447782516479492,0.37224671244621277,0.06055599060940647,False,False
0.465,False,1492.0728759765625,0.5906392931938171,16391.436082749417,16.002232515638525,11.985040664672852,0.36445310711860657,0.03646246958985609,11.583776473999023,0.3689520061016083,0.06593435623562219,False,False
0.47000000000000003,False,1508.15478515625,0.5923704504966736,16388.54907375421,16.005691331959042,12.130285263061523,0.34927961230278015,0.03677739602460563,11.66263198852539,0.3725508451461792,0.07265014758978595,False,False
0.47500000000000003,False,1523.2203369140625,0.5969859957695007,16394.05953588725,16.006729830978273,12.227280616760254,0.3596665859222412,0.03483017148624427,11.864978790283203,0.37312400341033936,0.07562640382944429,False,False
0.48,False,1539.1541748046875,0.5998057723045349,16404.67258391867,16.007393241494544,12.362861633300781,0.394747793674469,0.04526440010238406,12.012334823608398,0.3455859422683716,0.07548268351928174,False,False
0.485,False,1555.137451171875,0.5548908114433289,16413.17402818277,16.006098029342446,12.489862442016602,0.40383899211883545,0.042901005789784605,12.148820877075195,0.3211996853351593,0.08006912578908329,False,False
0.49,False,1570.0587158203125,0.5858598947525024,16405.31533970446,16.00512003141504,12.586461067199707,0.4109138250350952,0.03979919439290143,12.22629165649414,0.31110578775405884,0.07251259055818834,False,False
0.495,False,1585.8631591796875,0.5784667134284973,16410.009832551,16.004442901024078,12.715960502624512,0.4283628463745117,0.03842512559822937,12.355204582214355,0.34696170687675476,0.07449723992009707,False,False
0.5,True,1603.5233154296875,1.6038745641708374,16289.583689564437,15.996129402652647,13.799631118774414,1.6038745641708374,0.03117291344474491,13.54509162902832,1.5466663837432861,0.0649527363229129,True,False
0.505,True,1619.8419189453125,1.544407844543457,16289.932127558872,15.995064022029629,14.033201217651367,1.544407844543457,0.03269899391314409,13.581626892089844,1.531958818435669,0.05707403497679728,True,False
0.51,True,1635.8145751953125,1.5527446269989014,16291.403191418136,15.995405777150076,14.187747955322266,1.5527446269989014,0.022849278289940014,13.703390121459961,1.5334136486053467,0.059477001711825024,True,False
0.515,True,1651.3389892578125,1.6557708978652954,16287.180177155733,15.994654049075764,14.33881664276123,1.5623412132263184,0.023518458291659654,13.817596435546875,1.6557708978652954,0.058380795511806007,False,True
0.52,True,1667.039794921875,1.787305474281311,16284.140603368374,15.995076250603258,14.434269905090332,1.514082431793213,0.017644663990787474,13.908495903015137,1.787305474281311,0.05626610032881391,False,True
0.525,True,1681.7303466796875,1.7166614532470703,16289.55867310235,15.995554631425337,14.565515518188477,1.5190467834472656,0.03399632048304955,13.983987808227539,1.7166614532470703,0.04735141788007778,False,True
0.53,True,1697.009033203125,1.8774827718734741,16290.031034291926,15.99542812090159,14.67880630493164,1.5115642547607422,0.035199448650861186,14.14315414428711,1.8774827718734741,0.048828542693563036,False,True
0.535,True,1711.9185791015625,1.9265327453613281,16289.919119923856,15.997094847854335,14.770333290100098,1.5076298713684082,0.03485489976523829,14.26826286315918,1.9265327453613281,0.05168261873075193,False,True
0.54,True,1727.570556640625,2.0144271850585938,16297.912554564266,15.996174985184023,14.871461868286133,1.483823299407959,0.03492005657133037,14.407453536987305,2.0144271850585938,0.04087380988375952,False,True
0.545,True,1743.140625,2.141354560852051,16289.584826272068,15.996618796429775,14.98953628540039,1.4769227504730225,0.03959294341119855,14.57101821899414,2.141354560852051,0.04418048794464311,False,True
0.55,True,1758.849365234375,2.275705337524414,16293.454392887423,15.996731600993616,15.094734191894531,1.4260761737823486,0.035839879605187246,14.683701515197754,2.275705337524414,0.029081853888804684,False,True
0.555,True,1774.9671630859375,2.371919631958008,16294.162179555091,15.996550147661829,15.3079833984375,1.4358446598052979,0.0452661081131967,14.829604148864746,2.371919631958008,0.036615879564498535,False,True
0.56,True,1790.2637939453125,2.4942948818206787,16279.059687836461,15.99596227102863,15.482784271240234,1.5168498754501343,0.048880475749604774,14.92810344696045,2.4942948818206787,0.03902187670992659,False,True
0.5650000000000001,True,1805.269287109375,2.6250662803649902,16274.06234236034,15.996265736320895,15.59661865234375,1.5807952880859375,0.048249811430002815,14.99237060546875,2.6250662803649902,0.04119665233904216,False,True
0.5700000000000001,True,1821.494384765625,2.7907540798187256,16271.158420632048,15.997012824245202,15.729289054870605,1.5470012426376343,0.04988678814428583,15.106731414794922,2.7907540798187256,0.04334688670860404,False,True
0.5750000000000001,True,1837.4700927734375,2.927703619003296,16271.202377342055,15.998726692186313,15.888444900512695,1.500876545906067,0.048130763258149654,15.198419570922852,2.927703619003296,0.03821261453516292,False,True
0.58,True,1852.97412109375,3.0869505405426025,16261.56907852345,15.998333489115874,16.01278305053711,1.587448000907898,0.05174553083224531,15.369653701782227,3.0869505405426025,0.04305029389722242,False,True
0.585,True,1868.570068359375,3.159722089767456,16263.390535448923,15.997788142934422,16.10841178894043,1.6495271921157837,0.05348547331463612,15.477824211120605,3.159722089767456,0.04587648892766362,False,True
0.59,True,1883.9578857421875,3.2850120067596436,16259.23861804084,15.998479353107477,16.32201385498047,1.6767840385437012,0.05141113257449036,15.569780349731445,3.2850120067596436,0.0467420994006657,False,True
0.595,True,1899.6004638671875,3.3857874870300293,16244.713532908117,15.999532619537648,16.402074813842773,1.7039477825164795,0.0560902080190801,15.712364196777344,3.3857874870300293,0.04744912311371806,False,True
0.6,True,1915.0115966796875,3.5656583309173584,16233.64142243105,16.000729011375448,16.527259826660156,1.8642737865447998,0.052624671274731576,15.923027992248535,3.5656583309173584,0.04693104279785696,False,True
0.605,True,1930.7239990234375,3.7024660110473633,16219.456346992498,15.999251072043013,16.60345458984375,1.972991943359375,0.052562519418095636,16.112545013427734,3.7024660110473633,0.038567487511154006,False,True
0.61,True,1945.2283935546875,3.7678849697113037,16214.39629350715,15.99899640713814,16.765369415283203,2.004075527191162,0.04602508759316563,16.169153213500977,3.7678849697113037,0.046041424403216166,False,True
0.615,True,1960.8062744140625,3.763442039489746,16211.856898269858,15.99874944315616,16.98479461669922,2.0258078575134277,0.0414477514107834,16.228492736816406,3.763442039489746,0.05139609665721354,False,True
0.62,True,1975.98779296875,3.879733085632324,16208.617561888845,15.998056819942727,17.16054344177246,2.0930442810058594,0.05306933865488002,16.362957000732422,3.879733085632324,0.049963631254870175,False,True
0.625,True,1991.607666015625,4.003480911254883,16196.305614150506,15.997526319085921,17.242462158203125,2.18306040763855,0.05987116196651502,16.581703186035156,4.003480911254883,0.03574009318902911,False,True
0.63,True,2005.9727783203125,4.04541540145874,16186.002598514877,15.998003219561513,17.400598526000977,2.217212200164795,0.0666652230507801,16.73472785949707,4.04541540145874,0.0351463084313804,False,True
0.635,True,2021.120361328125,4.210348129272461,16177.960081812043,15.998885570561091,17.523235321044922,2.2898075580596924,0.07001843265385056,16.85320281982422,4.210348129272461,0.028347647341813848,False,True
0.64,True,2036.193359375,4.292576313018799,16179.937845595105,15.997532245145365,17.633209228515625,2.390080690383911,0.07123758406714704,16.999652862548828,4.292576313018799,0.03001537687923981,False,True
0.645,True,2052.4833984375,4.467090129852295,16169.785721886563,15.995982206345982,17.793325424194336,2.480074644088745,0.07548750602579372,17.187549591064453,4.467090129852295,0.030433212840669105,False,True
0.65,True,2068.0791015625,4.67075777053833,16169.026129291542,15.995636864413449,17.936965942382812,2.5120041370391846,0.07843798495359401,17.308753967285156,4.67075777053833,0.023251911396101742,False,True
0.655,True,2083.741943359375,4.794343948364258,16165.842011133198,15.995920308160125,18.037885665893555,2.4974610805511475,0.07794329763757984,17.456439971923828,4.794343948364258,0.016917038147033665,False,True
0.66,True,2099.561767578125,4.941614627838135,16159.599806663908,15.995990292843505,18.22159194946289,2.5395519733428955,0.07915798394183259,17.640087127685547,4.941614627838135,0.013900781624012426,False,True
0.665,True,2114.072021484375,5.022737979888916,16162.836497912209,15.997444548919193,18.379032135009766,2.5234103202819824,0.07505060060186867,17.73426628112793,5.022737979888916,0.010860664956095441,False,True
0.67,True,2129.27197265625,5.0725836753845215,16167.888916076363,15.995528769274928,18.48197364807129,2.564594268798828,0.07006425139995676,17.841590881347656,5.0725836753845215,0.013069964660826971,False,True
0.675,True,2144.788330078125,5.246903419494629,16159.10948905699,15.995465715228342,18.581031799316406,2.6132161617279053,0.07650475864601305,17.9237003326416,5.246903419494629,0.011888444858698187,False,True
0.68,True,2160.388916015625,5.243124961853027,16160.499442852404,15.9954736203769,18.732349395751953,2.6674864292144775,0.08044466745693901,18.07036781311035,5.243124961853027,0.0018515051794436178,False,True
0.685,True,2175.557373046875,5.312203407287598,16152.934530810966,15.997933245411385,18.849733352661133,2.729844808578491,0.07585586844626964,18.149398803710938,5.312203407287598,0.00671014862559833,False,True
