t,norm,peak,PR,R_rms,r50,r80,r90,Vmem_peak,Vmem_mean,k_star,k_star_L,crystallinity,M1,M2,M3,finite,peak_n_cells_half,peak_r_cells,peak_width_phys,artifact_1_2_cells,seed,N,dx,backend
0.0,0.9999999403953552,1.436251163482666,1.887306822655949,0.6117469882808411,0.5,0.7071067811865476,0.8660254037844386,0.0,0.0,0.2945243112740431,9.42477796076938,0.9988205432891846,0.0,0.0,0.0,True,1,0.6203504908994001,0.31017524544970004,True,23,64,0.5,mlx
0.1,326.3547668457031,2.417374610900879,14412.51146927224,15.960166846001734,15.724185193516387,19.20286436967152,20.868636754709208,3.333291973080486,0.01115228839830131,0.6872233929727672,21.991148575128552,0.9999729990959167,0.12985915617464255,0.0005973649380623539,6.1662705270097765e-06,True,1,0.6203504908994001,0.31017524544970004,True,23,64,0.5,mlx
0.2,646.6143188476562,4.793304920196533,14757.380267437897,15.990538275509232,15.732132722552274,19.222382786741086,20.868636754709208,8.406545392237604,0.03463248316771354,0.4908738521234052,15.707963267948966,0.9999865889549255,0.2696820186843257,0.0018878135197194826,2.0010188643649553e-05,True,1,0.6203504908994001,0.31017524544970004,True,23,64,0.5,mlx
0.3,967.1767578125,4.16108512878418,15839.243524348958,16.000515920135122,15.75595125658873,19.222382786741086,20.886598574205422,12.555206765607,0.062756028914346,10.701049976290232,342.4335992412874,0.9999872446060181,0.391958465920424,0.0039903167729624135,4.348492633044662e-05,True,1,0.6203504908994001,0.31017524544970004,True,23,64,0.5,mlx
0.4,1282.5828857421875,1.8981140851974487,16335.96446147957,15.993941954867992,15.748015748023622,19.222382786741086,20.886598574205422,10.699993062019349,0.09272049021766893,10.112001353742146,323.5840433197487,0.9999819993972778,0.4598372903453392,0.006452757752040178,7.236033008690417e-05,True,1,0.6203504908994001,0.31017524544970004,True,23,64,0.5,mlx
0.5,1595.180908203125,0.7910495400428772,16339.80422427056,15.9907656765531,15.732132722552274,19.222382786741086,20.886598574205422,5.6992837600409985,0.12327120939182049,10.701049976290232,342.4335992412874,0.9999759197235107,0.5017302670533305,0.009104737018808363,0.00010498678950866255,True,80,2.6730092351439514,1.3365046175719757,False,23,64,0.5,mlx
0.6,1902.20751953125,0.867834210395813,16338.208760868669,15.99951090962066,15.75595125658873,19.241881404893856,20.89258241577618,2.5574316434562205,0.15410202337039075,1.2762720155208536,40.840704496667314,0.9999687671661377,0.539856480635882,0.012206750173055392,0.00014462809979634342,True,158,3.3536893048878023,1.6768446524439011,False,23,64,0.5,mlx
0.7000000000000001,2207.525390625,0.759331226348877,16429.441024131684,16.003109699287243,15.732132722552274,19.241881404893856,20.89258241577618,1.8850848671048879,0.18503414451506325,10.701049976290232,342.4335992412874,0.9999613165855408,0.5698846016927006,0.01575034396484138,0.00019175754053209928,True,905,6.000489175369121,3.0002445876845605,False,23,64,0.5,mlx
0.8,2511.95361328125,0.8882516622543335,16425.706407977756,16.0021934828771,15.732132722552274,19.235384061671343,20.89258241577618,1.8985772818792612,0.21614652374357374,10.30835089459151,329.8672286269283,0.9999722242355347,0.5899251170520232,0.019497225493472676,0.0002439416317691449,True,766,5.6760566345516175,2.8380283172758087,False,23,64,0.5,mlx
0.9,2812.097412109375,0.9882851243019104,16381.435145897176,16.003810785357942,15.75595125658873,19.235384061671343,20.89258241577618,2.2982580211944876,0.24717972532046573,10.30835089459151,329.8672286269283,0.9999748468399048,0.605782304754126,0.02348452832359564,0.00030194614928016737,True,833,5.8369431580155995,2.9184715790077997,False,23,64,0.5,mlx
