grid,L,dt,relax_T,probe_T,background_kstarL,phase_kick_epsilon,phase_kick_width,density_front_speed,phase_front_speed,density_lowk_spectral_slope,phase_lowk_spectral_slope,speed_ratio_phase_over_density
36^3,32.0,0.0025,12.0,1.8,9.42477796076938,0.07,1.3,4.008762940087632e-16,4.008762940087632e-16,1.04550289442665e-15,6.58075199796773e-17,0.06294341252471224
