run,run_id,question,leitura,theta_core_unchanged,terms_isolated,kT_retuned,solver,backend,fp,N,L,dx,dt,T,n_steps,n_records,record_every,record_every_early,early_t,seed,hbar,m,Lambda,alpha,sigma,Gamma,nu,lam,fdt_couple,kT,D,bc,step_mode,V_ext,init_sigma,sep_ic,c1,c2,phases,y0,f_FDT,f_FDT_formula,noise_amp,noise_amp_formula,memory_update,max_nu_dt,iso_frac,has_marching_cubes,wall_s,started_america_sao_paulo,finished_america_sao_paulo,blew_up,blow_t,finite_final,peak_finite_all_t,peak_initial,peak_final,peak_max,t_peak,norm_initial,norm_final,PR_initial,PR_final,R_rms_initial,R_rms_final,pair_sep_initial,pair_sep_final,pair_sep_last_two_blobs,dsep_while_two_blobs,v_sep_while_two_blobs,n_det_initial,n_det_final,n_det_t0.1,two_blobs_t0,two_blobs_t0.1,two_blobs_final,t_last_two_blobs,t_two_lost,n_records_two_blobs,pair_orbit_readable,filled_early,bath_ate_pair_before_orbit,Vmem_peak_max,t_Vmem_peak,Vmem_peak_final,k_star_final,k_star_L_final,peak_n_cells_half_final,peak_width_phys_final,verdict_pair_distance,verdict_finite_peak,note_pair,note_peak,snap_t,out,norm_late_mean,norm_late_std,norm_late_n,peak_late_mean,peak_late_std,peak_late_n,PR_late_mean,PR_late_std,PR_late_n,R_rms_late_mean,R_rms_late_std,R_rms_late_n,pair_sep_late_mean,pair_sep_late_std,pair_sep_late_n,n_det_late_mean,n_det_late_std,n_det_late_n,iso_used
triad_dois_atomos,30,"I0 dois átomos — par / pico finito (environment, não scan)",gravidade emergente / singularidade finita (não interferência),True,False,False,standalone 3D Strang spec §3+§5 (não triad-lang),numpy,fp64,64,32.0,0.5,0.0025,8.0,3200,117,40,4,0.4,0,1.0,1.0,-10.0,0.15,1.5,0.05,"[10.0, 0.5, 0.05]","[3.0, 1.0, 0.3]",True,1.0,3,periodic,strang,0.0,1.0,6.0,"[-3.0, 0.0, 0.0]","[3.0, 0.0, 0.0]","[0.0, 0.0]",0.0,0.0125,2*Gamma*(dx**3)*kT/hbar,0.015811388300841896,sqrt(f_FDT*dt/dx**3)=sqrt(2*Gamma*kT*dt/hbar),euler,0.025,0.3,True,55.33586474999902,2026-08-21 12:16:08 BRT,2026-08-21 12:17:03 BRT,False,,True,True,0.08978248375896042,4.187884750397241,4.7703623151838235,6.8,1.0000000000000002,18033.373158696806,31.506820272756144,19579.9305252358,3.2401989829046185,15.955964574156999,6.0,nan,6.020797289396148,0.02079728939614789,2.079728939614789,2,0,0,True,False,False,0.01,0.02,2,False,True,True,7.556006193205772,5.7,6.829865870894554,10.701049976290232,342.4335992412874,1706,3.7062394702855714,INCONCLUSIVE,SUPPORTED,Os dois átomos não permaneceram dois blobs tempo bastante para ler atração/órbita. Com este banho (kT=1) as sementes viram universo antes de um par ser lido. kT não foi retocado.,peak ρ permaneceu finito em todo o T (anti-colapso / singularidade não foi a infinito neste run).,"{'ic': 0.0, 'early': 0.1, 'mid': 4.0, 'late': 8.0}",/Users/leo/Documents/Triad/T/Artefatos/triad_dois_atomos,16771.13106741335,782.8714671049238,17,3.8869353117515253,0.34273953187279466,17,19197.38220289593,201.20615155786052,17,15.982179983082965,0.022185659928890555,17,nan,nan,0,0.0,0.0,17,"{'ic': {'method': 'marching_cubes', 'level': 0.026934745127688123, 'peak': 0.08978248375896042, 't': 0.0}, 'mid': {'method': 'marching_cubes', 'level': 0.9307290660592511, 'peak': 3.102430220197504, 't': 4.0}, 'late': {'method': 'marching_cubes', 'level': 1.2563654251191723, 'peak': 4.187884750397241, 't': 8.0}, 'early': {'method': 'marching_cubes', 'level': 0.0605877073600996, 'peak': 0.20195902453366535, 't': 0.1}}"
