t,norm,peak,PR,R_rms,finite,seed,member,backend
0.0,0.9999999403953552,1.436251163482666,1.8873066103485516,3.0617372438231247,True,1,B,mlx
0.02,66.44524383544922,1.4828275442123413,5368.3638259270665,15.894566109854559,True,1,B,mlx
0.04,131.86904907226562,1.646196961402893,10636.123801891077,15.954991955160025,True,1,B,mlx
0.06,197.419677734375,2.0116991996765137,12584.131248907353,15.978258421993852,True,1,B,mlx
0.08,262.69036865234375,2.419149875640869,13499.771621675169,15.974514170729826,True,1,B,mlx
0.1,327.68145751953125,2.880178928375244,13970.389250561439,15.98138616493861,True,1,B,mlx
0.12,392.6236877441406,3.3804101943969727,14166.912768323773,15.983198080146265,True,1,B,mlx
0.14,457.8947448730469,4.029844284057617,14136.87226836459,15.991902740740361,True,1,B,mlx
0.16,522.801025390625,4.611913204193115,14114.953397537463,15.986868966561948,True,1,B,mlx
0.18,587.0740356445312,5.236849784851074,14104.560172472173,15.984812252898308,True,1,B,mlx
0.2,651.7672119140625,5.266844749450684,14479.496167551912,15.986301666050037,True,1,B,mlx
0.22,715.6400146484375,5.120915412902832,14855.416482286659,15.988899399524582,True,1,B,mlx
0.24,779.942626953125,4.500321388244629,15353.141930115875,15.99308603508502,True,1,B,mlx
0.26,843.48291015625,3.922414541244507,15677.104070216634,16.000295058977105,True,1,B,mlx
0.28,907.780517578125,3.637955665588379,15851.957432511173,16.00382070911584,True,1,B,mlx
0.3,970.9754028320312,3.3514888286590576,15978.019438525209,16.00332245206001,True,1,B,mlx
0.32,1034.12109375,3.0085463523864746,16102.337815483233,15.999867038144952,True,1,B,mlx
0.34,1097.451171875,2.80717134475708,16165.874279328636,15.999838564958493,True,1,B,mlx
0.36,1160.355224609375,2.571791172027588,16233.858470368941,15.999660029092647,True,1,B,mlx
0.38,1223.188720703125,2.2513394355773926,16277.46496264652,16.00412820812207,True,1,B,mlx
0.4,1288.3319091796875,1.7772568464279175,16345.715701670752,16.00702546794668,True,1,B,mlx
0.42,1351.544189453125,1.3384486436843872,16375.471893269654,16.006077928930825,True,1,B,mlx
0.44,1414.1053466796875,0.9559752345085144,16420.28046818262,16.002733043426314,True,1,B,mlx
0.46,1477.1014404296875,0.6788756251335144,16424.695456153448,16.001122686650568,True,1,B,mlx
0.48,1540.2813720703125,0.6041098833084106,16434.57525001165,16.001146298869646,True,1,B,mlx
0.5,1602.4207763671875,0.7103977799415588,16416.91432176165,15.999674167253072,True,1,B,mlx
0.52,1664.571533203125,0.7042471766471863,16403.0542598951,16.00020779778569,True,1,B,mlx
0.54,1726.5501708984375,0.6683499813079834,16398.22268784158,16.00141748314461,True,1,B,mlx
0.56,1787.2901611328125,0.6556165218353271,16378.027548574582,16.000851204987335,True,1,B,mlx
0.58,1848.307373046875,0.7172068953514099,16367.719170275002,15.999866872941368,True,1,B,mlx
0.6,1911.458740234375,0.687707245349884,16384.22989121596,16.000948022282724,True,1,B,mlx
0.62,1973.2587890625,0.7329328656196594,16388.438288110654,15.999884906779847,True,1,B,mlx
0.64,2035.35205078125,0.7647725343704224,16377.854222154127,15.999851812488004,True,1,B,mlx
0.66,2096.783935546875,0.8492609262466431,16388.001004422473,16.000691094105104,True,1,B,mlx
0.68,2157.94482421875,0.8533779978752136,16397.871804751605,16.001306966302543,True,1,B,mlx
0.7000000000000001,2218.31201171875,0.830354630947113,16380.34899253534,16.000694548300917,True,1,B,mlx
0.72,2279.527587890625,0.9059574007987976,16371.643157772927,15.999877659105278,True,1,B,mlx
0.74,2340.807373046875,0.9995028376579285,16331.765684816519,16.00173176185134,True,1,B,mlx
0.76,2401.7724609375,0.8848612904548645,16338.872265286302,16.00191118405489,True,1,B,mlx
0.78,2462.010986328125,0.926994800567627,16348.875050061979,16.007001211425365,True,1,B,mlx
0.8,2524.1640625,1.0396124124526978,16377.985474314626,16.009992317466303,True,1,B,mlx
0.8200000000000001,2585.2109375,1.0566058158874512,16413.960489072557,16.010124518677394,True,1,B,mlx
0.84,2645.62646484375,1.0120460987091064,16432.252914767003,16.0118477423065,True,1,B,mlx
0.86,2706.65185546875,0.9977998733520508,16413.415391680028,16.009223563356993,True,1,B,mlx
0.88,2767.423828125,0.9963160157203674,16414.214492658288,16.00752232632576,True,1,B,mlx
0.9,2826.05029296875,1.0512653589248657,16428.77433784746,16.007152959492984,True,1,B,mlx
0.92,2886.011962890625,1.1198599338531494,16428.368576218636,16.006991117586473,True,1,B,mlx
0.9400000000000001,2945.3935546875,1.1000529527664185,16430.186774460606,16.00691888694662,True,1,B,mlx
0.96,3003.47119140625,1.077306866645813,16429.958072151854,16.007421034048384,True,1,B,mlx
0.98,3064.140380859375,1.1694252490997314,16419.58544821984,16.00638952276473,True,1,B,mlx
1.0,3125.8779296875,1.102975845336914,16426.443030115603,16.008874818357963,True,1,B,mlx
1.02,3186.50244140625,1.2085216045379639,16457.924050111607,16.01111282712143,True,1,B,mlx
