t,norm,peak,PR,R_rms,finite,seed,member,backend
5.68,14163.4736328125,3.1608355045318604,18669.918096576952,16.017647019401384,True,0,B,mlx
5.7,14204.7978515625,3.5168020725250244,18692.300406429375,16.01900972895325,True,0,B,mlx
5.72,14241.4775390625,3.483222484588623,18730.207168119356,16.018963992002718,True,0,B,mlx
5.74,14275.0166015625,3.5304012298583984,18742.360874861024,16.01831309542574,True,0,B,mlx
5.76,14314.9736328125,3.235102415084839,18733.231933541265,16.017697341235415,True,0,B,mlx
5.78,14350.5791015625,3.1727678775787354,18706.81629075238,16.01779644584187,True,0,B,mlx
5.8,14388.54296875,3.4865119457244873,18687.73944905353,16.017239464367268,True,0,B,mlx
5.82,14420.7890625,3.886897087097168,18686.295051532932,16.017772786479906,True,0,B,mlx
5.84,14458.11328125,3.784999132156372,18713.18986017606,16.017202900804527,True,0,B,mlx
5.86,14492.4482421875,3.4603805541992188,18748.218546044387,16.017787897331754,True,0,B,mlx
5.88,14530.8828125,3.6414294242858887,18772.24914918821,16.01795945876019,True,0,B,mlx
5.9,14571.09375,3.7592217922210693,18786.37389919325,16.018458147400356,True,0,B,mlx
5.92,14607.525390625,3.9342217445373535,18766.28414445943,16.018825668074747,True,0,B,mlx
5.94,14641.751953125,3.629091262817383,18737.28912065399,16.01746621179451,True,0,B,mlx
5.96,14673.935546875,3.3803651332855225,18733.67178565114,16.018586395485446,True,0,B,mlx
5.98,14709.275390625,3.44627046585083,18772.847085934904,16.018772728996193,True,0,B,mlx
6.0,14742.298828125,3.4433274269104004,18815.356524117946,16.018780155567754,True,0,B,mlx
6.0200000000000005,14778.0537109375,3.3998897075653076,18835.961626585442,16.018790448588522,True,0,B,mlx
6.04,14805.9609375,3.5131261348724365,18844.78102835767,16.019597908187162,True,0,B,mlx
6.0600000000000005,14842.3046875,3.8172006607055664,18825.714633044463,16.020206368292516,True,0,B,mlx
6.08,14879.490234375,3.6766462326049805,18817.020842644284,16.020735447517122,True,0,B,mlx
6.1000000000000005,14915.10546875,3.7093019485473633,18827.801878403716,16.020453184900695,True,0,B,mlx
6.12,14952.8515625,3.3697128295898438,18849.536346021614,16.019972250284216,True,0,B,mlx
6.140000000000001,14988.2333984375,3.8153059482574463,18855.359913373548,16.02048739592118,True,0,B,mlx
6.16,15023.703125,3.4871602058410645,18858.030418949515,16.02097786242789,True,0,B,mlx
6.18,15055.0078125,3.959203004837036,18853.61638393065,16.020384341550816,True,0,B,mlx
6.2,15092.9052734375,3.3129804134368896,18858.511379901767,16.019535707503632,True,0,B,mlx
6.22,15131.62890625,3.9475209712982178,18856.264974160702,16.019797868770986,True,0,B,mlx
6.24,15162.154296875,3.5104153156280518,18882.144688303117,16.01895639065929,True,0,B,mlx
6.26,15196.27734375,3.434262990951538,18910.734415459217,16.018582628031858,True,0,B,mlx
6.28,15232.55859375,4.060550212860107,18903.041032362096,16.018549627359178,True,0,B,mlx
6.3,15268.7890625,3.7779765129089355,18892.570040896044,16.01729238312637,True,0,B,mlx
