r50_initial,r50_min,r50_min_time,r50_final,r50_bounce,r80_initial,r80_min,r80_min_time,r80_final,r80_bounce,r90_initial,r90_min,r90_min_time,r90_final,r90_bounce,density_peak_time,memory_peak_time,memory_delay
3.4871191548325373,1.385640646055101,3.7,9.863062404750364,True,4.866210024238576,2.884441020371193,3.1,16.511813952440235,True,5.6568542494923815,5.059644256269408,1.3,19.066200460500774,True,4.1,4.2,0.10000000000000053
