t,norm,peak,PR,R_rms,r50,r80,r90,Vmem_peak,Vmem_mean,k_star,k_star_L,crystallinity,M1,M2,M3,finite,peak_n_cells_half,peak_r_cells,peak_width_phys,artifact_1_2_cells,seed,N,dx,backend
0.0,0.9999999403953552,1.436251163482666,1.887306822655949,0.6117469882808411,0.5,0.7071067811865476,0.8660254037844386,0.0,0.0,0.2945243112740431,9.42477796076938,0.9988205432891846,0.0,0.0,0.0,True,1,0.6203504908994001,0.31017524544970004,True,8,64,0.5,mlx
0.1,327.95819091796875,2.8923091888427734,13885.183452105683,15.981628892658913,15.724185193516387,19.235384061671343,20.89258241577618,3.9867450690828266,0.011162260658569314,0.4908738521234052,15.707963267948966,0.9999699592590332,0.13036965353845129,0.0006015109735200109,6.2100270126264435e-06,True,1,0.6203504908994001,0.31017524544970004,True,8,64,0.5,mlx
0.2,649.606201171875,5.151070594787598,14525.284871892087,15.997555861311668,15.732132722552274,19.235384061671343,20.904544960366874,10.222901780344547,0.0347686858390496,0.4908738521234052,15.707963267948966,0.9999778270721436,0.27963473572904546,0.001964098792349616,2.0821668619280208e-05,True,1,0.6203504908994001,0.31017524544970004,True,8,64,0.5,mlx
0.3,968.6429443359375,3.2498843669891357,16046.142662572793,16.000699747464775,15.732132722552274,19.235384061671343,20.904544960366874,12.080694774538278,0.06292385180864496,0.8835729338221293,28.274333882308138,0.9999756813049316,0.39579418485795903,0.004104337476422843,4.478129845250728e-05,True,1,0.6203504908994001,0.31017524544970004,True,8,64,0.5,mlx
0.4,1286.200927734375,1.0074049234390259,16393.626724217254,16.00338909748475,15.732132722552274,19.241881404893856,20.89258241577618,8.73329534009099,0.09292829036290395,0.8835729338221293,28.274333882308138,0.999973714351654,0.4565354054603515,0.00644555580759146,7.234681072739883e-05,True,3,0.8947002289396495,0.44735011446982476,False,8,64,0.5,mlx
0.5,1601.7685546875,0.6057855486869812,16405.48789550983,16.02114421543265,15.763882770434446,19.254869513969705,20.910523666326483,3.926329157501459,0.12373921581221012,0.8835729338221293,28.274333882308138,0.9999717473983765,0.5014093284085951,0.009082194143684079,0.00010475381871046159,True,516,4.975694384908111,2.4878471924540553,False,8,64,0.5,mlx
0.6,1911.1580810546875,0.7493665218353271,16359.632985447766,16.030810449261516,15.7797338380595,19.254869513969705,20.910523666326483,1.9101623982191085,0.15473920667476976,10.50470043544087,336.15041393410786,0.9999744296073914,0.5389407718580178,0.012157784925117527,0.00014404442740054206,True,419,4.642035647701579,2.3210178238507897,False,8,64,0.5,mlx
0.7000000000000001,2220.302978515625,0.8625335693359375,16456.879086305373,16.02372677929579,15.7797338380595,19.241881404893856,20.910523666326483,1.7480147704482079,0.18594474201361222,9.130253649495335,292.16811678385073,0.9999748468399048,0.5695608663884494,0.015692508950849587,0.00019101485826163874,True,430,4.68230768489956,2.34115384244978,False,8,64,0.5,mlx
0.8,2521.52490234375,0.9113379120826721,16422.588761630686,16.02220725204417,15.7797338380595,19.241881404893856,20.910523666326483,1.8044904774054884,0.21710072772538902,0.2945243112740431,9.42477796076938,0.9999701976776123,0.5912602070769908,0.019498929198877277,0.00024389910731479464,True,643,5.35435860622804,2.67717930311402,False,8,64,0.5,mlx
0.9,2827.74560546875,1.2596721649169922,16434.437369678555,16.018262036995583,15.771810295587505,19.241881404893856,20.910523666326483,2.470896445866674,0.24853658003648688,0.2945243112740431,9.42477796076938,0.9999764561653137,0.6082502833494635,0.023524485501978585,0.000302341311167889,True,166,3.4093623398066053,1.7046811699033027,False,8,64,0.5,mlx
1.0,3123.855224609375,1.1739126443862915,16454.61325968824,16.020878853633466,15.771810295587505,19.241881404893856,20.904544960366874,3.0163013976998627,0.27982141880461975,0.2945243112740431,9.42477796076938,0.9999796152114868,0.6234495853176535,0.027925860646230562,0.00036879664475278064,True,522,4.994905750700238,2.497452875350119,False,8,64,0.5,mlx
1.1,3419.4833984375,1.139428734779358,16434.346078115814,16.018897873028326,15.763882770434446,19.241881404893856,20.910523666326483,2.4911553665995596,0.31120804764140586,0.2945243112740431,9.42477796076938,0.9999758005142212,0.6348320149032611,0.03243574476329595,0.0004401114915685972,True,1110,6.423101572365711,3.2115507861828556,False,8,64,0.5,mlx
