t,norm,peak,R_rms,r50,r80,r90,PR,Vmem_peak,Vmem_mean,n_atoms_detected,n_raw_maxima,nn_mean,nn_median
7.3,17.51956871549121,0.005769234916384666,15.992411415570079,15.758172482873771,19.233304448274094,20.87678136111982,16345.600716283698,0.018306480217508518,0.0020450700606974284,1005,2287,2.550373041907008,2.5298221281347057
7.4,17.683529865211664,0.005535675367681579,15.99350212177921,15.75817248287377,19.23330444827409,20.87678136111982,16372.01814055172,0.016410732822390292,0.0020647856465165165,994,2302,2.5559611416516432,2.5298221281347057
7.5,17.82746640893131,0.00597600823335375,15.988799596148548,15.758172482873768,19.23330444827409,20.87678136111982,16426.505082693362,0.014580976814863799,0.0020843752146582598,1010,2258,2.560131390472783,2.5298221281347057
7.6000000000000005,17.966206790056294,0.006412832581381968,15.98572566045701,15.758172482873768,19.2166594391429,20.87678136111982,16564.113853446517,0.018242306046659395,0.0021039172064162837,985,2205,2.5702343061610007,2.5298221281347057
7.7,18.108504617828537,0.006060952625088922,15.98465365932778,15.737852458324804,19.233304448274094,20.87678136111982,16540.772781529966,0.017203402402118404,0.002123220665631079,1027,2297,2.555839041127793,2.5298221281347057
7.8,18.236631321758438,0.005806796592962513,15.988623253472863,15.758172482873768,19.233304448274094,20.87678136111982,16486.30621502019,0.0177411748614455,0.00214182556517285,1024,2290,2.5607597965117463,2.5298221281347057
7.9,18.373504582333513,0.007308309185752039,15.987458888760273,15.758172482873768,19.249935064825543,20.87678136111982,16438.597395906116,0.017516948551699697,0.0021600717985680315,940,2034,2.5793366542974447,2.5298221281347057
8.0,18.52192288898857,0.005986965478830238,15.984964911193456,15.758172482873768,19.233304448274094,20.87678136111982,16416.087673235255,0.01876922503449775,0.0021787497855896066,1000,2275,2.554499707483664,2.5298221281346787
8.1,18.648045969432438,0.006198187790026924,15.98469746178575,15.758172482873768,19.233304448274094,20.87678136111982,16344.564328132228,0.01653372873887765,0.002197258954816406,1000,2260,2.553573270605986,2.5298221281347057
8.2,18.807145196556828,0.006973838213110328,15.980385828625352,15.737852458324804,19.233304448274094,20.87678136111982,16299.652599513658,0.017471339572009355,0.0022153879125152817,1001,2227,2.56547592396256,2.5298221281347057
8.3,18.96349307911906,0.006758701165281589,15.981274774941129,15.737852458324804,19.249935064825543,20.86144769664848,16385.84486529838,0.01941172720067205,0.0022348681907134677,1001,2213,2.573208076230397,2.5298221281347057
8.4,19.095511129467408,0.006953435140908758,15.98363931995841,15.737852458324804,19.249935064825543,20.86144769664848,16379.006958691027,0.019624497980507166,0.002253786562530021,999,2202,2.56552410449066,2.5298221281347057
8.5,19.195580299726206,0.007018200302646648,15.988308815578481,15.737852458324802,19.249935064825543,20.87678136111982,16335.574910563633,0.01935754944725361,0.002271414441056926,1004,2262,2.555353367359844,2.5298221281347057
8.6,19.350695366437808,0.006121723321925249,15.989373772799857,15.737852458324802,19.249935064825543,20.87678136111982,16333.065639758306,0.018243828545353703,0.0022888469222437013,1005,2335,2.5596187295383372,2.5298221281347057
8.700000000000001,19.497851284061372,0.0074473446225008545,15.98615985001179,15.737852458324802,19.233304448274094,20.876781361119825,16279.036751844507,0.017927618811683633,0.0023074046158812226,995,2181,2.5581809435133067,2.5298221281347057
8.8,19.621648556777284,0.007433736099872424,15.985727113875736,15.737852458324804,19.233304448274094,20.87678136111982,16295.296864563681,0.0222906507089707,0.0023258560548468725,974,2151,2.565350545732828,2.5298221281347057
8.9,19.76295127104087,0.006306717919333932,15.986783472998159,15.758172482873768,19.23330444827409,20.876781361119825,16403.807035610207,0.021922332526803097,0.002343661963309093,1003,2323,2.5489435862460246,2.5298221281347057
9.0,19.86985572367796,0.00845795413959836,15.987073770830365,15.758172482873768,19.23330444827409,20.876781361119825,16368.66947030967,0.01916801831158338,0.002360811499232735,931,1930,2.6012282928169737,2.5298221281347057
9.1,20.01930682852624,0.009224183271039047,15.990797607359161,15.758172482873771,19.23330444827409,20.876781361119825,16403.5274015457,0.02449199292772279,0.002378206892963978,882,1738,2.6054640825359074,2.5298221281347057
9.200000000000001,20.16331008253169,0.0072177484573534845,15.991213181759496,15.75817248287377,19.23330444827409,20.876781361119825,16460.675648948043,0.023984591343067355,0.0023961514826599194,975,2248,2.575786812343889,2.5298221281347057
9.3,20.279650132006974,0.006940394317423629,15.993064358383178,15.758172482873771,19.23330444827409,20.90741495259517,16366.337561920376,0.021489241991300135,0.0024137085313246077,990,2285,2.5749341688747354,2.5298221281347057
9.4,20.37650882831516,0.006874497304168366,15.988898404006829,15.758172482873768,19.23330444827409,20.90741495259517,16359.810224376317,0.019820483635194105,0.0024294083583181313,1022,2265,2.558006359319381,2.5298221281347057
9.5,20.518140276284896,0.0072814513522200435,15.989619894427127,15.758172482873768,19.233304448274094,20.90741495259517,16369.545984427054,0.019636203109793915,0.002445797859234845,1010,2196,2.567090185185048,2.5298221281347057
9.6,20.639291327232762,0.00667379148697021,15.987318400492029,15.737852458324804,19.233304448274094,20.922714928995234,16339.157309451442,0.020277661573470416,0.0024629059346094363,990,2255,2.581447329568501,2.5298221281347057
9.700000000000001,20.7512483354898,0.007186941559021159,15.988504828204787,15.737852458324804,19.249935064825543,20.922714928995237,16336.864341229113,0.019985973945752418,0.002479131156853034,1023,2270,2.5578895526998706,2.5298221281347057
9.8,20.85377117626069,0.006909652960217644,15.989132786651677,15.737852458324802,19.249935064825543,20.922714928995237,16336.621165638986,0.02081215415076451,0.0024942186783190505,995,2313,2.5608309231967383,2.5298221281347057
9.9,20.991579953020842,0.007419682907996412,15.991635462162732,15.737852458324802,19.249935064825543,20.922714928995237,16400.51012385655,0.02203382045764747,0.0025104437097613536,1001,2186,2.557081035678134,2.5298221281347057
10.0,21.1485193368406,0.007328214944691923,15.985938327575429,15.7378524583248,19.249935064825543,20.90741495259517,16346.286590853679,0.022751329516990215,0.002527966740018508,978,2203,2.5575061468029094,2.5298221281347057
10.1,21.257947716962157,0.007862783431710804,15.992642538907374,15.7378524583248,19.249935064825543,20.922714928995237,16276.122530370354,0.021759853068932418,0.0025452208178324796,1003,2223,2.5592827134951817,2.5298221281347057
10.200000000000001,21.386413482563526,0.007090889947170011,15.990709244130866,15.717506163510803,19.249935064825543,20.90741495259517,16281.146433694654,0.023373199453099607,0.0025616893080096298,997,2253,2.5468290077968256,2.529822128134697
