run,run_id,backend_xp,backend_reason,backend_caps,stepper,N,L,dt,T,record_every,n_steps,n_records,dx,Lambda,nu,lam,Gamma,kT,fdt_couple,V_ext,seed,n_atoms,atom_sigma,min_sep,peak_frac_atom,min_dist_atom,iso_frac,ic_pair_sep_min,ic_pair_sep_mean,noise_amplitude,wall_s,norm_initial,norm_final,peak_initial,peak_max,t_peak,peak_final,PR_initial,PR_final,R_rms_initial,R_rms_final,r50_initial,r50_final,r80_initial,r80_final,r90_initial,r90_final,n_atoms_detected_initial,n_atoms_detected_mid,n_atoms_detected_final,t_mid,n_raw_maxima_initial,n_raw_maxima_mid,n_raw_maxima_final,nn_mean_initial,nn_mean_final,Vmem_peak_max,t_Vmem_peak,Vmem_peak_final,has_marching_cubes,peak_early_mean,peak_early_std,peak_late_mean,peak_late_std,PR_early_mean,PR_early_std,PR_late_mean,PR_late_std,R_rms_early_mean,R_rms_early_std,R_rms_late_mean,R_rms_late_std,n_atoms_detected_early_mean,n_atoms_detected_early_std,n_atoms_detected_late_mean,n_atoms_detected_late_std,atoms_remained_atoms,bath_again,iso_method,gif
triad_atoms_3d,28,triad.ntri,numpy (metal probe: mlx não é drop-in para memory_nls_strang_step_3d),"{""numpy"": true, ""cuda"": false, ""metal"": true, ""metal_mlx"": true, ""metal_native"": true}",memory_nls_strang_step_3d,40,32.0,0.0025,12.0,40,4800,121,0.8000000000000007,-10.0,"(10.0, 0.5, 0.05)","(3.0, 1.0, 0.3)",0.05,0.001,True,None,0,12,1.2,4.8,0.2,2.4,0.3,5.130282118093113,15.910636479114208,0.0005,449.40605683300237,1.0000000000000002,23.275045428439924,0.008545308042512608,0.009249200410104243,0.2,0.00808924964870064,327.4580502059753,16362.9838513105,15.097761394915306,16.003210077269898,14.902348808157726,15.758172482873768,18.74459922217597,19.266551326067674,20.83074650606646,20.938003725283846,12,971,1007,6.0,12,2165,2205,8.92252863486995,2.5522385198844186,0.025712600657424794,0.3,0.024430918878748063,True,0.0054536161102432534,0.001979830043127365,0.007493470167873251,0.0003834163693166652,8922.320059736483,5567.519055418594,16377.759260380748,53.31191698017469,15.750022929049397,0.19988587769744914,15.995316121433264,0.0050531902416995145,259.84,308.89178428698943,1000.3333333333334,14.951774328003868,False,True,marching_cubes,True
