seed,corda,size,elong,atoms,rho_mean,rho_max,vort,b1,b2,b3,b4,b5,b6,b7,b8
2,411,15,2.6338,1,0.009671,0.011463,0.13333,0.015092,0.092248,0.174295,0.208154,0.186773,0.144295,0.102898,0.076245
3,3,11,6.2223,1,0.00785,0.009283,0.27273,0.011365,0.063627,0.112908,0.149115,0.166146,0.163619,0.165025,0.168196
3,4,24,1.6233,1,0.008201,0.010531,0.08333,0.023146,0.140518,0.255704,0.269635,0.178654,0.077322,0.02757,0.027451
3,7,22,2.3622,1,0.008563,0.011176,0.31818,0.020768,0.124027,0.220839,0.233589,0.172464,0.108309,0.069702,0.050302
3,9,24,2.2679,1,0.008992,0.011982,0.125,0.021994,0.130367,0.227897,0.232578,0.163487,0.101181,0.069543,0.052953
3,10,44,2.5,1,0.009359,0.013685,0.13636,0.038079,0.19455,0.2665,0.216683,0.135298,0.071633,0.042518,0.034739
3,17,39,1.3615,1,0.00901,0.012853,0.07692,0.035432,0.200759,0.31531,0.255787,0.107599,0.025855,0.023878,0.035381
3,18,46,1.7099,1,0.009712,0.014981,0.17391,0.040234,0.215321,0.311293,0.239328,0.107626,0.034476,0.023417,0.028307
3,20,35,2.2965,1,0.008758,0.011212,0.25714,0.032,0.175199,0.267143,0.234206,0.146425,0.077119,0.038125,0.029784
3,22,35,1.2866,1,0.009587,0.013496,0.25714,0.031439,0.18316,0.304266,0.270089,0.129083,0.030839,0.017785,0.033339
3,24,21,6.0994,1,0.008189,0.009815,0.19048,0.018978,0.092712,0.14285,0.179821,0.179467,0.150672,0.127672,0.107828
3,26,17,1.4783,1,0.008458,0.010956,0.11765,0.016912,0.107402,0.213813,0.259719,0.21072,0.119022,0.047578,0.024836
3,27,34,1.7586,1,0.008845,0.011965,0.26471,0.031447,0.17928,0.287998,0.251171,0.131807,0.05222,0.032017,0.03406
3,28,8,3.4262,0,0.00758,0.008308,0.0,0.008884,0.056168,0.113675,0.152421,0.16494,0.168742,0.170022,0.165147
3,29,32,2.6458,1,0.008556,0.01183,0.03125,0.029469,0.158895,0.24327,0.225939,0.154819,0.0918,0.05437,0.041438
3,30,36,2.812,1,0.008309,0.010282,0.02778,0.033602,0.171962,0.244277,0.22291,0.158597,0.088996,0.046679,0.032977
3,32,57,1.9109,1,0.010597,0.017459,0.33333,0.047905,0.247964,0.330475,0.221568,0.08944,0.029271,0.013994,0.019382
3,33,28,1.9683,1,0.008171,0.010158,0.07143,0.026259,0.151796,0.254141,0.246039,0.161028,0.083712,0.042662,0.034363
3,34,25,2.592,1,0.007907,0.009552,0.2,0.023473,0.131665,0.21676,0.224302,0.175389,0.113484,0.067904,0.047024
3,36,29,1.8626,1,0.008839,0.011934,0.10345,0.026978,0.156251,0.262467,0.254226,0.163076,0.077829,0.033084,0.02609
3,37,15,1.7446,1,0.008157,0.010109,0.33333,0.015456,0.097723,0.193546,0.235971,0.198667,0.128397,0.074452,0.055788
3,42,42,2.0084,1,0.009454,0.012967,0.11905,0.037729,0.200755,0.288791,0.231731,0.12951,0.059109,0.026776,0.0256
3,43,30,1.737,1,0.009236,0.013251,0.26667,0.027582,0.161539,0.27438,0.261977,0.15482,0.063302,0.02814,0.028259
3,45,15,2.4597,1,0.00838,0.01031,0.0,0.014836,0.092445,0.180088,0.220671,0.196993,0.144263,0.092495,0.058208
3,47,103,3.0173,2,0.009718,0.016061,0.21359,0.074023,0.25103,0.283603,0.22226,0.087896,0.035456,0.022069,0.023663
3,49,58,3.5146,1,0.009049,0.013307,0.2069,0.046977,0.207529,0.266714,0.21736,0.125522,0.061672,0.039334,0.034892
3,50,13,1.4794,1,0.008032,0.010451,0.30769,0.01295,0.083864,0.173951,0.226984,0.208058,0.146411,0.087494,0.060287
3,52,15,3.4158,0,0.007843,0.008927,0.13333,0.015161,0.090158,0.163384,0.19008,0.175339,0.146684,0.117242,0.101953
3,53,18,1.5013,1,0.008508,0.011499,0.27778,0.01819,0.11426,0.222683,0.262027,0.203925,0.109789,0.043019,0.026107
3,54,37,2.8701,1,0.008993,0.011886,0.13514,0.032428,0.164947,0.236722,0.22225,0.158752,0.090474,0.053618,0.040809
3,56,19,2.2155,1,0.008188,0.010427,0.0,0.018151,0.111074,0.206648,0.230816,0.178431,0.114734,0.077479,0.062667
3,57,10,2.311,0,0.007367,0.007905,0.2,0.010404,0.067529,0.141574,0.191325,0.191947,0.16334,0.130185,0.103696
3,58,8,2.3908,0,0.007563,0.008229,0.375,0.00843,0.056192,0.123855,0.179338,0.193989,0.175193,0.143915,0.119088
3,60,35,4.1725,2,0.008153,0.010302,0.17143,0.030072,0.130789,0.189791,0.219244,0.180246,0.121336,0.075811,0.052711
3,61,17,1.8663,1,0.008082,0.009641,0.17647,0.016462,0.103428,0.202265,0.241699,0.197896,0.123503,0.068299,0.046449
3,62,21,2.3219,1,0.007833,0.009415,0.04762,0.021159,0.126057,0.223579,0.235283,0.17174,0.104143,0.064595,0.053444
3,65,36,2.3635,1,0.008405,0.010004,0.05556,0.032957,0.175194,0.253652,0.214608,0.143264,0.08703,0.04935,0.043946
3,66,47,3.356,1,0.008196,0.011008,0.2766,0.040747,0.185218,0.243723,0.223913,0.15392,0.082355,0.040443,0.029682
3,67,52,1.9383,1,0.01135,0.020069,0.09615,0.04317,0.229039,0.321711,0.234195,0.102222,0.034286,0.016888,0.01849
3,68,17,1.3623,1,0.008113,0.009636,0.17647,0.016984,0.107824,0.214366,0.259315,0.208175,0.115142,0.046493,0.031701
3,70,22,1.3603,1,0.008677,0.011538,0.13636,0.021033,0.130293,0.246398,0.274489,0.193593,0.086468,0.025544,0.022182
3,71,34,2.0527,1,0.009028,0.012306,0.17647,0.031031,0.173286,0.27109,0.238252,0.142457,0.073153,0.039673,0.031058
3,72,10,1.3095,1,0.008021,0.009603,0.3,0.010754,0.071247,0.1546,0.216218,0.217237,0.1684,0.103153,0.05839
3,77,20,1.6689,1,0.008541,0.010735,0.25,0.019578,0.12115,0.229475,0.25936,0.193103,0.101918,0.044212,0.031204
3,78,30,2.2939,1,0.009056,0.012053,0.13333,0.027225,0.154933,0.25204,0.236264,0.155512,0.091082,0.052952,0.029992
3,79,31,5.1537,1,0.007876,0.009994,0.06452,0.025682,0.105776,0.172135,0.19864,0.177454,0.139465,0.103645,0.077203
3,80,22,2.1033,1,0.0083,0.010375,0.13636,0.021221,0.126486,0.22396,0.234163,0.170308,0.106737,0.068993,0.048132
3,81,33,4.4475,0,0.007866,0.009188,0.0303,0.02851,0.121048,0.170315,0.189197,0.178163,0.138101,0.098551,0.076116
3,84,32,1.8815,1,0.008394,0.010556,0.125,0.029897,0.169561,0.270528,0.237754,0.136654,0.072308,0.048072,0.035226
3,85,10,1.2536,1,0.00793,0.009534,0.1,0.010704,0.071046,0.154747,0.217669,0.220218,0.171341,0.102752,0.051523
3,86,25,1.4058,1,0.008818,0.011629,0.28,0.023758,0.144026,0.260698,0.27069,0.172522,0.069193,0.026129,0.032984
3,87,71,2.8685,1,0.00874,0.01192,0.15493,0.056838,0.216114,0.231747,0.207333,0.128371,0.070367,0.053367,0.035863
3,89,21,1.761,1,0.00939,0.012607,0.09524,0.019786,0.121675,0.228065,0.255224,0.1908,0.105522,0.049665,0.029263
3,91,79,1.6155,1,0.010894,0.019256,0.26582,0.063528,0.305377,0.350765,0.181938,0.048551,0.019282,0.018129,0.012429
3,92,10,1.5862,1,0.008132,0.009527,0.1,0.010411,0.068942,0.149595,0.209762,0.212878,0.16968,0.110794,0.067938
3,93,24,2.7816,1,0.009147,0.011743,0.16667,0.022242,0.129897,0.22496,0.235981,0.177233,0.108885,0.060994,0.039808
3,94,22,2.3519,1,0.008539,0.010571,0.27273,0.020996,0.125928,0.225903,0.240572,0.176361,0.105647,0.061924,0.042668
3,95,16,1.6568,1,0.009236,0.011425,0.25,0.014951,0.095695,0.193827,0.243241,0.209887,0.134287,0.068767,0.039347
3,99,39,2.6784,1,0.008726,0.011721,0.17949,0.035238,0.181258,0.257446,0.223756,0.144845,0.07572,0.041138,0.040599
3,101,27,2.1432,1,0.00854,0.010547,0.33333,0.025066,0.143871,0.239418,0.235778,0.166534,0.098237,0.052434,0.038663
3,102,26,2.0637,1,0.008789,0.011245,0.11538,0.024683,0.144868,0.249484,0.250291,0.168149,0.087025,0.042809,0.032691
3,103,12,1.7787,0,0.007922,0.008879,0.0,0.01188,0.077361,0.162537,0.217502,0.208574,0.157585,0.10076,0.0638
3,104,16,2.0744,1,0.008454,0.00981,0.25,0.015413,0.097091,0.191452,0.233792,0.200768,0.135775,0.079201,0.046509
3,105,14,1.7179,1,0.008211,0.009976,0.07143,0.013699,0.08838,0.182017,0.235013,0.212106,0.144917,0.079526,0.044343
3,107,19,1.2836,1,0.009359,0.011544,0.31579,0.018279,0.115038,0.224556,0.263271,0.200995,0.103137,0.04032,0.034404
3,108,15,2.0977,1,0.008182,0.009853,0.06667,0.015062,0.095413,0.190086,0.235092,0.20355,0.136336,0.077185,0.047277
3,109,11,3.4843,1,0.007897,0.009232,0.0,0.011432,0.072506,0.145532,0.185373,0.176168,0.149572,0.132191,0.127227
3,111,25,1.8777,1,0.008921,0.012647,0.44,0.02334,0.138997,0.246065,0.255892,0.17678,0.089989,0.040143,0.028796
3,112,10,1.6754,0,0.008352,0.008966,0.3,0.009804,0.065216,0.142911,0.203947,0.212941,0.176744,0.119691,0.068745
3,113,35,2.5203,1,0.008532,0.010992,0.11429,0.031935,0.167397,0.245501,0.224999,0.155457,0.083015,0.047379,0.044317
3,114,9,1.4591,0,0.007717,0.008736,0.0,0.008837,0.059473,0.133346,0.196946,0.214847,0.186718,0.129731,0.070103
3,116,23,2.1751,1,0.008625,0.010514,0.08696,0.021456,0.128461,0.229302,0.241304,0.172943,0.101695,0.061839,0.043001
3,117,31,1.828,1,0.008717,0.012039,0.12903,0.028854,0.166637,0.276426,0.257796,0.151914,0.06385,0.026947,0.027577
3,119,8,2.4169,0,0.007418,0.00788,0.375,0.008795,0.058521,0.128535,0.185016,0.19807,0.175299,0.138229,0.107535
3,120,18,1.2726,1,0.008514,0.010962,0.16667,0.017338,0.10976,0.216978,0.26016,0.206385,0.112812,0.045731,0.030836
3,121,28,1.4141,1,0.009009,0.012272,0.28571,0.026002,0.155627,0.274227,0.27184,0.160835,0.058299,0.023059,0.030109
3,122,14,6.8373,0,0.007601,0.008777,0.14286,0.013772,0.075028,0.124986,0.155223,0.17288,0.168344,0.151671,0.138095
3,123,88,1.4664,1,0.011648,0.023095,0.22727,0.067787,0.323138,0.3623,0.170985,0.033092,0.015654,0.015904,0.011139
3,125,32,4.9502,2,0.009055,0.012632,0.25,0.027091,0.122637,0.179647,0.217029,0.187609,0.127626,0.080649,0.057713
3,126,28,6.056,2,0.008482,0.011273,0.14286,0.023605,0.10292,0.155637,0.202798,0.185951,0.14294,0.10534,0.080809
3,129,24,1.5228,1,0.008317,0.010305,0.29167,0.023631,0.143541,0.261067,0.27363,0.177072,0.071121,0.022435,0.027502
3,130,52,1.6031,1,0.009899,0.015615,0.05769,0.044465,0.238553,0.336904,0.233748,0.083103,0.022381,0.019597,0.02125
3,131,29,3.1426,1,0.007879,0.009544,0.27586,0.026492,0.13789,0.20542,0.212383,0.187413,0.126636,0.065826,0.03794
3,132,67,3.3472,2,0.008427,0.011162,0.19403,0.04732,0.151294,0.223481,0.204402,0.159295,0.101428,0.061533,0.051249
3,134,14,2.1317,0,0.007491,0.008225,0.14286,0.013406,0.084916,0.17019,0.216254,0.201477,0.155029,0.102076,0.056651
3,138,52,2.0625,1,0.00975,0.014683,0.17308,0.044688,0.22753,0.306701,0.225474,0.104713,0.039111,0.024363,0.02742
3,140,11,1.6782,1,0.007996,0.00973,0.0,0.011519,0.075567,0.160931,0.219131,0.213438,0.16141,0.099389,0.058616
3,141,49,2.156,1,0.009714,0.014405,0.06122,0.042833,0.223217,0.306955,0.223625,0.103108,0.041571,0.027831,0.03086
3,142,46,1.5609,1,0.009504,0.013776,0.15217,0.041085,0.224369,0.327772,0.23971,0.093618,0.02948,0.022093,0.021872
3,143,33,2.5476,1,0.008854,0.011551,0.09091,0.030057,0.166285,0.258229,0.230753,0.14642,0.083061,0.050346,0.034849
3,144,15,1.5521,1,0.008554,0.009808,0.2,0.01486,0.095013,0.192168,0.241049,0.208515,0.134474,0.070342,0.043579
3,145,52,1.8016,1,0.009198,0.013156,0.17308,0.045809,0.240107,0.326308,0.220671,0.086046,0.031896,0.02426,0.024903
3,146,10,1.7048,0,0.007613,0.008401,0.1,0.009816,0.065268,0.142902,0.203689,0.212416,0.176277,0.119823,0.069808
3,147,11,1.867,0,0.008065,0.008728,0.36364,0.010921,0.07139,0.151615,0.20783,0.20849,0.168341,0.113751,0.067662
3,148,54,1.7612,1,0.009372,0.013655,0.14815,0.047019,0.244253,0.328721,0.220977,0.08238,0.02615,0.023991,0.026509
3,149,95,2.7595,2,0.009514,0.016599,0.16842,0.067967,0.232488,0.293741,0.225171,0.083701,0.038703,0.03012,0.028108
3,150,29,1.7725,1,0.008369,0.010999,0.37931,0.027602,0.160657,0.270421,0.257232,0.155292,0.068303,0.031491,0.029001
3,153,8,557522.8655,0,0.007398,0.008126,0.0,0.008551,0.054371,0.11127,0.151376,0.165666,0.16975,0.170959,0.168056
3,154,30,3.1499,1,0.008097,0.009918,0.06667,0.027802,0.14002,0.204769,0.214961,0.18333,0.121131,0.067694,0.040292
3,155,25,2.518,1,0.00814,0.009931,0.08,0.024564,0.138573,0.226658,0.225979,0.169153,0.109234,0.064167,0.041672
3,157,53,2.1573,1,0.008906,0.013253,0.07547,0.045196,0.214571,0.276934,0.23004,0.122807,0.040809,0.032761,0.036883
3,159,23,4.5811,1,0.007884,0.009523,0.3913,0.021387,0.111883,0.176835,0.19882,0.177613,0.133572,0.098822,0.081068
3,160,13,1.5467,0,0.007936,0.009104,0.07692,0.013232,0.083394,0.165478,0.207307,0.191009,0.149462,0.109139,0.080979
3,161,8,430393.8371,0,0.00741,0.00809,0.0,0.008409,0.055044,0.117403,0.163338,0.172605,0.162727,0.15722,0.163255
3,162,47,1.9518,1,0.011472,0.02011,0.10638,0.038424,0.20689,0.299,0.228807,0.11364,0.054077,0.033427,0.025734
3,163,27,1.9086,1,0.008561,0.01105,0.18519,0.025431,0.148247,0.251704,0.247057,0.162507,0.085119,0.045268,0.034666
3,164,13,3.5474,0,0.007779,0.00864,0.23077,0.013445,0.079623,0.14514,0.175864,0.176002,0.160832,0.135588,0.113506
3,165,77,1.7234,1,0.011827,0.022462,0.12987,0.060477,0.296473,0.353388,0.193381,0.053429,0.015994,0.014684,0.012174
3,166,11,704550.3755,0,0.007643,0.008239,0.09091,0.011378,0.066607,0.119672,0.146541,0.158296,0.165852,0.166661,0.164994
3,167,9,1.4774,0,0.007703,0.009169,0.33333,0.009832,0.065386,0.14309,0.203275,0.210119,0.171949,0.117506,0.078843
3,168,39,1.8752,1,0.010945,0.018741,0.12821,0.032827,0.181179,0.276702,0.23289,0.128651,0.061401,0.041098,0.045252
3,169,23,1.348,1,0.008552,0.010745,0.08696,0.022696,0.138589,0.254777,0.271823,0.181093,0.076696,0.025798,0.028527
3,170,10,1.8416,0,0.007687,0.008704,0.0,0.010797,0.070281,0.147818,0.199242,0.195924,0.158722,0.119402,0.097814
3,172,93,2.4437,2,0.010665,0.017531,0.17204,0.071787,0.293478,0.287958,0.194987,0.088573,0.021166,0.019825,0.022227
3,173,33,3.0326,2,0.008342,0.010788,0.15152,0.029142,0.122933,0.157464,0.207647,0.199997,0.123981,0.086306,0.072529
3,174,16,2.7212,0,0.007742,0.008835,0.0,0.015799,0.094263,0.171424,0.199607,0.184367,0.153304,0.110883,0.070352
3,175,103,3.7497,2,0.01045,0.019646,0.26214,0.070474,0.273387,0.322985,0.192125,0.068014,0.031507,0.02313,0.018378
3,177,27,3.6952,1,0.008115,0.009831,0.14815,0.024794,0.130465,0.199353,0.207931,0.177824,0.123462,0.078873,0.057298
3,178,38,2.1116,1,0.009277,0.013539,0.23684,0.034391,0.188972,0.287177,0.24204,0.133993,0.058149,0.02764,0.027638
3,179,22,1.6557,1,0.009448,0.012555,0.27273,0.020454,0.123683,0.225042,0.243693,0.180889,0.107879,0.060384,0.037977
3,180,17,2.1956,0,0.007898,0.009072,0.17647,0.016258,0.100378,0.19117,0.224915,0.191168,0.136652,0.088357,0.0511
3,181,10,1.5916,0,0.007362,0.008035,0.2,0.010238,0.067919,0.147972,0.209002,0.214516,0.173305,0.113072,0.063975
3,183,79,1.2476,1,0.010901,0.01831,0.21519,0.064707,0.317078,0.36438,0.168457,0.033498,0.023402,0.01849,0.009988
3,184,19,1.8373,1,0.007977,0.00974,0.15789,0.018994,0.116339,0.216114,0.238405,0.176759,0.10457,0.067921,0.060899
3,185,99,2.6969,2,0.009312,0.014384,0.19192,0.075108,0.265283,0.26322,0.202005,0.097451,0.041229,0.027936,0.027769
3,187,38,1.9282,1,0.010115,0.015962,0.02632,0.033672,0.187151,0.290533,0.249477,0.133981,0.051589,0.025418,0.028179
3,188,34,2.3835,1,0.008302,0.010698,0.05882,0.032031,0.174101,0.260876,0.222438,0.137404,0.07801,0.049449,0.045692
3,190,157,2.9552,3,0.010121,0.019464,0.22293,0.097645,0.280519,0.287813,0.190815,0.072234,0.034281,0.020866,0.015828
3,191,8,1.785,0,0.007624,0.008657,0.25,0.008681,0.058149,0.129205,0.188517,0.203602,0.178659,0.135026,0.098161
3,193,82,1.5174,1,0.010696,0.019553,0.13415,0.065736,0.314596,0.353517,0.173018,0.045041,0.020161,0.015721,0.012209
3,194,168,2.7627,3,0.00903,0.013449,0.22619,0.100585,0.212917,0.253871,0.206208,0.107381,0.059044,0.03252,0.027474
3,195,29,1.9804,1,0.008213,0.010259,0.24138,0.027698,0.158367,0.260692,0.248368,0.160276,0.08001,0.03629,0.0283
3,196,13,2.1622,0,0.007663,0.008576,0.15385,0.013271,0.083803,0.166857,0.209867,0.193906,0.151414,0.107976,0.072906
3,198,19,2.5741,1,0.008843,0.011372,0.21053,0.017968,0.108681,0.199906,0.226032,0.185565,0.128435,0.081302,0.052111
3,199,21,1.5688,1,0.008041,0.009825,0.28571,0.020574,0.126842,0.238198,0.264468,0.189401,0.09171,0.036049,0.032759
3,200,70,1.8753,1,0.010844,0.019126,0.14286,0.056854,0.277766,0.335618,0.200093,0.069078,0.021132,0.018617,0.020843
3,201,29,2.8797,1,0.008201,0.009998,0.2069,0.027018,0.150338,0.234921,0.212337,0.145502,0.100808,0.072988,0.056088
3,202,8,1.7231,0,0.007587,0.008456,0.125,0.008324,0.056121,0.126323,0.188008,0.208145,0.186365,0.138474,0.08824
3,203,8,3.726,0,0.007271,0.007527,0.25,0.009192,0.058647,0.120504,0.163743,0.176025,0.172013,0.158881,0.140995
3,204,23,1.9034,1,0.008105,0.009907,0.17391,0.022862,0.134543,0.234719,0.244338,0.175733,0.097115,0.048339,0.042351
3,208,18,1.383,1,0.007958,0.009245,0.05556,0.017563,0.110567,0.21616,0.254839,0.198162,0.108209,0.050565,0.043935
3,210,39,2.5693,1,0.008256,0.010042,0.10256,0.035979,0.187274,0.260908,0.209987,0.133406,0.081897,0.051822,0.038726
3,211,51,1.349,1,0.010725,0.01675,0.19608,0.043455,0.237451,0.344741,0.241836,0.077253,0.014458,0.020085,0.020722
3,212,66,3.6123,1,0.008595,0.0116,0.27273,0.053432,0.219495,0.257914,0.204496,0.122643,0.066816,0.041404,0.0338
3,213,31,4.8893,1,0.007772,0.010039,0.29032,0.025498,0.101895,0.157212,0.206089,0.183288,0.145035,0.100411,0.080572
3,216,31,1.6207,1,0.00887,0.012184,0.06452,0.029102,0.166891,0.274631,0.255437,0.149094,0.058146,0.026169,0.04053
3,218,8,1.8836,0,0.007641,0.008501,0.25,0.008391,0.056311,0.125672,0.184968,0.202796,0.181888,0.140193,0.099781
3,219,57,1.9353,1,0.009571,0.014968,0.26316,0.048946,0.248215,0.32041,0.210883,0.08897,0.033701,0.021895,0.026979
3,220,10,2.0089,0,0.007528,0.008203,0.3,0.010159,0.067217,0.145777,0.204893,0.210058,0.17178,0.117277,0.07284
3,221,8,2.6179,0,0.007409,0.008442,0.375,0.00864,0.057203,0.124648,0.178233,0.191422,0.17378,0.1451,0.120974
3,222,25,2.7809,1,0.008431,0.010949,0.0,0.02331,0.133232,0.22149,0.222795,0.169569,0.11445,0.069726,0.045428
3,223,31,2.6578,1,0.008474,0.011192,0.16129,0.028945,0.151654,0.231588,0.228238,0.162603,0.091231,0.0544,0.051341
3,225,61,2.9939,2,0.008768,0.012691,0.06557,0.050927,0.205573,0.227346,0.227662,0.153984,0.064728,0.039145,0.030636
3,226,8,2.748,0,0.007777,0.008871,0.125,0.008619,0.056941,0.123757,0.177046,0.191449,0.175903,0.147293,0.118991
3,231,32,1.9433,1,0.009024,0.012227,0.28125,0.029461,0.167312,0.270878,0.250176,0.154332,0.072657,0.030422,0.024762
3,232,59,1.3408,1,0.010661,0.017412,0.11864,0.049853,0.263154,0.355026,0.218823,0.05744,0.015757,0.022607,0.017339
3,233,60,2.2924,1,0.008357,0.011929,0.16667,0.051218,0.226623,0.255338,0.205259,0.133555,0.057229,0.036404,0.034376
3,234,45,1.6465,1,0.009313,0.013575,0.13333,0.039795,0.214037,0.308588,0.231338,0.100808,0.036063,0.031648,0.037723
3,235,12,1.8122,1,0.008131,0.009391,0.08333,0.012115,0.078849,0.165436,0.220702,0.210201,0.156428,0.096995,0.059273
3,236,13,1.6736,1,0.008017,0.009736,0.23077,0.0134,0.086285,0.177237,0.228724,0.208034,0.146241,0.086194,0.053886
3,239,39,4.5334,1,0.008212,0.011311,0.12821,0.033586,0.147021,0.208433,0.225478,0.173124,0.111381,0.062407,0.03857
3,240,10,6.4184,0,0.007427,0.007718,0.1,0.010507,0.058491,0.104281,0.1441,0.172893,0.177384,0.170493,0.161849
3,241,21,1.6305,1,0.008054,0.009972,0.09524,0.020903,0.127652,0.235967,0.258057,0.185387,0.095113,0.042048,0.034873
3,245,14,1.4421,1,0.00791,0.009593,0.07143,0.014686,0.094179,0.191589,0.242305,0.21135,0.136108,0.06859,0.041193
3,246,11,1.806,0,0.008103,0.009088,0.18182,0.010937,0.071455,0.151462,0.206746,0.206206,0.166363,0.114708,0.072123
3,250,13,1.3533,1,0.007914,0.009484,0.07692,0.013311,0.086643,0.181344,0.239053,0.219556,0.148932,0.075117,0.036043
3,252,8,1.4631,0,0.007485,0.008303,0.375,0.008887,0.059488,0.131924,0.191595,0.204928,0.176698,0.130674,0.095806
3,253,16,2.2303,1,0.008192,0.009741,0.125,0.01575,0.097422,0.186767,0.222684,0.191462,0.135631,0.088354,0.06193
3,254,9,1.4806,0,0.007911,0.008866,0.0,0.008846,0.059507,0.133288,0.196599,0.214206,0.186164,0.129918,0.071473
3,255,13,1.4675,0,0.00774,0.009161,0.0,0.013519,0.087007,0.178338,0.228723,0.205268,0.14165,0.08464,0.060856
3,256,9,1.8543,0,0.007773,0.00885,0.11111,0.009465,0.062905,0.137696,0.19654,0.206353,0.175002,0.1265,0.085539
3,257,31,1.2766,1,0.00924,0.013034,0.16129,0.028631,0.169108,0.289428,0.271497,0.144168,0.042208,0.019592,0.035369
3,258,14,1.5538,1,0.007879,0.009373,0.07143,0.014185,0.091476,0.18813,0.241895,0.21574,0.142527,0.071386,0.034661
3,259,24,2.1928,1,0.00843,0.011176,0.20833,0.023693,0.137523,0.234758,0.239769,0.172514,0.099142,0.052186,0.040415
3,268,25,1.7142,1,0.008601,0.01173,0.28,0.023751,0.142866,0.255679,0.264272,0.173336,0.078504,0.032947,0.028643
3,270,12,1.6114,1,0.008513,0.009638,0.0,0.011408,0.074949,0.160115,0.219178,0.215183,0.16422,0.100694,0.054254
3,271,49,3.5106,2,0.008373,0.011074,0.26531,0.040688,0.166182,0.210917,0.222363,0.165758,0.101456,0.054084,0.038553
3,272,8,558864.6259,0,0.008287,0.009197,0.25,0.008467,0.052074,0.102689,0.140414,0.16281,0.175266,0.178902,0.179379
3,273,45,1.2835,1,0.010098,0.015376,0.08889,0.039699,0.221136,0.334469,0.252229,0.09066,0.015463,0.01918,0.027164
3,274,11,1.8955,0,0.00803,0.008719,0.0,0.010991,0.07189,0.152589,0.208206,0.206591,0.164707,0.112419,0.072607
3,275,8,425035.9187,0,0.007659,0.008164,0.375,0.008432,0.055198,0.117721,0.16365,0.172561,0.162176,0.156625,0.163637
3,276,28,2.8678,1,0.008685,0.011456,0.14286,0.026057,0.145329,0.233426,0.227536,0.164375,0.100962,0.059935,0.04238
3,277,62,3.3051,1,0.00903,0.01279,0.17742,0.051208,0.225908,0.271029,0.212349,0.118346,0.057853,0.035514,0.027794
3,278,14,2.2579,0,0.007792,0.009024,0.14286,0.01458,0.091261,0.178202,0.216225,0.188438,0.137049,0.096521,0.077724
3,279,16,1.3839,1,0.008443,0.010214,0.0625,0.01579,0.100985,0.203913,0.253416,0.212786,0.12674,0.055428,0.030942
3,280,13,5.4918,0,0.007544,0.008093,0.07692,0.01287,0.072205,0.125003,0.156873,0.173205,0.170151,0.153899,0.135794
3,283,12,1.5096,1,0.008201,0.009563,0.0,0.012122,0.079384,0.168362,0.227345,0.217739,0.158884,0.090281,0.045883
3,284,70,2.5134,2,0.008932,0.012499,0.28571,0.057666,0.240418,0.265962,0.217317,0.116792,0.049244,0.030523,0.022079
3,286,31,2.8279,1,0.008193,0.010156,0.03226,0.028637,0.158628,0.246913,0.223895,0.152029,0.095958,0.05745,0.036489
3,287,32,1.4357,1,0.009143,0.011981,0.21875,0.029659,0.173284,0.290573,0.265445,0.139216,0.045738,0.024548,0.031538
3,295,14,1.9453,0,0.007651,0.008854,0.14286,0.01416,0.089998,0.180623,0.226628,0.201853,0.142818,0.088153,0.055767
3,296,36,2.0667,1,0.009374,0.013005,0.13889,0.032392,0.180043,0.279064,0.240339,0.136292,0.065417,0.037425,0.029028
3,297,18,1.5483,1,0.008262,0.010058,0.11111,0.018226,0.113446,0.217516,0.251062,0.193803,0.109623,0.054413,0.041911
3,298,48,3.2495,1,0.009242,0.013322,0.25,0.040394,0.187895,0.25031,0.226168,0.147754,0.077009,0.039986,0.030483
3,299,26,2.8606,1,0.008189,0.010498,0.26923,0.024769,0.1374,0.220319,0.217785,0.161429,0.102809,0.071206,0.064282
3,300,41,1.9202,1,0.009523,0.014144,0.02439,0.036276,0.198807,0.299494,0.245488,0.12485,0.045098,0.021879,0.028108
3,301,11,2.4984,0,0.00754,0.008461,0.0,0.011607,0.074457,0.152804,0.200572,0.194129,0.157556,0.117966,0.09091
3,302,11,1.9274,0,0.007541,0.008451,0.45455,0.01141,0.074658,0.158254,0.21432,0.208329,0.159676,0.104215,0.069139
3,303,46,1.6147,1,0.008666,0.011572,0.19565,0.041468,0.223562,0.319606,0.22878,0.089931,0.033265,0.030997,0.032392
3,305,32,3.4786,1,0.00865,0.01177,0.15625,0.028569,0.142652,0.207775,0.210632,0.167226,0.113475,0.075945,0.053725
3,306,18,1.8307,1,0.008771,0.011246,0.33333,0.016775,0.104481,0.200944,0.23473,0.188671,0.120267,0.075313,0.058819
3,307,10,1.7057,1,0.007994,0.009374,0.2,0.009745,0.064842,0.142186,0.203157,0.212567,0.177074,0.120631,0.069798
3,309,12,1.9611,1,0.008224,0.009261,0.16667,0.012152,0.078605,0.163593,0.217579,0.209576,0.160418,0.101063,0.057014
3,310,48,1.5735,1,0.009197,0.013464,0.29167,0.043088,0.231359,0.328002,0.232022,0.090022,0.02866,0.020827,0.02602
3,314,39,1.9833,1,0.008854,0.011925,0.10256,0.035506,0.191683,0.284344,0.235404,0.12831,0.056151,0.033111,0.035491
3,315,23,3.1139,1,0.007976,0.00923,0.04348,0.021757,0.120957,0.194414,0.200501,0.176312,0.138378,0.087011,0.06067
