t,norm,peak,PR,R_rms,r50,r80,r90,Vmem_peak,Vmem_mean,k_star,k_star_L,crystallinity,M1,M2,M3,finite,r90_over_r50,peak_n_cells_half,peak_r_cells,peak_width_phys,artifact_1_2_cells,rho_core,rho_mid,rho_far,mass_core,mass_mid,mass_far,mass_core_frac,mass_mid_frac,mass_far_frac,contrast_im,contrast_mf,two_scale,N,dx
0.1,327.10274082446097,0.1392534762530299,16387.594863395967,15.984810869642324,15.732132722552274,19.222382786741086,20.89258241577618,0.20019722467919984,0.011158819306956952,0.2945243112740431,9.42477796076938,0.9998091562775797,0.1109079445032619,0.0004731217928433723,4.862500458277105e-06,True,1.3280197150781925,245,3.8817344776970533,1.9408672388485266,False,0.061728570949656274,0.015521703079043507,0.00995395870661316,0.14660535600543365,1.5560507336741116,304.9233497941959,0.0004481936031349524,0.004757070300762668,0.9321944200945488,3.97691997039929,1.5593497558645968,False,64,0.5
0.11,359.7855338881993,0.14088637584752936,16381.344451821182,15.984739874855242,15.732132722552274,19.222382786741086,20.886598574205422,0.2118770972173843,0.0131536336424392,0.2945243112740431,9.42477796076938,0.9998349033054927,0.12674128051968886,0.0005682785431282055,5.856930809280676e-06,True,1.3276393571396798,446,4.739677037827816,2.369838518913908,False,0.0644389589590234,0.016423752940742446,0.010948844309960196,0.1530425275276806,1.6464812323094302,335.4000535636269,0.00042537154252354526,0.004576285251149264,0.9322221767478011,3.923522181046058,1.5000444317033268,False,64,0.5
0.12,392.4062419357724,0.19060454410654018,16389.397131088586,15.987614539775127,15.732132722552274,19.222382786741086,20.886598574205422,0.22173954778646982,0.015254960244994994,0.2945243112740431,9.42477796076938,0.9998469436003402,0.1427589939054252,0.000672028761582863,6.94567692151587e-06,True,1.3276393571396798,93,2.810593988881165,1.4052969944405824,False,0.06457090872046524,0.017696131092925057,0.011943396033127817,0.15335590821110495,1.7740371420657368,365.8665294563168,0.0003908090438485066,0.004520919782810449,0.9323667423114042,3.648871517813337,1.4816666083784442,False,64,0.5
0.13,425.0590174546321,0.17829652698554377,16388.27317257911,15.987491298112962,15.732132722552274,19.222382786741086,20.89258241577618,0.23890595048549695,0.01745258351410906,0.2945243112740431,9.42477796076938,0.9998512349397247,0.15856434987968432,0.0007829059139984137,8.114322671326868e-06,True,1.3280197150781925,295,4.129629937082089,2.0648149685410444,False,0.06337470438285858,0.018953605687547136,0.012935754149711308,0.15051492290928914,1.9000989701766002,396.26580777591266,0.0003541035873338555,0.004470200353717714,0.9322606779379933,3.3436753632844076,1.4652107227911508,False,64,0.5
0.14,456.94450493247734,0.1734625967616456,16402.466642450094,15.996542800970719,15.732132722552274,19.235384061671343,20.89258241577618,0.25509105896202555,0.01973314035343022,0.2945243112740431,9.42477796076938,0.9998739711786211,0.17481833773139008,0.000904657549598494,9.402533403233696e-06,True,1.3280197150781925,524,5.001276810859449,2.5006384054297244,False,0.060255115936705586,0.01991426692415069,0.013911997721193097,0.14310590034967577,1.9964052591461066,426.1714431924536,0.00031318004441441424,0.004369032207622489,0.9326547066266371,3.025726036826001,1.431445528043318,False,64,0.5
0.15,489.67760164929564,0.17410731510310604,16416.53567843554,15.996793421115326,15.732132722552274,19.222382786741086,20.89258241577618,0.26496031428797184,0.022090392409630483,0.2945243112740431,9.42477796076938,0.9998864464564453,0.1900908912822339,0.001030102556594528,1.0736421928429678e-05,True,1.3280197150781925,759,5.658713708270934,2.829356854135467,False,0.061579507002005984,0.021030289362670613,0.014914268495461505,0.1462513291297642,2.108286508607729,456.87437967215806,0.0002986686110150258,0.004305458329126665,0.933010572942989,2.928134080328511,1.4100785009382288,False,64,0.5
0.16,522.1903600127249,0.18107567075043374,16416.344078588892,15.995193234027601,15.732132722552274,19.222382786741086,20.89258241577618,0.27142743908858463,0.024518595946287802,0.2945243112740431,9.42477796076938,0.9998923586365432,0.2050156800888189,0.0011623384120517666,1.2148676616415627e-05,True,1.3280197150781925,886,5.958199456187754,2.979099728093877,False,0.05960669835866935,0.021749711120418687,0.015905351210205188,0.1415659086018397,2.1804085398219732,487.23458812891937,0.00027110019533564347,0.004175505154420775,0.9330593313079282,2.7405742553844967,1.367446140168451,False,64,0.5
0.17,554.5312364181599,0.20393437388070856,16429.12590403546,15.998523593671523,15.732132722552274,19.235384061671343,20.89258241577618,0.2830588010412722,0.0270112927281884,0.2945243112740431,9.42477796076938,0.999893415473379,0.21984591833747213,0.00130286092056366,1.3655591986880174e-05,True,1.3280197150781925,603,5.240944583646434,2.620472291823217,False,0.06108775096602487,0.02256347832012828,0.016891633891792247,0.14508340854430907,2.26198870159286,517.4477553699813,0.00026163252674715846,0.004079100604329426,0.9331264343417172,2.707372954617999,1.3357783187032024,False,64,0.5
0.18,586.4838302400938,0.23984320910028978,16423.846775473805,16.001521040631403,15.732132722552274,19.235384061671343,20.89258241577618,0.29697381133648576,0.029559861741189998,0.2945243112740431,9.42477796076938,0.9999104946728433,0.23426031581879705,0.001449996688363049,1.5240397733138401e-05,True,1.3280197150781925,311,4.202979385469123,2.1014896927345617,False,0.06445385234544633,0.023415446151861218,0.017864986886957188,0.15307789932043503,2.347398476724087,547.2648426782422,0.00026100958189719957,0.004002494793016054,0.9331286123510069,2.7526211513301915,1.3106892437159465,False,64,0.5
0.19,618.4153381942598,0.2900353334883766,16425.755522986117,15.995607931058085,15.732132722552274,19.235384061671343,20.89258241577618,0.32187966803966395,0.032158556957566795,0.2945243112740431,9.42477796076938,0.9999153984537034,0.24830545491748926,0.001603908955626836,1.6905407765756627e-05,True,1.3280197150781925,111,2.981339653545337,1.4906698267726686,False,0.06810040655923111,0.024336573231183423,0.018832127682525717,0.1617384655781739,2.4397414664261383,576.8916293466913,0.0002615369567812495,0.003945150315239681,0.9328546588627386,2.7982742645119543,1.2922901565586382,False,64,0.5
