t,norm,peak,PR,R_rms,r50,r80,r90,Vmem_peak,Vmem_mean,k_star,k_star_L,crystallinity,M1,M2,M3,finite,r90_over_r50,peak_n_cells_half,peak_r_cells,peak_width_phys,artifact_1_2_cells,rho_core,rho_mid,rho_far,mass_core,mass_mid,mass_far,mass_core_frac,mass_mid_frac,mass_far_frac,contrast_im,contrast_mf,two_scale,N,dx
1.3,3992.8909970542727,1.3592757177119115,16469.462998513813,15.999470709472716,15.748015748023622,19.222382786741086,20.89258241577618,3.199128414401016,0.37298891468804174,10.30835089459151,329.8672286269283,0.99998108635753,0.6530614213083037,0.042266705463877834,0.0006051951633049495,True,1.3266803100827607,942,6.081174016104588,3.040587008052294,False,0.0849475827701428,0.13078371276529827,0.12176429559895487,0.20175050907908917,13.11106720472115,3730.051328693634,5.0527427176932505e-05,0.0032836025862949298,0.9341730919891009,0.6495272306773242,1.074072757715857,False,64,0.5
1.4000000000000001,4282.342139532982,1.6286908001496905,16515.711936591608,15.999341613023926,15.732132722552274,19.235384061671343,20.89258241577618,3.2195984399699746,0.4043334693648192,10.30835089459151,329.8672286269283,0.9999799947122199,0.6612793702577857,0.04737823080576558,0.0006968200758468042,True,1.3280197150781925,471,4.826631015183052,2.413315507591526,False,0.12144099170400607,0.14148906080959125,0.1306087043878544,0.28842235529701443,14.184278346161523,4000.9854197772897,6.735154406146278e-05,0.003312271155360887,0.9342984024657178,0.8583065786791472,1.0833049870047453,False,64,0.5
1.5,4572.491262389602,1.6421802700497143,16503.511264956862,15.99451098787485,15.732132722552274,19.222382786741086,20.89258241577618,4.1420695079057905,0.4356949297744854,10.112001353742146,323.5840433197487,0.9999805304241646,0.664825406727219,0.052375238573955,0.0007910763868392477,True,1.3280197150781925,706,5.52380955887326,2.76190477943663,False,0.1270609552172238,0.15200654443028694,0.1394606183757697,0.30176976864090654,15.238656079136266,4272.149420436845,6.59967950344864e-05,0.0033326812900616645,0.9343154913333181,0.8358913472669353,1.0899603501019397,False,64,0.5
1.6,4857.845242596828,1.8678921355436333,16536.385082469194,15.987974744521098,15.732132722552274,19.215878850575635,20.886598574205422,3.4249373954137683,0.46738999641991597,10.112001353742146,323.5840433197487,0.9999801283842049,0.6714969941943664,0.05770726207463891,0.0008948150635231088,True,1.3276393571396798,421,4.649409823159996,2.324704911579998,False,0.09592338342983428,0.15736661280526118,0.1481095362263098,0.22781803564585643,15.776002933727433,4537.0949642966325,4.689693151362582e-05,0.003247530982541995,0.9339727261198766,0.6095535877647569,1.0625015567181757,False,64,0.5
1.7,5132.201418595736,1.948836980950226,16602.7253831271,15.982399758117076,15.732132722552274,19.215878850575635,20.8806130178211,3.7258083629951457,0.4985175399781957,10.701049976290232,342.4335992412874,0.9999801977627022,0.678526786497903,0.06345711271648562,0.0010100855109765649,True,1.3272588902004618,420,4.645725661693962,2.322862830846981,False,0.1636156667236882,0.1573961112365735,0.15644435397696294,0.3885872084687595,15.778960151466492,4792.418562009047,7.571550233020357e-05,0.00307450134250263,0.9337939358039342,1.0395153059262465,1.0060836791831471,False,64,0.5
1.8,5413.439522067576,1.8774202972192997,16632.383206791776,15.984402378973634,15.732132722552274,19.215878850575635,20.886598574205422,3.7168382201765833,0.52972431092876,10.701049976290232,342.4335992412874,0.9999792286455708,0.6811877204573461,0.06892348900199456,0.0011260880231342995,True,1.3276393571396798,752,5.641263819521383,2.8206319097606913,False,0.1623567114147011,0.16014992017855334,0.16508046777940216,0.38559718960991507,16.055029497899973,5056.971874661844,7.122961068245987e-05,0.0029657723952493725,0.9341513568309736,1.0137795337873874,0.9701324592353497,False,64,0.5
1.9000000000000001,5680.447606547312,1.7471454931702768,16609.515342642066,15.988024999619949,15.732132722552274,19.222382786741086,20.8806130178211,4.743831370880924,0.5605971509199137,10.701049976290232,342.4335992412874,0.9999812900912262,0.6847654694907428,0.07452654515814597,0.001249604038911503,True,1.3272588902004618,1463,7.042365678302303,3.5211828391511517,False,0.14548649227262303,0.16088597223881143,0.1732935724777826,0.34553041914747973,16.128818716940845,5308.566990801593,6.0828026782470394e-05,0.0028393570074215085,0.9345332196503164,0.9042832650236893,0.9284012669277627,False,64,0.5
2.0,5948.159990699744,2.329589554798588,16668.03951683992,15.987956938797598,15.732132722552274,19.222382786741086,20.886598574205422,6.3007276538599095,0.5911100665600861,10.701049976290232,342.4335992412874,0.9999804152327187,0.6901033920804208,0.08045655631449296,0.0013842273149044274,True,1.3276393571396798,337,4.316983915364503,2.1584919576822514,False,0.13981382627784625,0.16366704332565232,0.18150712194850888,0.3320578374098848,16.407621093396646,5560.175731819403,5.5825303611381406e-05,0.0027584364104278987,0.9347723902035294,0.8542576650551159,0.9017114125807276,False,64,0.5
2.1,6216.409322587338,1.9807622285583433,16742.97579490544,15.993155780638432,15.732132722552274,19.222382786741086,20.89258241577618,4.4711405619320255,0.6217122892073166,10.701049976290232,342.4335992412874,0.9999796825997808,0.6930974825139755,0.08644325151702403,0.0015257882380794593,True,1.3280197150781925,1184,6.562777760167609,3.2813888800838047,False,0.12811099651456684,0.17458980268500443,0.18970066639283276,0.30426361672209623,17.502627719171695,5811.171651361543,4.89452352528579e-05,0.0028155526463767206,0.9348116170932692,0.7337828128811462,0.9203436445682447,False,64,0.5
2.2,6474.673339110041,2.2958129564641023,16787.356787415316,15.995422471900964,15.724185193516387,19.222382786741086,20.89258241577618,4.445885117104643,0.6521483271351558,10.701049976290232,342.4335992412874,0.9999807059879773,0.6964496932072503,0.09252509195184694,0.001675309895764759,True,1.3286909406530583,572,5.149548346011529,2.5747741730057645,False,0.13267583351084666,0.18196243353987787,0.19759893519350236,0.31510510458826085,18.241733962372756,6053.1222813832555,4.8667336263109886e-05,0.002817398346907201,0.9348923048858048,0.7291385970707529,0.9208674801900518,False,64,0.5
2.3000000000000003,6744.022546579903,2.3343743923457754,16833.644919116,15.99269357246905,15.724185193516387,19.222382786741086,20.89258241577618,5.133461772457699,0.6825696964395639,10.701049976290232,342.4335992412874,0.9999789660280907,0.697137287862515,0.09827541338885806,0.0018250237306257544,True,1.3286909406530583,671,5.430977083966251,2.7154885419831256,False,0.17495453083529988,0.19409873934235303,0.20576809160299595,0.41551701073383723,19.45839861907089,6303.371113108926,6.161263665177964e-05,0.00288528077785547,0.9346604447972309,0.9013687127906255,0.9432888152398405,False,64,0.5
2.4,7006.740996201106,2.2964789746090477,16890.13236960632,15.992621445165382,15.724185193516387,19.222382786741086,20.89258241577618,5.037339526101681,0.7133194829851822,10.701049976290232,342.4335992412874,0.999978627877285,0.7009034128838639,0.1042707550391093,0.0019853890630281996,True,1.3286909406530583,899,5.987199011867681,2.9935995059338407,False,0.19232310562518135,0.21594144413899347,0.21373463438396598,0.4567673758598057,21.648129774934095,6547.413205571924,6.518970461552018e-05,0.003089614670596674,0.9344448737468362,0.8906261898544594,1.01032499838591,False,64,0.5
2.5,7263.446760633176,2.6821496787886847,16920.435441436373,15.995407346834817,15.724185193516387,19.235384061671343,20.89258241577618,5.132013414837171,0.7436606899414409,10.701049976290232,342.4335992412874,0.9999792699873492,0.7016154437535836,0.1102238525095664,0.0021515313702899874,True,1.3286909406530583,399,4.566969334189989,2.2834846670949944,False,0.19949709713453026,0.2146322467396333,0.22150553125448744,0.47380560569450936,21.516882735648238,6785.462003492934,6.523151078389763e-05,0.0029623515453113263,0.9341931216828283,0.9294833379652255,0.9689701450075419,False,64,0.5
2.6,7515.5759846857245,2.270802556172487,16997.484594935526,15.999070791835003,15.732132722552274,19.241881404893856,20.898564544006366,4.930209268008558,0.7735958967797939,10.701049976290232,342.4335992412874,0.9999790575239497,0.7049592987917376,0.11656689656040095,0.0023321876004293598,True,1.3283999641096293,1353,6.86124713479685,3.430623567398425,False,0.26179973285210734,0.21444709278935983,0.22919666409758185,0.621774365523755,21.498321052133324,7021.067360050261,8.273143226689836e-05,0.0028605021219850406,0.9342021655235594,1.220812692990245,0.9356466580074555,False,64,0.5
2.7,7768.362909308903,2.25900557770008,17077.253169766413,15.99885113102832,15.732132722552274,19.241881404893856,20.89258241577618,5.125685988665276,0.8033831196613295,10.701049976290232,342.4335992412874,0.9999794824910992,0.7078590283414183,0.12285488502836346,0.002519051658799928,True,1.3280197150781925,1647,7.326023879884614,3.663011939942307,False,0.19494390519706517,0.22089501000447173,0.236776693594355,0.4629917748430298,22.144724752948292,7253.269246135975,5.959965828684733e-05,0.0028506295356531372,0.9336934088705245,0.8825183746482946,0.932925477804451,False,64,0.5
2.8000000000000003,8024.937186139189,2.6113024436361307,17074.45665229306,16.002980123576688,15.732132722552274,19.241881404893856,20.89258241577618,5.254044527990507,0.8333629137405624,10.701049976290232,342.4335992412874,0.999978623344549,0.7066855910656926,0.12836151259571,0.0026967617697571354,True,1.3280197150781925,761,5.66367967282762,2.83183983641381,False,0.17599890898060372,0.23308172667138052,0.24468104607310265,0.4179974088289338,23.3664430988059,7495.406239749631,5.208731222855005e-05,0.00291172909604387,0.9340143188529658,0.755095268488133,0.9525941237056154,False,64,0.5
2.9,8273.82552960657,2.798518669874406,17102.65407723119,16.00176194514116,15.732132722552274,19.241881404893856,20.89258241577618,6.0558616655445,0.8632119387352357,10.701049976290232,342.4335992412874,0.9999844951225932,0.7086098180187671,0.134253055778489,0.0028893358590221588,True,1.3280197150781925,601,5.235143865476868,2.617571932738434,False,0.13125373250171554,0.24819498089816885,0.2523412932861016,0.3117276146915744,24.881546835041426,7730.065465218133,3.767635824276287e-05,0.003007260274706877,0.9342794862615027,0.5288331457257277,0.9835686330448037,False,64,0.5
3.0,8507.645996375297,2.558527610072937,17151.72983514989,16.00188644122518,15.732132722552274,19.241881404893856,20.898564544006366,5.959812424718324,0.8924813332103874,10.701049976290232,342.4335992412874,0.9999775437834948,0.7115104070987254,0.14070392897033832,0.0031015713133331537,True,1.3283999641096293,1273,6.723260386374116,3.361630193187058,False,0.22543571480358063,0.26318483987522223,0.2595436408246275,0.535409822658504,26.38428019749103,7950.697678246123,6.293278104032733e-05,0.003101243306166255,0.9345355556206191,0.8565680109479759,1.0140292362356707,False,64,0.5
3.1,8751.413840778449,2.715463405999061,17295.961657046704,16.003924015425955,15.732132722552274,19.241881404893856,20.904544960366874,5.659308586422939,0.9215551658209923,10.701049976290232,342.4335992412874,0.9999762461435233,0.7141246819772433,0.14751267970107346,0.003330262897882014,True,1.3287801043274865,918,6.029084313737928,3.014542156868964,False,0.270861299461771,0.2696145766523631,0.26705618693586625,0.6432955862217061,27.0288613093994,8180.832320476491,7.350761807471376e-05,0.0030885136734654923,0.9348012183307739,1.004624092750799,1.0095799679679813,False,64,0.5
3.2,8987.997494816535,3.027451581255668,17350.38824472705,16.000313450624216,15.732132722552274,19.235384061671343,20.904544960366874,6.126819453373281,0.9504887614464762,10.701049976290232,342.4335992412874,0.9999682733572658,0.7150736525925198,0.15371572742384734,0.003553788304069639,True,1.3287801043274865,530,5.020293255436294,2.510146627718147,False,0.25876502063584367,0.28033024997148254,0.2741903161608581,0.6145669240101287,28.103107559641124,8399.374776324126,6.83764013468579e-05,0.0031267373601125787,0.9345101376772887,0.9230720575541431,1.0223929637508509,False,64,0.5
3.3000000000000003,9219.941089458716,2.6373813427516004,17400.045371671666,16.002095431298265,15.732132722552274,19.222382786741086,20.89258241577618,5.830219914378566,0.978996015649666,10.701049976290232,342.4335992412874,0.9999695613450744,0.7148832322443915,0.15993278390307591,0.003785817359988709,True,1.3280197150781925,1475,7.061567861086373,3.5307839305431865,False,0.25785922252799215,0.27853977912968275,0.2813697464303084,0.6124156535039813,27.923612857750697,8619.304956054548,6.642294647675835e-05,0.003028610767337347,0.9348546669033619,0.9257536691301025,0.9899421763123827,False,64,0.5
3.4,9455.507800183283,2.8200546097036208,17476.11743267666,16.006232699930887,15.732132722552274,19.241881404893856,20.89258241577618,6.2588653239433345,1.0077057859125953,10.701049976290232,342.4335992412874,0.9999707623061667,0.7161732777327013,0.16617727600964252,0.004026754871769166,True,1.3280197150781925,1104,6.411507500999382,3.205753750499691,False,0.20252178945481172,0.2864773952762289,0.2885937320686686,0.48098924995517783,28.719358876441945,8840.60001710905,5.086868522765689e-05,0.0030373153386733243,0.934968296143512,0.7069381137717166,0.9926667264140853,False,64,0.5
3.5,9683.27998460994,2.6645848336781675,17540.06175236006,16.009174124881092,15.732132722552274,19.241881404893856,20.89258241577618,5.878468748268315,1.0358628483149774,10.701049976290232,342.4335992412874,0.999976558835175,0.7173277124590637,0.17246841860216341,0.00427750920178247,True,1.3280197150781925,1762,7.492713008731146,3.746356504365573,False,0.31748996213418,0.2908555951083125,0.2954808416368218,0.7540386600686775,29.158273409608327,9051.575427176376,7.787017015588768e-05,0.0030111980089340433,0.9347633695981569,1.091572476080266,0.9843467126231005,False,64,0.5
3.6,9908.653666761425,2.7289378338693346,17549.48667346616,16.0098045559227,15.75595125658873,19.241881404893856,20.89258241577618,6.698780953071481,1.063856737585966,10.701049976290232,342.4335992412874,0.999980089287636,0.7158746127655335,0.17818983463835308,0.0045226248062715255,True,1.3260121255477635,1707,7.413926973219929,3.7069634866099643,False,0.3570557709461472,0.3015831631319165,0.30243090914019866,0.8480074559970996,30.23371210397463,9264.479451282634,8.558251045162072e-05,0.003051243198194887,0.9349887242865624,1.183938013111051,0.9971968936287225,False,64,0.5
3.7,10137.785307004555,3.0055211919081137,17650.589385459276,16.011227598829556,15.763882770434446,19.235384061671343,20.898564544006366,5.846343307699658,1.0917676728839054,10.701049976290232,342.4335992412874,0.9999799514424327,0.7182513928645764,0.18457724791520447,0.004793392117913242,True,1.325724432764886,984,6.17024150880815,3.085120754404075,False,0.373798606229055,0.30611177208407525,0.30951923064638265,0.8877716897940056,30.687705151428545,9481.618662102132,8.757057512163062e-05,0.0030270620477852615,0.9352751488582961,1.221118036997248,0.9889911248642242,False,64,0.5
3.8000000000000003,10362.491033160291,2.8227438347355283,17704.996685728474,16.013208509968294,15.763882770434446,19.235384061671343,20.904544960366874,5.850693307992465,1.1196274501282626,10.701049976290232,342.4335992412874,0.9999747818334108,0.7179405798552507,0.19053412331941616,0.005061989180846298,True,1.3261038073420508,1714,7.424047400918513,3.7120237004592567,False,0.31350746303083915,0.3166095027109163,0.31643573045618784,0.744580224698243,31.74010264676936,9693.494394463323,7.185340110940153e-05,0.0030629799866846736,0.9354405580129181,0.990202316564991,1.0005491549720948,False,64,0.5
3.9,10589.018029214945,3.078575642045316,17763.158533214977,16.00910526418239,15.75595125658873,19.235384061671343,20.898564544006366,6.031506067106351,1.1475447317958984,10.701049976290232,342.4335992412874,0.9999750019818876,0.7182830379655346,0.19637444924922876,0.005336018292749859,True,1.326391799750404,1064,6.333119354948481,3.1665596774742406,False,0.24043236595039472,0.31338133862590817,0.32332746972632453,0.5710268691321875,31.41647919724729,9904.611627927647,5.3926328915177286e-05,0.002966892596704405,0.9353663956941964,0.7672197936374424,0.9692382119315902,False,64,0.5
4.0,10793.601360042014,3.1569253754146622,17834.401968785172,16.01442460093728,15.763882770434446,19.241881404893856,20.910523666326483,5.484092218959279,1.1745526797497816,10.701049976290232,342.4335992412874,0.9999758739100187,0.720589289258066,0.20304816594520436,0.005642338442500035,True,1.3264830734179711,919,6.031272729289001,3.0156363646445006,False,0.3012767815383468,0.3215823190821969,0.3297074118105978,0.7155323561535737,32.23862748799024,10100.050786273472,6.629227190124691e-05,0.002986827696577517,0.9357442849116079,0.9368574192704295,0.975356657335115,False,64,0.5
4.1,11016.608908112952,2.900348947947001,17935.223228220562,16.01769569198455,15.763882770434446,19.241881404893856,20.904544960366874,6.2914712812939095,1.2015919865612297,10.701049976290232,342.4335992412874,0.999977613935191,0.7213075102358635,0.20924533488079675,0.0059455076266169095,True,1.3261038073420508,1818,7.571264583496311,3.7856322917481555,False,0.33536050692555697,0.31677990239342824,0.3365153749865566,0.7964812039481978,31.75718521494118,10308.601675228809,7.229821904285317e-05,0.0028826643007681123,0.9357327432797632,1.0586546191590538,0.9413534297090682,False,64,0.5
4.2,11236.213376384669,3.059251862186093,17996.948126926527,16.016871724103225,15.763882770434446,19.248376554920156,20.904544960366874,6.0139476398112395,1.2287185378207457,10.701049976290232,342.4335992412874,0.9999767357153869,0.7198821232542328,0.2150204203577461,0.006245866527054455,True,1.3261038073420508,1393,6.928206692338298,3.464103346169149,False,0.27590264872434617,0.3246247466097239,0.3430792663266602,0.6552687907203222,32.54363084762482,10509.675820109454,5.831758162385125e-05,0.0028963165576779003,0.935339644065305,0.8499125578249483,0.946209166428131,False,64,0.5
4.3,11450.931850371944,3.3904708186967714,17998.847327043775,16.018410505848774,15.763882770434446,19.248376554920156,20.910523666326483,6.24424843965581,1.2558446594509105,10.701049976290232,342.4335992412874,0.9999802548631975,0.7173993817987507,0.22013589137171205,0.00653600871918321,True,1.3264830734179711,803,5.766013373285644,2.883006686642822,False,0.22376196836520784,0.3309330075950895,0.34942938625054015,0.5314346748673686,33.17603401140772,10704.201425032641,4.640973169795843e-05,0.0028972344299062537,0.9347886761447237,0.6761548809872422,0.9470669056946779,False,64,0.5
4.4,11659.72694759784,2.8758822642953685,18099.73442716158,16.017314021252783,15.75595125658873,19.254869513969705,20.910523666326483,6.291576440770319,1.282364784785684,10.701049976290232,342.4335992412874,0.999983511228197,0.7201045245442004,0.2265516901902495,0.006874348514252294,True,1.3271508223016522,2488,8.405958770938245,4.202979385469122,False,0.3022987475531599,0.34135531876873193,0.3558079194275524,0.7179595254387547,34.22087070656538,10899.597423793999,6.157601534456776e-05,0.002934963302345226,0.9348072620207935,0.885583821115051,0.9593808910097539,False,64,0.5
4.5,11869.480284766078,3.1353229079106373,18112.38780649933,16.015936344258023,15.763882770434446,19.248376554920156,20.910523666326483,7.7682446512344105,1.308872984973695,10.701049976290232,342.4335992412874,0.9999852960663295,0.7183201075135422,0.2317073554237378,0.007184088213536806,True,1.3264830734179711,1642,7.318602861961276,3.659301430980638,False,0.27284477264050466,0.3579431445952934,0.36227860958493163,0.6480063350211985,35.88380024567817,11097.816501893805,5.459433096265254e-05,0.003023198942563083,0.9349875677486346,0.7622572935402777,0.9880327878187304,False,64,0.5
4.6000000000000005,12070.588383681712,3.0458286819343114,18174.2602787296,16.014929904134085,15.75595125658873,19.241881404893856,20.910523666326483,6.250278907322101,1.335088091635962,10.701049976290232,342.4335992412874,0.9999879492603041,0.7193873590174175,0.23768502439866668,0.0075290294769597,True,1.3271508223016522,2119,7.967965575977682,3.983982787988841,False,0.3258676799078842,0.36559372381246075,0.3683196792139391,0.7739357397812249,36.65077081219919,11282.874853240302,6.4117482526992e-05,0.0030363698642683857,0.9347410825882918,0.8913382771172655,0.9925989417472995,False,64,0.5
4.7,12276.97504873083,3.0737052210544666,18195.570886188263,16.018008385795376,15.763882770434446,19.248376554920156,20.910523666326483,6.061454631626635,1.3608230503227614,10.701049976290232,342.4335992412874,0.9999936955455868,0.718507147766918,0.24279036686606745,0.00785586371782767,True,1.3264830734179711,2158,8.016551932596075,4.008275966298037,False,0.5515790962405179,0.3615200898756076,0.37469109944111834,1.3100003535712301,36.24238901002966,11478.052958342068,0.00010670383774272274,0.002952061795855513,0.9349251678676864,1.525721838668236,0.9648483521888928,False,64,0.5
4.8,12479.827908863412,3.0620241612556134,18316.71740840652,16.019487276674337,15.763882770434446,19.248376554920156,20.910523666326483,6.195501488046035,1.386688728770502,10.701049976290232,342.4335992412874,0.9999912827517855,0.7203485164928628,0.24926525526909193,0.008236974231880585,True,1.3264830734179711,2270,8.152905640800292,4.076452820400146,False,0.44536129269385255,0.35627065915030043,0.3809155355317944,1.0577330701478997,35.716133579817615,11668.728443271282,8.475542113819354e-05,0.0028619091417479673,0.9350071594323772,1.2500644699623364,0.935300941855555,False,64,0.5
4.9,12677.09991239172,2.997535014424594,18385.727665053735,16.019007270676546,15.763882770434446,19.248376554920156,20.910523666326483,6.277491445011489,1.412186942324893,10.701049976290232,342.4335992412874,0.9999870359668893,0.721831831376992,0.25514351533219576,0.008609191965387666,True,1.3264830734179711,2770,8.712251153121908,4.356125576560954,False,0.40515801728966305,0.37000119682747035,0.3869580704364858,0.9622502910629498,37.0926199819539,11853.831680957283,7.590460734022937e-05,0.0029259546929732948,0.9350586303552201,1.0950181263294296,0.9561790413367314,False,64,0.5
5.0,12876.4950173595,3.3327518716474205,18398.932244684744,16.019702395803336,15.75595125658873,19.248376554920156,20.898564544006366,6.254761806213744,1.4375289495053365,10.701049976290232,342.4335992412874,0.9999868859850022,0.7182058951255882,0.259998857670049,0.008957408180655903,True,1.326391799750404,1503,7.105971430752254,3.552985715376127,False,0.4780846896666569,0.3896593900367968,0.3930266101192058,1.13545113795831,39.06335385118888,12039.731532760426,8.818014035865714e-05,0.0030336946349550442,0.9350162071688772,1.2269297286060779,0.991432590069696,False,64,0.5
5.1000000000000005,13079.682645662124,3.37868715010459,18408.47641835298,16.016591087788044,15.748015748023622,19.248376554920156,20.904544960366874,6.880852795189006,1.4629171514893935,10.701049976290232,342.4335992412874,0.9999930466550778,0.7166704451774631,0.2645185143250356,0.009302848509529931,True,1.3274399324238926,1575,7.21767489487974,3.60883744743987,False,0.3249920724886445,0.40806859012487384,0.3992588844024423,0.7718561721605306,40.9088761600186,12230.647127981665,5.901184249424558e-05,0.0031276658056826807,0.935087452755435,0.7964153094684231,1.0220651463664152,False,64,0.5
5.2,13282.227838197126,3.1750220270635774,18510.125823290186,16.01790047584229,15.75595125658873,19.248376554920156,20.904544960366874,6.296880927780896,1.4884327767459273,10.701049976290232,342.4335992412874,0.9999928471807839,0.7172855243152984,0.2702895174834555,0.009701550920612537,True,1.32677136530396,2431,8.341268796493948,4.170634398246974,False,0.36084736280678475,0.3987297840451688,0.40547306361472385,0.8570124866661137,39.97266085052817,12421.00841010869,6.452324844191508e-05,0.003009484654040831,0.9351600169354319,0.9049922459916045,0.9833693525546682,False,64,0.5
5.3,13470.183993067596,3.259870794254181,18535.406823030484,16.014232696347513,15.75595125658873,19.241881404893856,20.904544960366874,6.27554886537573,1.5135234873052363,10.701049976290232,342.4335992412874,0.9999916914218274,0.7172220786745056,0.27541383936723596,0.01008749460999744,True,1.32677136530396,2196,8.063332625014581,4.031666312507291,False,0.5134622985907321,0.4157338592245281,0.4113054523113769,1.2194729591529887,41.67731938725894,12599.674160199025,9.053127706203479e-05,0.0030940423240475474,0.9353750599608307,1.2350745247175625,1.010766710940167,False,64,0.5
5.4,13653.207764917275,3.3415145459649507,18576.570188747242,16.0137595606011,15.75595125658873,19.241881404893856,20.904544960366874,6.165891344959092,1.5378152841579436,10.701049976290232,342.4335992412874,0.9999901153667679,0.7170936802670015,0.28082660251105696,0.010494538507470423,True,1.32677136530396,2035,7.861255919389276,3.930627959694638,False,0.5516665713496691,0.4363505355321425,0.4168719736510133,1.310208106955464,43.744141187097284,12770.19549584161,9.596339039988254e-05,0.003203946057240881,0.9353256550197223,1.2642738496399353,1.0467255251307341,False,64,0.5
5.5,13839.860192842607,3.3321387977913854,18644.688407955375,16.014145188356498,15.75595125658873,19.241881404893856,20.904544960366874,6.398060534644704,1.561877787131964,10.701049976290232,342.4335992412874,0.9999928628059678,0.7163016076505312,0.2863384344907262,0.010916895519340072,True,1.32677136530396,2207,8.076773574104104,4.038386787052052,False,0.5262570703143254,0.45201807533718913,0.42249095212145416,1.249860541996523,45.31481205255321,12942.32377044355,9.030875489933765e-05,0.003274224697442256,0.9351484473186207,1.1642389962431408,1.0698881788295593,False,64,0.5
5.6000000000000005,14030.204343090145,3.700102078046887,18644.853152066713,16.014395228301915,15.763882770434446,19.241881404893856,20.89258241577618,6.510684574613375,1.5861046361184967,10.701049976290232,342.4335992412874,0.9999934066825145,0.7133966011531431,0.290529196607244,0.011298756094691543,True,1.325344949593303,1161,6.52000411973073,3.260002059865365,False,0.7036367425644664,0.45796530815066294,0.4282959711450555,1.6711372635906077,45.91102214210396,13120.151095075666,0.00011910997322099876,0.0032722988931173386,0.935136137310596,1.5364411453039182,1.0692729771103988,False,64,0.5
5.7,14223.177808555258,3.391101595697425,18703.92952345758,16.017531004507386,15.763882770434446,19.241881404893856,20.89258241577618,7.424399344889115,1.6101853311052483,10.701049976290232,342.4335992412874,0.9999946170918091,0.7129425207751859,0.2953852816000869,0.011716346282813013,True,1.325344949593303,2270,8.152905640800292,4.076452820400146,False,0.7348567344917786,0.46136343072654,0.4341682943218332,1.745284744417974,46.25168393033564,13300.040173071087,0.00012270708894380716,0.0032518530354387607,0.9350962458664546,1.5927936319845513,1.0626373154382114,False,64,0.5
5.8,14408.232671305861,3.2023899250849674,18693.70221803272,16.015522765630603,15.771810295587505,19.235384061671343,20.89258241577618,6.092481532286831,1.6344021243345166,10.701049976290232,342.4335992412874,0.9999951128545215,0.7099971383567102,0.29935420874249963,0.01210796554690644,True,1.3246787796846198,3476,9.397169335093949,4.6985846675469745,False,0.39593988245601486,0.4371112117265931,0.4398602304833364,0.9403572208330353,43.82039897559096,13474.403387982475,6.526527175715077e-05,0.003041344485147004,0.9351877982104553,0.9058104020989277,0.9937502448136252,False,64,0.5
5.9,14589.356595744825,3.646764552627878,18794.186411605395,16.017228972953138,15.771810295587505,19.241881404893856,20.89258241577618,6.702181677954491,1.6580695264573848,10.701049976290232,342.4335992412874,0.9999922308435768,0.7124287553742081,0.30513277489898993,0.012583191541809969,True,1.3246787796846198,1507,7.112269658228999,3.5561348291144994,False,0.3857918448770553,0.44558072590096903,0.44546000626142374,0.9162556315830064,44.669467771572144,13645.943419308542,6.28030184586923e-05,0.003061784628980868,0.935335518722502,0.865818071679335,1.0002709999502726,False,64,0.5
6.0,14761.465196399076,3.5157048648552425,18809.35584399802,16.017556839243067,15.771810295587505,19.241881404893856,20.89258241577618,5.977018660041484,1.6815253432748907,10.701049976290232,342.4335992412874,0.9999920452457451,0.711971886073972,0.3097982744865621,0.013023220438631038,True,1.3246787796846198,2144,7.999178545777086,3.999589272888543,False,0.7074833558779923,0.448799296132021,0.4507825252823528,1.6802729702102317,44.99212943723511,13808.990140421294,0.00011382833261159732,0.003047944688323387,0.9354755748629797,1.5763914114292092,0.9956004746433115,False,64,0.5
6.1000000000000005,14934.567839836378,3.483272525447003,18814.438993729753,16.01887109353669,15.771810295587505,19.248376554920156,20.89258241577618,6.305528992626768,1.7041890365570556,10.701049976290232,342.4335992412874,0.9999950123088948,0.7092722918761861,0.3140818350522077,0.01345806293852911,True,1.3246787796846198,2475,8.391292593783009,4.195646296891504,False,0.5989563758797678,0.4638991644588142,0.4561091438929729,1.4225213927144484,46.50589123699612,13972.1624458024,9.525025484299742e-05,0.0031139763624727446,0.9355585374578524,1.2911348451737603,1.0170792904947092,False,64,0.5
6.2,15114.783666635434,3.75450090919869,18825.44037981177,16.018726660633295,15.7797338380595,19.248376554920156,20.910523666326483,6.888683477802715,1.7271738652201503,10.701049976290232,342.4335992412874,0.9999956793082064,0.7073680430053372,0.318044954872338,0.013888370433892587,True,1.325150593851711,1591,7.242033400196125,3.6210167000980626,False,0.525574347384828,0.49080321370483665,0.4615391907720342,1.2482390750389665,49.20302217390987,14138.503108116263,8.258398549192241e-05,0.003255291194310723,0.9354088963460175,1.0708453667560993,1.06340528284034,False,64,0.5
6.3,15288.407649418166,3.5281789252145423,18920.402407740825,16.016932460741977,15.75595125658873,19.254869513969705,20.910523666326483,6.469886266042895,1.7499632522912814,10.701049976290232,342.4335992412874,0.9999947914493378,0.7087739114905022,0.3235980538676447,0.014398362790731152,True,1.3271508223016522,2464,8.378842586487032,4.189421293243516,False,0.31990024060764805,0.4624850695963456,0.4669163852820359,0.7597630714431641,46.364128227033646,14303.224723989086,4.96953697772494e-05,0.003032632913133902,0.9355601349715074,0.6916985252882978,0.9905094020570437,False,64,0.5
