backend_used,grid,L,dt,T,peak_initial,peak_min,peak_max,peak_final,PR_initial,PR_final,Rrms_initial,Rrms_final,mass_final,kstarL_final
numpy,36^3,32.0,0.0025,8.0,0.7782178184668025,0.35699434278469633,2.253535647253026,2.0051898031036726,2.1843516284693734,18704.369090846143,0.6588734042754464,16.01404743186332,8773.747756948473,21.991148575128552
