t,norm,peak,PR,R_rms,r50,r80,r90,Vmem_peak,Vmem_mean,k_star,k_star_L,crystallinity,M1,M2,M3,finite,n_det,n_raw,pair_sep,pair_sep_com,n_blobs_ok,ax,ay,az,bx,by,bz,mass_a,mass_b,peak_a,peak_b,two_blobs,peak_n_cells_half,peak_r_cells,peak_width_phys,artifact_1_2_cells,N,dx
1.3,3993.212973219705,1.3593453820599446,16467.89437914652,15.998898010041914,15.748015748023622,19.222382786741086,20.89258241577618,3.20020898713502,0.37301983232772873,10.30835089459151,329.8672286269283,0.9999862500682338,0.6530458259114253,0.04226825991127338,0.0006052410656150263,True,0,9269,nan,5.664114197672264,2,-2.6768397305686626,-0.09999921629696829,-0.368150402741092,2.970788220748478,-0.3052085038227599,0.011819748832721189,9.071407690658585,8.57200292780655,0.8147634762915239,0.762303854420842,False,940,6.076867234199315,3.0384336170996575,False,64,0.5
1.4000000000000001,4282.635121282219,1.6287383744618584,16514.187870918773,15.998869392296916,15.732132722552274,19.235384061671343,20.89258241577618,3.219564155739763,0.40436378248146293,10.30835089459151,329.8672286269283,0.9999848928439842,0.6612728155158979,0.04738030829665029,0.0006968741555339096,True,0,8725,nan,5.629533932733863,2,-2.647212238684432,-0.03539906442120433,-0.396134575592864,2.9599832002465014,-0.387746233747551,-0.03995613477724369,9.006870783762018,8.87512691022441,0.8454389363421919,0.7333678661636586,False,473,4.833453117570353,2.4167265587851765,False,64,0.5
1.5,4572.860997825566,1.6421041417969011,16504.225414576387,15.993953530510426,15.732132722552274,19.222382786741086,20.89258241577618,4.1429913529969475,0.43572746625459424,10.112001353742146,323.5840433197487,0.9999866944390677,0.6648821251089455,0.052382251990936025,0.0007912061408402132,True,0,9098,nan,5.613757387494573,2,-2.652700906903574,-0.003934035851598239,-0.4382075464831292,2.93897362116304,-0.39537601587565696,-0.1312529014690007,9.357078553743632,9.176882559355676,0.999925805352062,0.7764074400447458,False,707,5.526416359429567,2.7632081797147836,False,64,0.5
1.6,4858.248542478967,1.8689167578539527,16535.562758226362,15.987411536682295,15.732132722552274,19.215878850575635,20.886598574205422,3.4226288174796906,0.46742845211477474,10.112001353742146,323.5840433197487,0.9999865173205115,0.6714772782540483,0.05770832178149407,0.0008948561484271822,True,0,8625,nan,5.516349807627676,2,-2.6168793343528183,0.026202118564651045,-0.48617863714176757,2.875456986577653,-0.36439785153447346,-0.15183061298072253,9.981795367189328,9.813055918461778,1.047750433451806,0.8419228191388783,False,418,4.638339757884534,2.319169878942267,False,64,0.5
1.7,5132.666347057662,1.949008126064935,16605.376082929808,15.981781994778444,15.732132722552274,19.215878850575635,20.8806130178211,3.7291586890320656,0.49856098194774745,10.701049976290232,342.4335992412874,0.9999871505243353,0.6786109310287101,0.0634694316118911,0.0010103067681577205,True,0,8806,nan,5.54781814168338,2,-2.6631735672670214,0.06346111262444154,-0.5917988760494737,2.8560916089176587,-0.27385031929708603,-0.14211115546842912,10.513275502905376,10.500660436772161,0.9612020607301152,1.0445715003669511,False,415,4.62721659826314,2.31360829913157,False,64,0.5
1.8,5413.898658312173,1.878237611837929,16631.142794364416,15.98383509537226,15.732132722552274,19.215878850575635,20.886598574205422,3.716857446189683,0.5297702358713656,10.701049976290232,342.4335992412874,0.9999857840771619,0.6810949381601138,0.0689198446597604,0.001126057044400571,True,0,9187,nan,5.689990378151348,2,-2.734544856809478,0.08515964886522909,-0.6729692220143466,2.9158964696114005,-0.2608474968593306,-0.09957374310164369,11.01492130206995,10.896071339630481,1.2023649255087427,1.3053414462773645,False,747,5.628733205581286,2.814366602790643,False,64,0.5
1.9000000000000001,5680.803712481615,1.8347413043326501,16607.97423643119,15.987626840922887,15.732132722552274,19.222382786741086,20.8806130178211,4.7428904690487075,0.5606415078634607,10.701049976290232,342.4335992412874,0.9999869886630712,0.6847213703724313,0.07452401788569102,0.0012495896900341346,True,0,9385,nan,5.89115999569266,2,-2.8641588032990164,0.09766335732624398,-0.6850544265011074,2.9816365793352837,-0.2914150236986224,-0.06775348478781851,11.594816971470781,11.200789522106943,1.1388196402691224,0.9308002306357164,False,1114,6.430807760406975,3.2154038802034877,False,64,0.5
2.0,5948.476330732359,2.3294961853072778,16667.375243365164,15.987625470029085,15.724185193516387,19.222382786741086,20.886598574205422,6.300866016905743,0.5911488240522308,10.701049976290232,342.4335992412874,0.9999859284061127,0.690094163925581,0.0804592933764092,0.0013843036040645789,True,0,8549,nan,6.025148220404083,2,-3.016690752572572,0.06446888796686778,-0.6131734923988059,2.9766501322480714,-0.3135322926236608,-0.12389726811647783,12.229746652488027,11.548576629797351,1.151212089598871,1.0197940846194233,False,337,4.316983915364503,2.1584919576822514,False,64,0.5
2.1,6216.853343843965,1.9801764415967256,16742.14879148015,15.992759997108672,15.732132722552274,19.222382786741086,20.886598574205422,4.471102687406922,0.6217538008954646,10.701049976290232,342.4335992412874,0.9999851667773941,0.6930604981148301,0.08644149350656334,0.0015257886518706698,True,0,9403,nan,6.150881025728829,2,-3.1240676943795425,0.049527236910677175,-0.6771425684173611,2.996127305940391,-0.3344787629224708,-0.1985091566897932,12.623645616488574,12.213370830591742,1.0786150305966726,1.1449972262116082,False,1188,6.570159968596208,3.285079984298104,False,64,0.5
2.2,6475.03643241787,2.2960756109914238,16787.53941193537,15.995114348646329,15.724185193516387,19.222382786741086,20.89258241577618,4.4380235035542555,0.6521915009605065,10.701049976290232,342.4335992412874,0.9999853297172255,0.6965031094816309,0.09253124455481872,0.0016754522214665391,True,0,9104,nan,6.312186428412066,2,-3.2733618139642715,0.037068140265525074,-0.719882195562052,3.010827253005221,-0.36067680146458514,-0.2789011994423909,13.002096062650612,13.260259639125017,1.1063822702276085,0.9936881482540174,False,572,5.149548346011529,2.5747741730057645,False,64,0.5
2.3000000000000003,6744.39128791427,2.3979199411583685,16834.56418181973,15.992401047112233,15.724185193516387,19.222382786741086,20.89258241577618,5.030675979489041,0.682613178930964,10.701049976290232,342.4335992412874,0.9999824174067486,0.6971910844729897,0.09828589021847536,0.001825250844877091,True,0,9038,nan,6.457687546109803,2,-3.4273146774996555,0.014368603134538915,-0.7680006359322675,3.0006248585207445,-0.40982799381261437,-0.3170250139902997,13.148736822902393,14.129689258855738,1.2432234242962026,2.3979199411583685,False,570,5.143539532682422,2.571769766341211,False,64,0.5
2.4,7007.054860831124,2.295092162482789,16890.72319053728,15.99241848109694,15.724185193516387,19.222382786741086,20.89258241577618,5.047443868632752,0.7133590895413422,10.701049976290232,342.4335992412874,0.9999824045514317,0.700942912022465,0.10428129772748097,0.0019856237630571983,True,0,9324,nan,6.481927804260112,2,-3.4895327826192677,-0.027809950867796474,-0.7474095345145706,2.96514526112394,-0.4641517793110985,-0.34476177280414433,12.746251000586962,14.179276453133415,1.5932524597849087,1.23254334502234,False,906,6.002698486752613,3.0013492433763065,False,64,0.5
2.5,7263.799230238399,2.676298127377007,16921.20336668222,15.99518437764397,15.724185193516387,19.235384061671343,20.89258241577618,5.203964878817733,0.7437008039766365,10.701049976290232,342.4335992412874,0.9999823595658157,0.7016321939594062,0.11023458388305836,0.0021517808534629395,True,0,8889,nan,6.460512186101623,2,-3.4867075531763803,-0.06246861402631865,-0.6232776193758411,2.9492125792805908,-0.561855046986441,-0.3629644503313756,13.239299771604628,13.86494984836163,1.2711115229127232,1.5209509648128647,False,407,4.597290350585027,2.2986451752925134,False,64,0.5
2.6,7516.026377805818,2.276938987465018,16997.54937255992,15.99878883770102,15.732132722552274,19.241881404893856,20.898564544006366,4.9264608888206025,0.7736374749339285,10.701049976290232,342.4335992412874,0.9999820823495755,0.7049518542288652,0.11657000636322877,0.002332294460991051,True,0,9555,nan,6.492077409873568,1,-3.4549082165917504,-0.08444297192733075,-0.5253853091644487,3.011634025369819,-0.6416174314377123,-0.3823568141480731,13.525134851890678,14.76728273476446,1.1004355860162178,1.3141443004153368,False,1335,6.830684381583356,3.415342190791678,False,64,0.5
2.7,7768.714347966224,2.2493853510433506,17077.705710794988,15.99868411204431,15.732132722552274,19.241881404893856,20.89258241577618,5.121139406633755,0.8034293579020648,10.701049976290232,342.4335992412874,0.9999820372119518,0.7078803573323706,0.1228644280688766,0.0025192916450420613,True,0,9543,nan,6.56066851067535,1,-3.4444215487210457,-0.119667406574953,-0.42410355491086627,3.0868198154018955,-0.7403575024016291,-0.42293930438626504,13.975886340256551,15.173534859799798,1.1243574327694437,1.1945810532724843,False,1691,7.390690223047648,3.695345111523824,False,64,0.5
2.8000000000000003,8025.247848546074,2.6748346802994116,17072.339127252166,16.002867427494976,15.732132722552274,19.241881404893856,20.89258241577618,5.293050280754395,0.8334039503462394,10.701049976290232,342.4335992412874,0.9999811086192355,0.7066604942755902,0.12835390378679945,0.0026966448307635367,True,0,9183,nan,6.597020818525478,2,-3.4035536425679638,-0.08732174698647377,-0.38601832421604954,3.156923241307503,-0.7760467245314882,-0.4665455959929954,15.75141710027426,15.139292254263859,1.3451627413170395,1.2992294919330676,False,656,5.390202444799826,2.695101222399913,False,64,0.5
2.9,8274.071105818126,2.8015879629988008,17102.726691368785,16.001716876001982,15.732132722552274,19.241881404893856,20.89258241577618,6.064455021122764,0.8632473427672812,10.701049976290232,342.4335992412874,0.9999863042891947,0.70864933252,0.13426419204251855,0.0028896207292949242,True,0,9177,nan,6.586431948531399,2,-3.328886677227562,-0.05428161581720836,-0.39980390987995484,3.2209372912490366,-0.7424026854197621,-0.4857177514517055,16.422794013892187,16.043471973721573,1.6740799131252222,1.322270103324908,False,589,5.200066471311164,2.600033235655582,False,64,0.5
3.0,8507.781531142964,2.5631023122609773,17151.99800162617,16.001958284806804,15.732132722552274,19.241881404893856,20.898564544006366,5.966564826630237,0.89250667705652,10.701049976290232,342.4335992412874,0.9999792828436213,0.7115330702049791,0.1407189050991127,0.003101962434546614,True,0,9517,nan,6.526533830741669,2,-3.2227447963894384,-0.0724223366284118,-0.4416723328608789,3.27297079239041,-0.7029492182542754,-0.5029804485157161,17.23451385700328,16.463064080402265,1.4364069251658902,1.809672332334838,False,1260,6.700295839344218,3.350147919672109,False,64,0.5
3.1,8751.638469321608,2.7166979249500356,17295.37422238822,16.003925594816206,15.732132722552274,19.241881404893856,20.904544960366874,5.658331009400898,0.9215808768392721,10.701049976290232,342.4335992412874,0.999977935705225,0.7141294652456215,0.14751632712517096,0.0033304173318313593,True,0,9347,nan,6.437893328394107,2,-3.110846511632399,-0.09883248008204149,-0.4931153565948403,3.297772951276425,-0.710535452293696,-0.4496807943776435,17.450759932256695,16.753790008039402,1.4422532579392975,1.6737895550706496,False,922,6.037828465677311,3.0189142328386556,False,64,0.5
3.2,8988.096765411145,3.0375667442133043,17348.752770414947,16.000401104956605,15.732132722552274,19.235384061671343,20.904544960366874,6.159192413501015,0.9505116337220298,10.701049976290232,342.4335992412874,0.999969532018859,0.7150980972757502,0.15371342439847813,0.003553812297824607,True,0,9067,nan,6.396758811309645,2,-3.1307573486041154,-0.08618004256123868,-0.5053729554673208,3.235173730904755,-0.7074724097381058,-0.41911418490820296,17.77866715545263,17.049668714760834,1.576555495288449,1.3812185838548885,False,526,5.007631680224948,2.503815840112474,False,64,0.5
3.3000000000000003,9219.874135044876,2.6408037265533317,17398.90307426936,16.002283403237048,15.732132722552274,19.222382786741086,20.89258241577618,5.820933842767002,0.9790078796487548,10.701049976290232,342.4335992412874,0.999970568243829,0.7149153431817953,0.15993899436938752,0.0037860540782847936,True,0,9496,nan,6.431310465654445,1,-3.1780164240175584,-0.043582098969320526,-0.5288995081763161,3.217457257610725,-0.7190315192448509,-0.4702584484501706,18.42510525032774,16.861329774090166,1.5736112294995213,1.3943986294405082,False,1459,7.03594162394721,3.517970811973605,False,64,0.5
3.4,9455.549351329426,2.828940660043876,17474.48361513186,16.006393652210903,15.732132722552274,19.241881404893856,20.89258241577618,6.246625053855084,1.0077160725913668,10.701049976290232,342.4335992412874,0.9999716261584429,0.7161330297691302,0.16617371992654884,0.0040267687200685265,True,0,9403,nan,6.408562678757882,1,-3.156910023764997,2.344081254435082e-05,-0.49857965507591473,3.210691400778515,-0.7227340151257007,-0.46776787801732134,19.042387976172783,17.747797882270618,1.8512491154192323,1.3917376159673844,False,1090,6.384290343430533,3.1921451717152665,False,64,0.5
3.5,9683.346411064098,2.673707257134921,17539.59333111382,16.009325855470895,15.732132722552274,19.241881404893856,20.89258241577618,5.86178027103276,1.035879549507606,10.701049976290232,342.4335992412874,0.9999772234745404,0.7174056437083958,0.17247594548221004,0.004277784512114487,True,0,9515,nan,6.447708392851283,2,-3.180173904058707,0.04520223941583268,-0.4643195146465082,3.2289881854799134,-0.6586527815917247,-0.45116889989821907,18.49575359943892,18.680142715910787,1.7318244625167316,1.6601562924585513,False,1730,7.44707677649614,3.72353838824807,False,64,0.5
3.6,9908.723475880963,2.722133575742575,17550.329323615457,16.009990598777975,15.75595125658873,19.241881404893856,20.89258241577618,6.719104412830794,1.0638678332310816,10.701049976290232,342.4335992412874,0.9999806826596286,0.7159534292364914,0.17821085340962778,0.0045232421156331725,True,0,9484,nan,6.50983711871328,2,-3.2341761572530725,0.06572115485010954,-0.47634153155471815,3.2443227943540975,-0.5719372423550428,-0.4557888023982919,19.43154887771876,20.41850702039543,1.530494090184291,1.9358926234035532,False,1729,7.445641610383036,3.722820805191518,False,64,0.5
3.7,10137.76959455189,3.020787379864113,17649.737314271788,16.0112960688135,15.763882770434446,19.235384061671343,20.89258241577618,5.932603544301805,1.091779161949468,10.701049976290232,342.4335992412874,0.9999805680445798,0.7182417397349624,0.18458327285585385,0.004793642878170697,True,0,9428,nan,6.588411266934125,1,-3.3477523319270084,0.07379863434629641,-0.4672300091038384,3.21549680269629,-0.4982093387842319,-0.5283094475930579,20.866704030550025,21.250549310312177,1.47656149096234,1.831913663257198,False,966,6.132386313620396,3.066193156810198,False,64,0.5
3.8000000000000003,10362.421588397476,2.824532485320545,17705.32801345227,16.013318655390638,15.763882770434446,19.235384061671343,20.904544960366874,5.978819973268748,1.1196395688672873,10.701049976290232,342.4335992412874,0.9999755568723113,0.7179697143939305,0.19055370787643786,0.00506261670259975,True,0,9451,nan,6.581824346229514,2,-3.4042306557915083,0.009484897278714044,-0.411192816121952,3.1599589762330673,-0.4255938982403933,-0.6174272485774992,21.814865895886744,20.76136261716354,1.807199141119086,2.118819823529785,False,1698,7.400874257890996,3.700437128945498,False,64,0.5
3.9,10588.666433013233,3.0838974391565785,17767.639831879067,16.00926755803388,15.763882770434446,19.235384061671343,20.898564544006366,6.06452328818156,1.1475370700108922,10.701049976290232,342.4335992412874,0.9999755910341411,0.7184410870895314,0.19644852743845653,0.005338162229818011,True,0,9379,nan,6.618919361724203,2,-3.421615461432058,-0.061311707146995076,-0.3328139408275419,3.178286631152588,-0.41038025085483554,-0.6927264817288492,22.497931694936533,21.39976009584117,2.1061302493585017,2.1785697930370627,False,1050,6.30521978898456,3.15260989449228,False,64,0.5
4.0,10793.883255299634,3.102430220197504,17833.27351015314,16.014330945487046,15.763882770434446,19.241881404893856,20.910523666326483,5.436739910000843,1.1745559628387814,10.701049976290232,342.4335992412874,0.9999762915193042,0.7204539314236416,0.2030357868251108,0.005642134370593724,True,0,9342,nan,6.719856774388699,1,-3.4859959399051714,-0.05619718611012736,-0.33852340911563594,3.2122060408844675,-0.4109816677688407,-0.744347588308564,22.621633887725352,22.224246346381953,1.7377697863771588,1.6180666343932077,False,1051,6.307220810949739,3.1536104054748697,False,64,0.5
4.1,11017.161946803466,2.930650319622632,17932.578567858713,16.017447451076492,15.763882770434446,19.241881404893856,20.904544960366874,6.3510870663539585,1.2016171990569156,10.701049976290232,342.4335992412874,0.9999777383830375,0.7211971481903054,0.20920508676015684,0.005944505340271144,True,0,9459,nan,6.810820347766397,2,-3.4682743660476802,-0.09250000274293946,-0.300769217440374,3.3207890126957693,-0.42329305389524485,-0.7325888629669546,21.709632079374487,22.08272995080911,2.074266232719505,2.064355505009274,False,1697,7.399421111523801,3.6997105557619006,False,64,0.5
4.2,11236.695660829399,3.0903585517988845,17988.43099377434,16.016520853019305,15.763882770434446,19.248376554920156,20.904544960366874,5.889646054106285,1.2287581263742449,10.701049976290232,342.4335992412874,0.9999768602657615,0.7196495549700408,0.21491233418577133,0.00624286092927834,True,0,9394,nan,6.882449651553299,2,-3.4886298626695975,-0.10496644446157788,-0.30588018533331507,3.368818995847345,-0.4594403393381512,-0.7726313147822275,21.89315130664412,22.18972486982805,1.8181624836790353,1.7694437893078843,False,1302,6.773931360039342,3.386965680019671,False,64,0.5
4.3,11451.26183371706,3.3743461793204603,18000.75795161589,16.018172004315876,15.763882770434446,19.248376554920156,20.910523666326483,6.377876165527869,1.2558839293316866,10.701049976290232,342.4335992412874,0.9999803352878424,0.7175854706417737,0.2201588950611963,0.006536821339007477,True,0,9167,nan,6.909332707108501,2,-3.50196963193072,-0.15475492738982766,-0.31920159192731035,3.3865224820843203,-0.4614874640204025,-0.759053843989351,22.0537499233767,22.589260206304154,1.976997639014588,1.9581583987754165,False,839,5.850923913598703,2.9254619567993516,False,64,0.5
4.4,11660.383502958346,2.919146264888622,18097.388357056396,16.016987145023194,15.75595125658873,19.254869513969705,20.910523666326483,6.267036988254934,1.282404937168404,10.701049976290232,342.4335992412874,0.9999840548259453,0.7199554531287531,0.22650903917009615,0.00687319048489187,True,0,9429,nan,6.914318452459466,1,-3.523793674802846,-0.188700677017982,-0.3442708753099595,3.3725624567398604,-0.47878459318058475,-0.7491450416117189,23.0923895172977,22.195326413353122,1.807518343669323,1.684714246670724,False,2273,8.15649564815143,4.078247824075715,False,64,0.5
4.5,11870.365017250657,3.0736138265858663,18112.2165615946,16.01577737070223,15.75595125658873,19.248376554920156,20.910523666326483,7.005566146378521,1.308939727887235,10.701049976290232,342.4335992412874,0.9999862041127346,0.7182977863009665,0.23168542959402552,0.00718350868973032,True,0,9417,nan,6.909619841562784,0,-3.5375008546799585,-0.23092258895106887,-0.3723551987917304,3.356126572448062,-0.5134336694296504,-0.74776795866177,23.533270419057402,22.62749554018071,1.617873479182803,1.7282249188251673,False,1845,7.608562055278859,3.8042810276394294,False,64,0.5
4.6000000000000005,12071.386039864308,3.1620204513384524,18178.197944567633,16.014961548386914,15.75595125658873,19.241881404893856,20.910523666326483,6.178753246057333,1.3351766187988119,10.701049976290232,342.4335992412874,0.999988604177954,0.7196147421708267,0.2377214385801727,0.007530273194746665,True,0,9368,nan,6.811461861477507,1,-3.4584858311881916,-0.18308466973791226,-0.4167757702333983,3.334231410920154,-0.5645294441843873,-0.7476912325105474,23.995886902246074,24.791254552448475,1.9108855659040285,1.8059709024960207,False,1666,7.35408755182371,3.677043775911855,False,64,0.5
4.7,12277.719094310538,3.054258808029816,18194.223109161136,16.017949691131957,15.763882770434446,19.248376554920156,20.910523666326483,6.35719638800253,1.3609108543876223,10.701049976290232,342.4335992412874,0.9999941594112433,0.7184224768155691,0.24276018106893957,0.007854983308516385,True,0,9421,nan,6.835564509557523,1,-3.495144556534658,-0.16054835715759808,-0.49063306329252043,3.3232351550502024,-0.5565478840164193,-0.7696037565524474,24.123657963253727,25.512332081739455,1.9600441810297855,1.839685528044803,False,2266,8.148114040730496,4.074057020365248,False,64,0.5
4.8,12480.207585196229,3.0635773999298985,18306.506244542164,16.019492958610112,15.763882770434446,19.248376554920156,20.910523666326483,6.286678393914715,1.3867536231439632,10.701049976290232,342.4335992412874,0.9999913887990329,0.7200162655172038,0.2491288228857401,0.00823255669771843,True,0,9370,nan,6.895559879820718,2,-3.5436801401623548,-0.2305187200231238,-0.612507651638122,3.344606723940128,-0.48887001176665024,-0.7955506631975862,23.224784613178304,24.916575173429266,1.9891267615650805,2.14742132911632,False,2247,8.125276604724395,4.062638302362197,False,64,0.5
4.9,12678.269313868688,3.043934107519962,18382.354241153054,16.018885232928707,15.763882770434446,19.248376554920156,20.910523666326483,6.294065269017859,1.4122630516001013,10.701049976290232,342.4335992412874,0.9999873158187332,0.7217532673824886,0.2550702499936127,0.008606745206862111,True,0,9382,nan,6.949669275392564,2,-3.6098355063967915,-0.3515830922691272,-0.652759501278835,3.3364542359708764,-0.4634078084728195,-0.8383856989425347,24.456597881726747,25.34479939842612,2.271204608111513,2.0349735741158415,False,2539,8.463006943441833,4.231503471720917,False,64,0.5
5.0,12877.14177606361,3.268526069732071,18395.827495994865,16.01971894407244,15.75595125658873,19.248376554920156,20.898564544006366,6.393299667835278,1.4376174974991769,10.701049976290232,342.4335992412874,0.9999865213911552,0.7182042619069401,0.2599529518153256,0.008955794781323679,True,0,9218,nan,6.968626881793214,0,-3.617554529056193,-0.5041490201208632,-0.6439301818958238,3.348293639084986,-0.4826495533243538,-0.8395259103325117,25.269059020663235,26.732135012485053,1.9456994211437828,1.94333001458407,False,1766,7.498378578382293,3.7491892891911465,False,64,0.5
5.1000000000000005,13080.401085374662,3.39821356811558,18410.612180533713,16.016723382415492,15.748015748023622,19.248376554920156,20.904544960366874,6.768253570703088,1.4629948124671053,10.701049976290232,342.4335992412874,0.9999923436293096,0.7167779491939138,0.26454779762524316,0.009303794774217475,True,0,9372,nan,6.910751499443363,2,-3.6309667692963394,-0.5561390396159673,-0.6426973978467956,3.2778457945980577,-0.5074788480013162,-0.7989901673073341,27.141201331222724,26.732667324985897,3.0809306512975487,2.3459202804097283,False,1525,7.140474591784552,3.570237295892276,False,64,0.5
5.2,13282.862178176154,3.208554683349649,18517.329247703463,16.017632714070768,15.75595125658873,19.241881404893856,20.904544960366874,6.147360048281425,1.488507874587074,10.701049976290232,342.4335992412874,0.9999918278329653,0.7175978113743781,0.27039878744081863,0.009705350734904281,True,0,9209,nan,6.870337341559776,2,-3.642853741130896,-0.5714467340734437,-0.707046133959004,3.2274154348870994,-0.5806845535850798,-0.7362231553685117,28.010830080877312,26.117911318503257,2.042229972552937,2.226176192245049,False,2290,8.176779585687367,4.088389792843683,False,64,0.5
5.3,13471.050669588769,3.251316017045744,18534.205591063084,16.014233516888535,15.75595125658873,19.241881404893856,20.904544960366874,6.282638490992236,1.5135996822228601,10.701049976290232,342.4335992412874,0.9999910461914392,0.7170866772139849,0.27538986349461214,0.010086515710685145,True,0,9160,nan,6.790705420810961,2,-3.6417218316424016,-0.4687770142878893,-0.787016512977571,3.1456526408697627,-0.6457276595003396,-0.6690489272580304,28.410116410081702,26.519684818859915,2.825691972988817,2.1414886615607536,False,2220,8.092600876636418,4.046300438318209,False,64,0.5
5.4,13654.298687337046,3.3340956432956195,18575.51560733243,16.01420971126607,15.75595125658873,19.241881404893856,20.904544960366874,6.18107390694568,1.5379449754947687,10.701049976290232,342.4335992412874,0.99999001062119,0.7171055017896476,0.2807940088922941,0.010493260637282792,True,0,9116,nan,6.760486268515239,1,-3.6252310357981905,-0.3692905087872429,-0.83399733219788,3.1251332417682356,-0.6614532171977441,-0.6072868146817232,28.278665118029114,25.641917491685856,2.55837420999823,1.8907050974286879,False,2044,7.872827951676785,3.9364139758383927,False,64,0.5
5.5,13841.877264023382,3.521448841923717,18645.603993797704,16.014512825235077,15.75595125658873,19.241881404893856,20.898564544006366,6.385628765214749,1.5620387419093253,10.701049976290232,342.4335992412874,0.9999921903459681,0.7162060050558711,0.28629453888249506,0.010915244605411548,True,0,9050,nan,6.645869076267212,2,-3.5679656119665566,-0.4185357308327404,-0.8272331444014647,3.071808178758488,-0.5957179082234312,-0.6045534127223551,28.70786026967575,26.235387509674176,2.155493256297168,2.310838119685818,False,1550,7.179282281027525,3.5896411405137627,False,64,0.5
5.6000000000000005,14032.909796812859,3.617416910814715,18643.071747685124,16.014605963788526,15.763882770434446,19.241881404893856,20.89258241577618,6.3432738714628805,1.586322708740468,10.701049976290232,342.4335992412874,0.9999926762240761,0.7132234070226945,0.29041533816075316,0.011294342543189896,True,0,9094,nan,6.521856265192117,0,-3.5106535824861123,-0.4656814487780476,-0.8245092252152642,3.0073324388309928,-0.6069785225050772,-0.6498595567453318,28.630494893080098,26.575487161572095,2.059235299697629,1.754447737121258,False,1360,6.873059437985092,3.436529718992546,False,64,0.5
5.7,14224.972063890433,3.221723470811928,18706.028806717677,16.018651773038478,15.771810295587505,19.241881404893856,20.89258241577618,7.556006193205772,1.6103992996954184,10.701049976290232,342.4335992412874,0.9999946143673648,0.7130198874502535,0.2953732003103836,0.011715822405902862,True,0,9149,nan,6.465996915990687,1,-3.4731181887843494,-0.468424492596359,-0.8419485831290068,2.9882138994874623,-0.6149977949290033,-0.6449205909212719,30.427799354184614,26.967389987744156,2.987706689500626,1.8266630280900022,False,3080,9.025834565322066,4.512917282661033,False,64,0.5
5.8,14410.017028383354,3.358143694221139,18692.080393232256,16.01708243711913,15.771810295587505,19.235384061671343,20.89258241577618,6.02825030832591,1.6346458484786481,10.701049976290232,342.4335992412874,0.9999954149572459,0.7100167915791927,0.2992871209179762,0.012105161631058714,True,0,9080,nan,6.513716356457163,0,-3.4418255378255527,-0.3449082413223046,-0.8393454840577554,3.0629573109480184,-0.6405325738808347,-0.6693245539400419,32.95611069962851,26.906368730199667,1.8943677791486375,1.98902485582605,False,2573,8.500615885538195,4.250307942769098,False,64,0.5
5.9,14590.2040915463,3.8346521506861384,18784.442225594605,16.018664288513694,15.771810295587505,19.241881404893856,20.89258241577618,6.501140167150469,1.658259716567061,10.701049976290232,342.4335992412874,0.9999928705936455,0.7121599553323523,0.30497240443347506,0.012576507554525178,True,0,8851,nan,6.606830424863262,1,-3.4618237605606517,-0.1405550515824956,-0.8664653965850224,3.1221368345702665,-0.6577782643705294,-0.6816647125618598,34.55397237197583,25.795018321990728,2.7608520574357263,1.935199712255492,False,1092,6.388192722362781,3.1940963611813906,False,64,0.5
6.0,14763.349405834526,3.3966667983147434,18822.88464733593,16.01925514823248,15.771810295587505,19.241881404893856,20.89258241577618,6.307892304688522,1.681685582451475,10.701049976290232,342.4335992412874,0.9999929484776806,0.7125813615354534,0.3099842543461406,0.013030743621394851,True,0,8963,nan,6.72020178191487,0,-3.4390080855362513,-0.04936932083569978,-0.9316364569828934,3.248011645829468,-0.6950619555223145,-0.7644236479974396,33.9494666532985,26.189377754868985,2.203349966489251,1.9371694035518414,False,2680,8.616853875390476,4.308426937695238,False,64,0.5
6.1000000000000005,14937.27138342546,3.526078750080635,18827.44960494743,16.020340376835613,15.7797338380595,19.248376554920156,20.898564544006366,6.583291809120313,1.7044396621519433,10.701049976290232,342.4335992412874,0.9999953506501257,0.7095185718728373,0.3142367579169035,0.013464204048291689,True,0,8962,nan,6.8031250301247574,0,-3.4432511167580966,-0.09579958828701862,-1.0090711716325362,3.331104314578994,-0.7096933680844408,-0.8917975917022272,30.50963403593694,25.9624034271073,2.0754551497681075,2.192084681918184,False,2228,8.102310065164055,4.051155032582027,False,64,0.5
6.2,15116.938769031356,3.3107826042822426,18843.721876325635,16.019381259177074,15.7797338380595,19.248376554920156,20.910523666326483,6.610290011413708,1.7274115880272531,10.701049976290232,342.4335992412874,0.9999975951624759,0.7079019840557559,0.3183203138716527,0.013899815958118646,True,0,8871,nan,6.804488425397489,0,-3.386390121422842,-0.21756765855066718,-1.2187322552930926,3.3938775598270325,-0.7580731316902618,-1.0266730574581722,30.755292733082122,26.110682406244536,2.0015630915125846,1.8431515697167398,False,3502,9.420541002303196,4.710270501151598,False,64,0.5
6.3,15290.874307233295,3.5652041805349195,18910.56848028685,16.017372818252436,15.75595125658873,19.254869513969705,20.910523666326483,6.308636231416142,1.7502406154713113,10.701049976290232,342.4335992412874,0.9999964021653213,0.7085193078338949,0.3233911288250687,0.014388402656253876,True,0,8888,nan,6.838877269944884,1,-3.4348176604316247,-0.2947461275743457,-1.3567891868375188,3.3817876931715922,-0.7940467563656206,-1.1226254648706284,31.15617544242975,27.138935983150628,2.132338710895752,2.562768393072245,False,2316,8.20760880265391,4.103804401326955,False,64,0.5
