snap,t,r,rho_shell
late,60.0,17.03183294109396,0.9962124595519587
late,60.0,17.609183210283582,0.9986069524870198
late,60.0,18.186533479473212,1.0007337065184556
late,60.0,18.763883748662835,1.0033014530567357
late,60.0,19.341234017852464,1.0018012675606995
late,60.0,19.918584287042087,0.9988327251798639
late,60.0,20.495934556231717,0.9925749908536539
late,60.0,21.07328482542134,1.0001381785221408
late,60.0,21.650635094610962,0.9992325588029612
late,60.0,22.22798536380059,1.000450441560154
late,60.0,22.805335632990214,1.0022506909724083
late,60.0,23.382685902179844,0.9915158946690221
late,60.0,23.960036171369467,1.002923162937067
late,60.0,24.537386440559096,0.9946546191286108
late,60.0,25.11473670974872,1.0141199050022605
late,60.0,25.69208697893834,0.9625131341945221
late,60.0,26.26943724812797,1.0072386136389644
late,60.0,26.846787517317594,0.9928113976652967
late,60.0,27.424137786507224,0.9796312710239105
