t,norm,peak,PR,R_rms,r50,r80,r90,Vmem_peak,Vmem_mean,k_star,k_star_L,crystallinity,M1,M2,M3,finite,peak_n_cells_half,peak_r_cells,peak_width_phys,artifact_1_2_cells,seed,N,dx,backend
0.0,0.9999999403953552,1.436251163482666,1.887306822655949,0.6117469882808411,0.5,0.7071067811865476,0.8660254037844386,0.0,0.0,0.2945243112740431,9.42477796076938,0.9988205432891846,0.0,0.0,0.0,True,1,0.6203504908994001,0.31017524544970004,True,21,64,0.5,mlx
0.1,326.6942443847656,2.8022139072418213,13990.906453617725,15.98912699629146,15.732132722552274,19.241881404893856,20.89258241577618,3.8488969339989128,0.011160259402936495,0.2945243112740431,9.42477796076938,0.99995356798172,0.13172695308034124,0.0006083344937287353,6.2807379338978305e-06,True,1,0.6203504908994001,0.31017524544970004,True,21,64,0.5,mlx
0.2,648.3401489257812,5.074291229248047,14564.08215935748,15.990639208413338,15.732132722552274,19.241881404893856,20.886598574205422,10.651855912432074,0.03470446566109399,10.701049976290232,342.4335992412874,0.9999632835388184,0.28451736074144435,0.001997171622687968,2.117110696176674e-05,True,1,0.6203504908994001,0.31017524544970004,True,21,64,0.5,mlx
0.3,968.06201171875,3.1996872425079346,15976.569468874015,15.989039554749048,15.724185193516387,19.222382786741086,20.886598574205422,11.928177643194795,0.06284545165417281,10.897399517139595,348.71678454846705,0.9999549388885498,0.39346371513341694,0.004087988454973328,4.460977088646572e-05,True,1,0.6203504908994001,0.31017524544970004,True,21,64,0.5,mlx
0.4,1284.760498046875,0.8641821146011353,16373.378963516494,15.985688424578928,15.724185193516387,19.215878850575635,20.886598574205422,8.376548656076192,0.09284702342110873,0.2945243112740431,9.42477796076938,0.9999611377716064,0.4568534829910329,0.0064422411425804115,7.231079436415489e-05,True,6,1.1272516517868265,0.5636258258934133,False,21,64,0.5,mlx
0.5,1599.050048828125,0.6381911039352417,16386.647144915736,15.98196253806449,15.724185193516387,19.209372712298546,20.886598574205422,3.6501131504774094,0.1234911209210729,10.897399517139595,348.71678454846705,0.9999644756317139,0.5007877810234739,0.009076264654526338,0.00010469198522743119,True,356,4.3966355066734675,2.1983177533367337,False,21,64,0.5,mlx
0.6,1909.5274658203125,0.6809400320053101,16425.071258787786,15.983424301479149,15.724185193516387,19.209372712298546,20.886598574205422,1.7022050477564334,0.1545448165977556,10.897399517139595,348.71678454846705,0.9999600052833557,0.5402114689206122,0.012191224771818257,0.000144444973960535,True,754,5.646260512850638,2.823130256425319,False,21,64,0.5,mlx
0.7000000000000001,2218.982421875,0.8379291892051697,16368.372515323366,15.974634126223597,15.724185193516387,19.20286436967152,20.8806130178211,1.626807700889185,0.18575273081469906,10.897399517139595,348.71678454846705,0.9999630451202393,0.5660335199724708,0.015586506438766185,0.00018972569819797,True,565,5.128455752431863,2.5642278762159316,False,21,64,0.5,mlx
0.8,2524.267822265625,1.1031556129455566,16402.75974474978,15.982163856520318,15.724185193516387,19.20286436967152,20.886598574205422,2.087773468717933,0.21713192398507294,10.701049976290232,342.4335992412874,0.9999645948410034,0.5903233654752378,0.019406263499878743,0.00024270003723354444,True,217,3.7278380899759567,1.8639190449879783,False,21,64,0.5,mlx
0.9,2826.55712890625,0.9812849164009094,16421.45492169753,15.988494906196127,15.732132722552274,19.215878850575635,20.886598574205422,2.3507697714492677,0.2484878835322189,10.701049976290232,342.4335992412874,0.9999621510505676,0.6080268943111156,0.023495121971873128,0.0003019256747472386,True,842,5.857889305787278,2.928944652893639,False,21,64,0.5,mlx
1.0,3118.27001953125,1.159532904624939,16449.85437048122,15.989055812295415,15.724185193516387,19.222382786741086,20.886598574205422,2.9269312700256704,0.2796749330597378,10.701049976290232,342.4335992412874,0.9999635219573975,0.6245578971573766,0.0279754277657674,0.0003694162931208705,True,551,5.085742061323295,2.5428710306616473,False,21,64,0.5,mlx
1.1,3410.935302734375,1.1780675649642944,16424.5806781871,15.98733934960216,15.724185193516387,19.222382786741086,20.886598574205422,2.371770950779319,0.3106847290103753,10.701049976290232,342.4335992412874,0.9999737739562988,0.6351295402772457,0.03250679793281493,0.0004410772632411703,True,887,5.960440223400198,2.980220111700099,False,21,64,0.5,mlx
1.2,3705.74853515625,1.566914439201355,16360.050900645521,15.987927779867961,15.724185193516387,19.222382786741086,20.89258241577618,2.708494158182293,0.34187568212400704,9.915651812892785,317.3008580125691,0.9999640583992004,0.6412410676468396,0.03703751497435953,0.0005163114502610401,True,245,3.8817344776970533,1.9408672388485266,False,21,64,0.5,mlx
1.3,3998.235107421875,1.372170329093933,16453.299683308764,15.997077270873156,15.732132722552274,19.235384061671343,20.89258241577618,3.3435949396342037,0.37325487690854364,10.897399517139595,348.71678454846705,0.9999661445617676,0.6527328834473837,0.042103921129012165,0.0006028717373447825,True,910,6.011519511178958,3.005759755589479,False,21,64,0.5,mlx
1.4000000000000001,4281.8916015625,1.9664857387542725,16454.904105247075,16.000727234675264,15.732132722552274,19.222382786741086,20.89258241577618,3.4436739943921566,0.40450742475005796,10.701049976290232,342.4335992412874,0.9999648928642273,0.6614387525751013,0.04724126790848525,0.0006946969189290054,True,128,3.126370567187088,1.563185283593544,False,21,64,0.5,mlx
1.5,4563.79345703125,1.4842240810394287,16567.496385048096,16.004553126178983,15.748015748023622,19.222382786741086,20.89258241577618,3.8401263907551764,0.43564050386748865,10.701049976290232,342.4335992412874,0.9999676942825317,0.6700170855487291,0.052810680060380075,0.0007975391620492832,True,1169,6.534945458991979,3.2674727294959895,False,21,64,0.5,mlx
1.6,4840.4580078125,1.7221237421035767,16546.759515387985,16.000441301331808,15.732132722552274,19.222382786741086,20.89258241577618,4.142529014125467,0.46643569062582924,10.701049976290232,342.4335992412874,0.9999726414680481,0.6733536158949167,0.05812314048261588,0.0009013561898544834,True,696,5.497605134632529,2.7488025673162646,False,21,64,0.5,mlx
1.7,5110.4873046875,1.7116024494171143,16590.29433604512,16.001014020875935,15.732132722552274,19.222382786741086,20.89258241577618,4.049159970507025,0.49716132831966714,10.701049976290232,342.4335992412874,0.999975323677063,0.6796492630908327,0.06384362649910881,0.0010165412367454751,True,944,6.085474706375493,3.0427373531877464,False,21,64,0.5,mlx
