run,run_id,backend_xp,backend_caps,stepper,N,L,dt,T,record_every,n_steps,n_records,dx,Lambda,nu,lam,Gamma,V_ext,seed,n_atoms,atom_sigma,min_sep,peak_frac_atom,ic_pair_sep_min,ic_pair_sep_mean,noise_amplitude,wall_s,norm_initial,norm_final,peak_initial,peak_max,t_peak,peak_final,PR_initial,PR_final,R_rms_initial,R_rms_final,r50_initial,r50_final,r80_initial,r80_final,r90_initial,r90_final,n_atoms_detected_initial,n_atoms_detected_final,nn_mean_initial,nn_mean_final,Vmem_peak_max,t_Vmem_peak,Vmem_peak_final,peak_early_mean,peak_early_std,peak_late_mean,peak_late_std,PR_early_mean,PR_early_std,PR_late_mean,PR_late_std,R_rms_early_mean,R_rms_early_std,R_rms_late_mean,R_rms_late_std,n_atoms_detected_early_mean,n_atoms_detected_early_std,n_atoms_detected_late_mean,n_atoms_detected_late_std,kstarL_early_mean,kstarL_early_std,kstarL_late_mean,kstarL_late_std,cryst_early_mean,cryst_early_std,cryst_late_mean,cryst_late_std,nn_mean_early_mean,nn_mean_early_std,nn_mean_late_mean,nn_mean_late_std
triad_chaos_eq,27,triad.ntri,"{""numpy"": true, ""cuda"": false, ""metal"": true, ""metal_mlx"": true, ""metal_native"": true}",memory_nls_strang_step_3d,32,32.0,0.0025,15.0,40,6000,151,1.0,-10.0,"(10.0, 0.5, 0.05)","(3.0, 1.0, 0.3)",0.05,None,0,12,1.2,4.8,0.2,5.130282118093113,15.910636479114208,0.015811388300841896,14.124376957988716,1.0,25585.351298397447,0.008359567992860266,3.5062534357271065,10.6,2.234611577836728,327.8127380424841,28851.932840743113,15.1029381849686,16.023042021119128,14.89966442575134,15.748015748023622,18.81488772222678,19.261360284258224,20.808652046684813,20.92844953645635,12,1238,8.85761060878636,2.249533847232651,9.38629830317737,4.7,5.141331792093404,1.3692033289935173,0.7825559799890289,2.1752966270505243,0.14253961175550878,16278.14622548051,2945.971093995932,28326.900032543483,394.77401803471633,16.02018413403463,0.16801184496152688,16.008579410580893,0.040048933323430146,1134.1935483870968,207.47318821800673,1204.0,23.0427372925936,98.88931135174671,11.229934067790838,102.49880712936688,3.060098929564653,0.5030556718832753,0.08964629408985998,0.1330152993983872,0.0108820644640833,2.4897225479828733,1.1626595960189843,2.2674769453721275,0.010059246497058336
