N_used,N_reference,dx,full_norm_final,full_peak_max,full_peak_final,full_PR_final,full_kstarL_late_mean,full_kstarL_late_std,full_cryst_late_mean,nomem_peak_max,nomem_peak_final,nomem_PR_final
40,128,0.5,1.00000000000759,1.6512073204824138,0.0006408817612827338,4720.477434920303,9.42477796076938,0.0,0.9727427109588047,4.170131021241038,3.88920217032239,0.5280632107759459
