kind,seed,family,score,best,best_score,kstar_used,kstar_own,kstarL_used,n_shell,C,C_star,M
isotropic_inj,3,SC,0.2718281402834576,BCC,0.7281718597165424,0.3141592653589793,17.27875959474386,6.283185307179586,18,0.9999819140100004,3.1220632023238164e-05,
isotropic_inj,3,BCC,0.7281718597165424,BCC,0.7281718597165424,0.3141592653589793,17.27875959474386,6.283185307179586,18,0.9999819140100004,3.1220632023238164e-05,
isotropic_inj,3,FCC,0.0,BCC,0.7281718597165424,0.3141592653589793,17.27875959474386,6.283185307179586,18,0.9999819140100004,3.1220632023238164e-05,
isotropic_inj,3,HCP,0.49867530342709804,BCC,0.7281718597165424,0.3141592653589793,17.27875959474386,6.283185307179586,18,0.9999819140100004,3.1220632023238164e-05,
isotropic_ownk,4,SC,0.4292195251791547,BCC,0.819351224438718,0.9424777960769379,0.9424777960769379,18.84955592153876,98,0.999986997015142,0.00044611328043120564,
isotropic_ownk,4,BCC,0.819351224438718,BCC,0.819351224438718,0.9424777960769379,0.9424777960769379,18.84955592153876,98,0.999986997015142,0.00044611328043120564,
isotropic_ownk,4,FCC,0.6271601453799207,BCC,0.819351224438718,0.9424777960769379,0.9424777960769379,18.84955592153876,98,0.999986997015142,0.00044611328043120564,
isotropic_ownk,4,HCP,0.5166136394165319,BCC,0.819351224438718,0.9424777960769379,0.9424777960769379,18.84955592153876,98,0.999986997015142,0.00044611328043120564,
isotropic_inj,4,SC,0.10626565700772386,BCC,0.8937343429922762,0.3141592653589793,0.9424777960769379,6.283185307179586,18,0.999986997015142,0.00044611328043120564,
isotropic_inj,4,BCC,0.8937343429922762,BCC,0.8937343429922762,0.3141592653589793,0.9424777960769379,6.283185307179586,18,0.999986997015142,0.00044611328043120564,
isotropic_inj,4,FCC,0.0,BCC,0.8937343429922762,0.3141592653589793,0.9424777960769379,6.283185307179586,18,0.999986997015142,0.00044611328043120564,
isotropic_inj,4,HCP,0.4826389973901469,BCC,0.8937343429922762,0.3141592653589793,0.9424777960769379,6.283185307179586,18,0.999986997015142,0.00044611328043120564,
isotropic_ownk,5,SC,0.3788908602289178,BCC,0.809767683517552,1.8849555921538759,1.8849555921538759,37.69911184307752,450,0.9999907086702996,0.0018424789912337234,
isotropic_ownk,5,BCC,0.809767683517552,BCC,0.809767683517552,1.8849555921538759,1.8849555921538759,37.69911184307752,450,0.9999907086702996,0.0018424789912337234,
isotropic_ownk,5,FCC,0.5719971948888212,BCC,0.809767683517552,1.8849555921538759,1.8849555921538759,37.69911184307752,450,0.9999907086702996,0.0018424789912337234,
isotropic_ownk,5,HCP,0.5624256222960928,BCC,0.809767683517552,1.8849555921538759,1.8849555921538759,37.69911184307752,450,0.9999907086702996,0.0018424789912337234,
isotropic_inj,5,SC,0.15896454006625832,BCC,0.8410354599337417,0.3141592653589793,1.8849555921538759,6.283185307179586,18,0.9999907086702996,0.0018424789912337234,
isotropic_inj,5,BCC,0.8410354599337417,BCC,0.8410354599337417,0.3141592653589793,1.8849555921538759,6.283185307179586,18,0.9999907086702996,0.0018424789912337234,
isotropic_inj,5,FCC,0.0,BCC,0.8410354599337417,0.3141592653589793,1.8849555921538759,6.283185307179586,18,0.9999907086702996,0.0018424789912337234,
isotropic_inj,5,HCP,0.5296768091470135,BCC,0.8410354599337417,0.3141592653589793,1.8849555921538759,6.283185307179586,18,0.9999907086702996,0.0018424789912337234,
isotropic_ownk,6,SC,0.0,FCC,1.0,16.336281798666924,16.336281798666924,326.7256359733385,200,0.9999635861185251,0.0008282644105661147,
