run,run_id,question,leitura,theta_core_unchanged,terms_isolated,kT_retuned,solver,backend,fp,N,L,dx,dt,T,n_steps,n_records,record_every,record_every_early,early_t,seed,hbar,m,Lambda,alpha,sigma,Gamma,nu,lam,fdt_couple,kT,D,bc,step_mode,V_ext,s_env,s_in,c_env,c_obs,c_obd,sep_ic,phases,phase_labels,normalize,y0,f_FDT,f_FDT_formula,noise_amp,noise_amp_formula,memory_update,max_nu_dt,iso_frac_in,iso_frac_out,re_iso_frac,has_marching_cubes,wall_s,started_america_sao_paulo,finished_america_sao_paulo,blew_up,blow_t,finite_final,peak_finite_all_t,peak_initial,peak_final,peak_max,t_peak,norm_initial,norm_final,PR_initial,PR_final,R_rms_initial,R_rms_final,r50_initial,r50_final,r90_initial,r90_final,pair_sep_initial,pair_sep_final,pair_sep_last_two_inner,dsep_while_two_inner,v_sep_while_two_inner,n_inner_initial,n_inner_final,n_inner_t0.01,n_inner_t0.02,n_inner_t0.1,n_det_rho_initial,n_det_rho_t0.01,n_det_rho_t0.02,n_raw_rho_t0.02,n_raw_pos_t0.02,n_raw_neg_t0.02,two_inner_t0,two_inner_t0.01,two_inner_t0.02,two_inner_t0.1,two_inner_final,nest3_t0,nest3_t0.01,nest3_t0.02,nest3_final,t_last_two_inner,t_two_lost,t_last_nest3,n_records_two_inner,pair_repel_readable,nest3_readable,filled_early,bath_ate_pair_before_repel,re_plus_initial,re_minus_initial,re_max_initial,re_min_initial,Vmem_peak_max,t_Vmem_peak,Vmem_peak_final,k_star_final,k_star_L_final,peak_n_cells_half_final,peak_width_phys_final,verdict_pair_repel,verdict_finite_peak,verdict_nest3,note_pair,note_peak,note_nest,snap_t,out,norm_late_mean,norm_late_std,norm_late_n,peak_late_mean,peak_late_std,peak_late_n,PR_late_mean,PR_late_std,PR_late_n,R_rms_late_mean,R_rms_late_std,R_rms_late_n,pair_sep_late_mean,pair_sep_late_std,pair_sep_late_n,n_inner_late_mean,n_inner_late_std,n_inner_late_n,iso_used
triad_universo_atomo,32,"I0 universo-átomo — ninho 3 escalas / par +/− / pico finito (environment, não scan)","anti-colapso / ímã-repele (não MQ, não colapso-como-gravidade)",True,False,False,standalone 3D Strang spec §3+§5 (não triad-lang),numpy,fp64,64,32.0,0.5,0.0025,8.0,3200,117,40,4,0.4,0,1.0,1.0,-10.0,0.15,1.5,0.05,"[10.0, 0.5, 0.05]","[3.0, 1.0, 0.3]",True,1.0,3,periodic,strang,0.0,8.0,1.0,"[0.0, 0.0, 0.0]","[-2.5, 0.0, 0.0]","[2.5, 0.0, 0.0]",5.0,"[0.0, 0.0, 3.141592653589793]","['envelope +', 'observador +', 'observado −']",int |Psi|^2 dV = 1,0.0,0.0125,2*Gamma*(dx**3)*kT/hbar,0.015811388300841896,sqrt(f_FDT*dt/dx**3)=sqrt(2*Gamma*kT*dt/hbar),euler,0.025,0.35,0.08,0.25,False,116.62883681200037,2026-08-21 12:37:07 BRT,2026-08-21 12:39:03 BRT,False,,True,True,0.0013506621572893646,3.88890236087796,4.598659080777126,7.7,1.0,18029.07919289585,7436.783130487378,19568.776302422484,9.574362479340088,15.960909245505144,8.616843969807043,15.668439615992398,13.82931668593933,20.862646045025066,5.0,nan,5.0,0.0,nan,2,0,0,0,0,1,0,0,8636,9655,9398,True,False,False,False,False,True,False,False,False,0.0,0.01,0.0,1,False,False,True,True,0.03675135585647643,-0.000897003234685319,0.03675135585647643,-0.000897003234685319,7.5366410148630525,7.7,6.593055431584062,10.701049976290232,342.4335992412874,2830,4.3873533492108905,INCONCLUSIVE,SUPPORTED,INCONCLUSIVE,O par +/− interno não permaneceu n_inner=2 tempo bastante para ler repulsão. Com este banho (kT=1) as sementes viram universo antes de um afastamento ser lido. kT não foi retocado.,peak ρ permaneceu finito em todo o T (anti-colapso / singularidade não foi a infinito neste run).,O ninho 3 escalas (universo-átomo + observador + observado) não durou tempo bastante. Com kT=1 as sementes internas dissolvem; o volume preenchido continua o universo. kT não foi retocado.,"{'ic': 0.0, 't001': 0.01, 't002': 0.02, 'early': 0.1, 'mid': 4.0, 'late': 8.0}",/Users/leo/Documents/Triad/T/Artefatos/triad_universo_atomo,16770.969646418238,784.8260723903803,17,3.939049954348916,0.274225550515689,17,19189.117669226314,193.24609551592695,17,15.985991949383132,0.019299992216967463,17,nan,nan,0,0.0,0.0,17,"{'ic': {'method': {'outer': 'scatter', 'inner': 'scatter'}, 'peak': 0.0013506621572893646, 't': 0.0}, 'early': {'method': {'outer': 'scatter', 'inner': 'scatter'}, 'peak': 0.12441012614540582, 't': 0.1}, 'mid': {'method': {'outer': 'scatter', 'inner': 'scatter'}, 'peak': 3.14723798267128, 't': 4.0}, 'late': {'method': {'outer': 'scatter', 'inner': 'scatter'}, 'peak': 3.88890236087796, 't': 8.0}, 't002': {'method': {'outer': 'scatter', 'inner': 'scatter'}, 'peak': 0.02556468487403681, 't': 0.02}, 't001': {'method': {'outer': 'scatter', 'inner': 'scatter'}, 'peak': 0.013039329375106538, 't': 0.01}, 'ic_re': {'plus': 'scatter', 'minus': 'scatter', 're_max': 0.03675135585647643, 're_min': -0.000897003234685319, 'level_plus': 0.009187838964119108, 'level_minus': -0.00022425080867132974}, 't002_re': {'plus': 'scatter', 'minus': 'scatter', 're_max': 0.14225966099329618, 're_min': -0.15185392075122198, 'level_plus': 0.035564915248324044, 'level_minus': -0.037963480187805494}}"
