t,norm,peak,PR,R_rms,k_star,k_star_L,crystallinity,i_star
0.0,2.0000000000000004,2.873393953819189,1.9686627096041145,0.6123724353664733,0.47123889803846897,9.42477796076938,0.9952294968707961,1
0.04,2.0000000000000147,4.282839514442085,1.6958786202592697,0.6043170366902367,0.47123889803846897,9.42477796076938,0.995318081359818,1
0.08,2.0000000000000284,14.279556880635973,0.5457109174832856,0.5773714847808218,0.47123889803846897,9.42477796076938,0.9959443336702541,1
0.12,2.0000000000000386,11.385214535467474,0.7368933712726525,0.5805179328269812,0.47123889803846897,9.42477796076938,0.9957094356345704,1
0.16,2.0000000000000533,2.6864299473303515,1.4858036432092188,0.605534416703084,0.47123889803846897,9.42477796076938,0.995251896365025,1
0.2,2.000000000000069,3.1706223166014564,1.686197551010175,0.6198193119065137,0.47123889803846897,9.42477796076938,0.9950641281624094,1
0.24,2.0000000000000835,10.178409617712346,0.8934696947077081,0.6257746833354555,0.47123889803846897,9.42477796076938,0.9951837429785791,1
0.28,2.0000000000000946,16.09096628420794,0.45787954445703194,0.646908362227734,0.47123889803846897,9.42477796076938,0.9957517802729977,1
0.32,2.000000000000108,3.696285210512379,1.851420415546243,0.7048522062181514,0.47123889803846897,9.42477796076938,0.9947576508097722,1
0.36,2.000000000000122,1.5349333313346092,2.290427197796897,0.7598871044308267,0.47123889803846897,9.42477796076938,0.9942416615374849,1
0.4,2.0000000000001372,2.4605598960665036,2.7733800631449803,0.8144504576903073,0.47123889803846897,9.42477796076938,0.9937910212334017,1
0.44,2.000000000000152,3.7800634782529814,2.563695897340337,0.8701086668144992,0.47123889803846897,9.42477796076938,0.9934189655077907,1
0.48,2.0000000000001643,8.592571093730518,1.2987803318029347,0.9255815695360362,0.47123889803846897,9.42477796076938,0.9932736031086498,1
0.52,2.000000000000175,17.240325269099838,0.4229003780967494,0.9857073737237,0.47123889803846897,9.42477796076938,0.9943068798106143,1
0.56,2.0000000000001843,7.394226024121377,1.6308617095849043,1.0700258518668853,0.47123889803846897,9.42477796076938,0.9932573997907373,1
0.6,2.000000000000199,1.5563679370091028,3.492629670268887,1.154790829495497,0.47123889803846897,9.42477796076938,0.9924912688951808,1
0.64,2.000000000000213,1.0353458124490984,4.280359384200546,1.2405881393953566,0.47123889803846897,9.42477796076938,0.9918708342816359,1
0.68,2.0000000000002274,1.0035049883511908,5.323215057943211,1.3280247628195248,0.47123889803846897,9.42477796076938,0.9913070497016785,1
0.72,2.000000000000241,1.1340748012514221,6.006803288928268,1.4173323819115342,0.47123889803846897,9.42477796076938,0.9907788423064527,1
0.76,2.0000000000002527,1.312635890845903,6.385460824938091,1.5083223539428248,0.47123889803846897,9.42477796076938,0.9902645269552576,1
0.8,2.000000000000267,1.4383450945718572,6.5731055176975755,1.6007249775019474,0.47123889803846897,9.42477796076938,0.9897548879490676,1
0.84,2.0000000000002793,1.5795266146037545,6.623343655637805,1.6942899256958812,0.47123889803846897,9.42477796076938,0.989245485739032,1
0.88,2.0000000000002927,1.742112136744588,6.557611440720978,1.7887964698544854,0.47123889803846897,9.42477796076938,0.9887342632495429,1
0.92,2.0000000000003055,1.9398880409366508,6.382062979662829,1.8840584878598927,0.47123889803846897,9.42477796076938,0.9882209145303094,1
0.96,2.000000000000319,2.189692618257571,6.0850101826350675,1.9799023555586648,0.47123889803846897,9.42477796076938,0.987707117728383,1
1.0,2.0000000000003313,2.5511325193702574,5.622711362701988,2.0761470446060746,0.47123889803846897,9.42477796076938,0.9871971746059958,1
1.04,2.000000000000345,3.1707852894052713,4.889139999734407,2.172583451010565,0.47123889803846897,9.42477796076938,0.9867015750922571,1
1.08,2.000000000000358,4.496176313865121,3.632256496348434,2.268884826848812,0.47123889803846897,9.42477796076938,0.9862562550948114,1
1.12,2.0000000000003695,8.286896639169486,1.6450129202002874,2.364405213188076,0.47123889803846897,9.42477796076938,0.986087095868654,1
1.16,2.00000000000038,15.26334094963882,0.5512989305700983,2.4599776843139254,0.47123889803846897,9.42477796076938,0.987468030666622,1
1.2,2.000000000000391,9.324477655211806,1.3696577743873117,2.561323585866441,0.47123889803846897,9.42477796076938,0.9869283803283814,1
1.24,2.000000000000403,3.6615274059067597,4.561755864558959,2.6627267145753075,0.47123889803846897,9.42477796076938,0.9858078815234134,1
1.28,2.0000000000004143,0.7959696379493874,7.801304778999264,2.763121423849886,0.47123889803846897,9.42477796076938,0.9850667837542089,1
1.32,2.000000000000428,0.5962445235048064,9.829260907681299,2.8625061488720003,0.47123889803846897,9.42477796076938,0.9844067117704627,1
1.36,2.000000000000442,0.38596536475053916,12.45071160536225,2.9603955501919583,0.47123889803846897,9.42477796076938,0.9838222531379962,1
1.4000000000000001,2.0000000000004547,0.36189911654593426,14.89141331593332,3.0563921074246347,0.47123889803846897,9.42477796076938,0.9832870708336314,1
1.44,2.0000000000004685,0.33765930002658395,17.09441750631434,3.150122221199828,0.47123889803846897,9.42477796076938,0.982783281745701,1
1.48,2.000000000000482,0.3452787234762071,19.165066073208326,3.2411734449839518,0.47123889803846897,9.42477796076938,0.9823014013596991,1
1.52,2.000000000000495,0.33620141041777785,21.192739786040608,3.3289835733886277,0.47123889803846897,9.42477796076938,0.9818371208050714,1
1.56,2.0000000000005103,0.3207165210635179,23.238086287749148,3.4128330999639873,0.47123889803846897,9.42477796076938,0.9813876822634768,1
1.6,2.000000000000523,0.2995763155405106,25.34246708571659,3.4920115082124052,0.47123889803846897,9.42477796076938,0.9809513361005832,1
1.6400000000000001,2.0000000000005365,0.2807744197724005,27.53714799376389,3.5660644989981485,0.47123889803846897,9.42477796076938,0.9805269983581616,1
1.68,2.000000000000549,0.26203024618115967,29.84543590701219,3.6349261860202384,0.47123889803846897,9.42477796076938,0.9801140509406292,1
1.72,2.0000000000005627,0.2435186133577004,32.28590347534455,3.698824321256372,0.47123889803846897,9.42477796076938,0.979712115109669,1
1.76,2.000000000000576,0.22540615238070907,34.87393100785475,3.7580569540777278,0.47123889803846897,9.42477796076938,0.9793208386050337,1
1.8,2.0000000000005884,0.20818715264984047,37.622711250123,3.812873716221778,0.47123889803846897,9.42477796076938,0.9789399587077887,1
1.84,2.000000000000603,0.1924321382693301,40.543606674586016,3.86358376441788,0.47123889803846897,9.42477796076938,0.9785692586905139,1
1.8800000000000001,2.000000000000616,0.17849510505865282,43.64668040980568,3.9107372449250115,0.47123889803846897,9.42477796076938,0.9782085558107897,1
1.92,2.0000000000006284,0.16439991667267245,46.94153909510919,3.9551040440642433,0.47123889803846897,9.42477796076938,0.9778577240652526,1
1.96,2.000000000000641,0.15178408499162815,50.4359775475645,3.9973923811824874,0.47123889803846897,9.42477796076938,0.9775166807733976,1
2.0,2.0000000000006546,0.141053511130909,54.14016660976678,4.037970360423115,0.47123889803846897,9.42477796076938,0.9771853886044707,1
2.04,2.000000000000667,0.13033170799280128,58.060916798769,4.076856612273271,0.47123889803846897,9.42477796076938,0.976863789494866,1
2.08,2.00000000000068,0.12101278268033382,62.205378713591934,4.113933364290889,0.47123889803846897,9.42477796076938,0.9765518117595421,1
2.12,2.000000000000694,0.11136700354479134,66.58474340589652,4.149160889752942,0.47123889803846897,9.42477796076938,0.9762494143983355,1
2.16,2.000000000000707,0.10526622227822308,71.20034565573137,4.182699928735708,0.47123889803846897,9.42477796076938,0.9759565623807149,1
2.2,2.00000000000072,0.09659007670946469,76.07112824071987,4.214913415803381,0.47123889803846897,9.42477796076938,0.9756731696103096,1
2.24,2.0000000000007327,0.08850594836509826,81.18658115433549,4.246150199003847,0.47123889803846897,9.42477796076938,0.9753991387871854,1
2.2800000000000002,2.000000000000745,0.0847748445115481,86.56563008733501,4.276437237549927,0.47123889803846897,9.42477796076938,0.97513420608515,1
2.32,2.000000000000757,0.07837544769841595,92.20350902659999,4.305514630796568,0.47123889803846897,9.42477796076938,0.974878262881996,1
2.36,2.0000000000007696,0.07324555152175678,98.13321614263342,4.333239461563292,0.47123889803846897,9.42477796076938,0.9746310930097742,1
2.4,2.0000000000007834,0.06728132073293012,104.33223120778436,4.359714323234087,0.47123889803846897,9.42477796076938,0.9743924508177785,1
2.44,2.000000000000796,0.06457150927546706,110.8156892133013,4.384939246026775,0.47123889803846897,9.42477796076938,0.9741621163609143,1
2.48,2.0000000000008087,0.06159595266357037,117.58125833490308,4.40872310823395,0.47123889803846897,9.42477796076938,0.9739399043108836,1
2.52,2.000000000000822,0.05661053087441568,124.67159039383851,4.431098384846944,0.47123889803846897,9.42477796076938,0.9737254847149641,1
2.56,2.000000000000835,0.05554143248699146,131.98495913960016,4.452412223581092,0.47123889803846897,9.42477796076938,0.9735187104582236,1
2.6,2.000000000000848,0.049445452534942036,139.64232398202807,4.472925127056589,0.47123889803846897,9.42477796076938,0.9733191958215787,1
2.64,2.0000000000008624,0.04880709105021862,147.55835304811777,4.492816381591077,0.47123889803846897,9.42477796076938,0.9731267422709808,1
2.68,2.0000000000008766,0.04465144605937812,155.81406338085495,4.512483714692234,0.47123889803846897,9.42477796076938,0.9729412083714396,1
2.72,2.000000000000891,0.04356864655458218,164.4753593816325,4.532177415866897,0.47123889803846897,9.42477796076938,0.9727621808087263,1
2.7600000000000002,2.0000000000009064,0.039656204471699805,173.59158176139275,4.551644787396023,0.47123889803846897,9.42477796076938,0.9725896679333301,1
2.8000000000000003,2.0000000000009215,0.037413477024552985,182.59442959470587,4.570886720669886,0.47123889803846897,9.42477796076938,0.9724233611281736,1
2.84,2.000000000000936,0.03627760711271853,192.61991631060286,4.590621617309151,0.47123889803846897,9.42477796076938,0.9722628618331081,1
2.88,2.0000000000009504,0.035318473179932426,202.35601740034014,4.611218871679708,0.47123889803846897,9.42477796076938,0.9721084712546737,1
2.92,2.0000000000009646,0.03726637350247052,212.30449214350344,4.632259448673864,0.47123889803846897,9.42477796076938,0.9719594978667916,1
2.96,2.000000000000979,0.0318765905352348,223.4571813302145,4.653848979123365,0.47123889803846897,9.42477796076938,0.9718156544332227,1
3.0,2.000000000000994,0.03162387862983471,233.73104967982093,4.676762637373493,0.47123889803846897,9.42477796076938,0.9716774117543222,1
3.04,2.000000000001009,0.028488434001701046,244.52415422197996,4.700851372487329,0.47123889803846897,9.42477796076938,0.97154382245585,1
3.08,2.0000000000010254,0.029717888903308017,256.66955930753846,4.725415928004391,0.47123889803846897,9.42477796076938,0.9714149454624693,1
3.12,2.000000000001039,0.027216856473166788,268.5012500840078,4.751064826706544,0.47123889803846897,9.42477796076938,0.971291168890885,1
3.16,2.0000000000010543,0.02950266040671074,281.02364002603576,4.778613586801016,0.47123889803846897,9.42477796076938,0.971171629729105,1
3.2,2.0000000000010685,0.023459425987780128,294.6752217065619,4.807027128601964,0.47123889803846897,9.42477796076938,0.9710564532251248,1
3.24,2.000000000001084,0.021478292418434963,308.2185719900616,4.835405034946389,0.47123889803846897,9.42477796076938,0.9709455806326467,1
3.2800000000000002,2.0000000000010982,0.02360608403182459,321.9832924597905,4.865131253766982,0.47123889803846897,9.42477796076938,0.9708385362483496,1
3.3200000000000003,2.0000000000011133,0.020258753628365687,336.37971592061973,4.896938718567153,0.47123889803846897,9.42477796076938,0.970735378979412,1
3.36,2.000000000001128,0.01934743764860504,348.76939009741506,4.928806352900756,0.47123889803846897,9.42477796076938,0.9706361553360774,1
3.4,2.0000000000011413,0.019216588433494688,364.2583515354624,4.9598174545814215,0.47123889803846897,9.42477796076938,0.9705402956397964,1
3.44,2.000000000001155,0.01964274249358115,381.80912531246986,4.992138277565657,0.47123889803846897,9.42477796076938,0.9704474722678925,1
3.48,2.0000000000011693,0.01692011651522182,395.05153249839356,5.026449946216961,0.47123889803846897,9.42477796076938,0.9703585398316689,1
3.52,2.0000000000011826,0.01615998722446841,413.6564693877679,5.06014167743331,0.47123889803846897,9.42477796076938,0.9702725548367992,1
3.56,2.0000000000011977,0.018879656098639935,427.19835100164426,5.092256477834534,0.47123889803846897,9.42477796076938,0.9701899779414882,1
3.6,2.000000000001212,0.017121429816973014,448.9605827943397,5.125184064762997,0.47123889803846897,9.42477796076938,0.9701097825490661,1
