t,norm,peak,PR,R_rms
0.0,1.0000000000000002,1.4366969769095943,1.968662709604115,0.6123724353664733
0.0025,3.004663202870646,1.4419070032599515,17.496141476226654,8.173054759988274
0.005,4.998539517686782,1.4404583338163854,47.915794938212606,8.95199411569152
0.0075,6.995190083510726,1.4423689989323492,92.65406162941468,9.264282598605018
0.01,8.976989955423615,1.4152949225418647,150.98063147340534,9.43099134908764
0.0125,10.97482438844596,1.4334918599655149,219.4716493201282,9.538245323451982
0.015,12.98770692088442,1.461253466206572,298.0162222268635,9.612628540421655
0.0175,14.964265724059503,1.5110579662125219,381.49074766084067,9.665354018699652
0.02,16.94319353837725,1.545604794707227,469.6931795209127,9.707303163618837
0.0225,18.928935328370365,1.5979617294393438,560.2886515744422,9.735244499215938
0.025,20.914755018130787,1.6334090027797958,670.7946657901285,9.757699697158484
0.0275,22.913782479077717,1.683869493763236,774.8225467426663,9.778186115407792
0.03,24.90832532614139,1.7538783996046605,881.4454757732108,9.797074334954146
0.0325,26.907561344961284,1.7864432924574367,990.2596585076499,9.812586703763788
0.035,28.888744196003955,1.8261723651877353,1112.7094612983328,9.826044172953075
0.0375,30.856503620963924,1.9008203068058422,1206.1296669498975,9.83596306336274
0.04,32.80388688603701,1.9482908402937886,1303.8485970455745,9.846556106069764
0.0425,34.83760667569851,2.0352399727548365,1397.8245432019164,9.853398872101923
0.045,36.83614348570165,2.120762616598137,1480.710938987235,9.862187333938659
0.0475,38.80992998650535,2.1666255624259576,1567.595124112766,9.867469575542671
0.05,40.77483155497679,2.1825291651122867,1668.9171814095641,9.87382918457308
0.0525,42.77993434615439,2.25621446213515,1749.5279705006155,9.881061987517109
0.055,44.81228351913622,2.3693379101740093,1819.3410599182585,9.887963545204943
0.0575,46.81274605576543,2.451747537129138,1871.2453148780053,9.89324782230882
0.06,48.81816054434061,2.4972818106948145,1932.2356111061317,9.896957529341542
0.0625,50.81300467259183,2.5377709402981417,2009.5901824175999,9.900684413275888
0.065,52.81915198372335,2.667470960794806,2058.261290546805,9.903575492554063
0.0675,54.79730930103138,2.8086231226575054,2085.8672525086367,9.906603713876297
0.07,56.81538390696947,2.9500562710606935,2138.1800891198604,9.908075206684257
0.0725,58.83600142996528,3.121667005944201,2161.5644039601743,9.910570668295833
0.075,60.84481708466705,3.243220108868642,2191.6211530983724,9.913353143527624
0.0775,62.80180770754462,3.4638944049434435,2198.6276937822754,9.915263715538003
0.08,64.79591724061125,3.6766647758082525,2209.120635576627,9.917850976531346
0.0825,66.7604186939655,3.8891789266726415,2222.4524625394815,9.919617382305239
0.085,68.72807384256188,4.062970036283299,2242.323276978116,9.92199033199059
0.08750000000000001,70.74544436721114,4.282894183429543,2254.1547603401946,9.922555728025582
0.09,72.70708483021271,4.656536004487565,2223.976599125631,9.923528549391353
0.0925,74.6524381150942,4.961039660489241,2206.689923743654,9.92571825963976
0.095,76.64958465114964,5.222552463894611,2205.9857952124503,9.927692337052402
0.0975,78.6371858631096,5.531968685021444,2190.2831398964595,9.929782800561032
0.1,80.56512879361874,5.9847881993816285,2134.372882548675,9.93153970735822
0.10250000000000001,82.53622387037879,6.4047130502133065,2086.9439773156178,9.932753970120206
0.105,84.52654081134503,6.824935878723144,2043.2305151597654,9.934286087281002
0.1075,86.50788213280536,7.259254844738822,2001.3356316363117,9.936554247206432
0.11,88.48169228443442,7.727839768366875,1948.151527083202,9.936527969803318
0.1125,90.45814554331773,8.28049770418058,1878.1551368141731,9.937732714995972
0.115,92.41356446634936,8.896335199505701,1797.7830094874757,9.937118245076102
0.11750000000000001,94.4548325148153,9.477698913061856,1730.3356178693846,9.940175394305424
0.12,96.42817982180914,10.057617411865476,1667.369368636385,9.941508832777869
0.1225,98.35219041301728,10.499862461561348,1630.8265871655929,9.942830850084261
0.125,100.36818339342067,11.07063218821628,1575.0809409875828,9.944403389632424
0.1275,102.34385508061685,11.437511127039556,1555.4944125397367,9.943286370938928
0.13,104.26763442973524,11.856328484643841,1526.9802714533675,9.945518050477839
0.1325,106.30779603700049,12.125316366421602,1523.275066849063,9.944640723857631
0.135,108.35004140781228,12.445664451254205,1511.6944107705847,9.943653192584131
0.1375,110.30605354126996,12.579154757143494,1525.9353983743163,9.946201580004546
0.14,112.2780857586061,12.650709880939875,1549.2994281617823,9.946436496693043
0.14250000000000002,114.27972656626885,12.445592686237296,1612.596887818699,9.949044816766467
0.145,116.25079818882438,12.216033417858739,1680.64386795697,9.951369072133687
0.1475,118.27545008485069,11.9365058123677,1757.6432888698666,9.950917081233726
0.15,120.27283256256376,11.561758258730638,1850.775394076498,9.950394983217167
0.1525,122.24715374912526,11.15826904314297,1949.4031469143865,9.951746474652614
0.155,124.20184091812351,10.525275244326563,2091.1030765505348,9.953353453015064
0.1575,126.15374591973166,9.967199391089117,2221.5536638449257,9.954494200711387
0.16,128.09449234845187,9.351233141615918,2364.827125797367,9.956042675748336
0.1625,130.03277630161796,8.766438327086274,2503.5366277098374,9.956522387045544
0.165,132.05034305677128,8.181300788894223,2638.421687235763,9.958281712345896
0.1675,134.05096424417206,7.685432886344021,2756.914763345391,9.958632911799405
0.17,136.01304090873066,7.146420835053829,2880.9557311585254,9.959291732731838
0.17250000000000001,138.04199059620223,6.7622061632436825,2966.016691223609,9.957927640465766
0.17500000000000002,140.02053087846085,6.293276848808851,3064.2450085772293,9.95807279057996
0.1775,142.0345662891467,5.884187493709101,3146.708717283636,9.958493182986082
0.18,144.0619933264333,5.505129531249574,3219.1146578833377,9.95886713569193
0.1825,146.05821235833818,5.085505064803367,3292.6937191529096,9.95922541477937
0.185,147.99041838418756,4.719908242675711,3355.1247721327227,9.959522011392533
0.1875,149.85788307140848,4.402843773766034,3409.8018828272443,9.959839799822202
