run,run_id,question,leitura,theta_core_unchanged,terms_isolated,kT_retuned,solver,backend,fp,N,L,dx,dt,T,n_steps,n_records,record_every,record_every_early,early_t,seed,hbar,m,Lambda,alpha,sigma,Gamma,nu,lam,fdt_couple,kT,D,bc,step_mode,V_ext,s_in,s_out,center,phases,raw_amplitudes_equal,normalize,y0,f_FDT,f_FDT_formula,noise_amp,noise_amp_formula,memory_update,max_nu_dt,iso_frac_in,iso_frac_out,r_core,r_mid_lo,r_mid_hi,r_far,contrast_im_min,contrast_mf_min,has_marching_cubes,wall_s,started_america_sao_paulo,finished_america_sao_paulo,blew_up,blow_t,finite_final,peak_finite_all_t,peak_initial,peak_final,peak_max,t_peak,norm_initial,norm_final,PR_initial,PR_final,R_rms_initial,R_rms_final,r50_initial,r50_final,r90_initial,r90_final,r90_over_r50_initial,r90_over_r50_final,contrast_im_initial,contrast_im_t0.02,contrast_im_t0.1,contrast_im_final,contrast_mf_initial,contrast_mf_t0.02,contrast_mf_t0.1,contrast_mf_final,two_scale_t0,two_scale_t0.02,two_scale_t0.1,two_scale_mid,two_scale_final,t_last_two_scale,t_two_scale_lost,n_records_two_scale,two_scale_readable,filled_early,bath_ate_nest_before_collapse_read,dpeak_while_two_scale,dR_rms_while_two_scale,collapse_while_nested,mass_core_frac_initial,mass_core_frac_final,Vmem_peak_max,t_Vmem_peak,Vmem_peak_final,k_star_final,k_star_L_final,peak_n_cells_half_final,peak_width_phys_final,verdict_two_scale,verdict_finite_peak,note_scale,note_peak,snap_t,out,norm_late_mean,norm_late_std,norm_late_n,peak_late_mean,peak_late_std,peak_late_n,PR_late_mean,PR_late_std,PR_late_n,R_rms_late_mean,R_rms_late_std,R_rms_late_n,r50_late_mean,r50_late_std,r50_late_n,r90_late_mean,r90_late_std,r90_late_n,contrast_im_late_mean,contrast_im_late_std,contrast_im_late_n,contrast_mf_late_mean,contrast_mf_late_std,contrast_mf_late_n,iso_used
triad_nested_gaussians,31,"I0 gaussianas aninhadas — duas escalas / pico finito (environment, não scan)","gravidade emergente / singularidade finita (ninho, não interferência)",True,False,False,standalone 3D Strang spec §3+§5 (não triad-lang),numpy,fp64,64,32.0,0.5,0.0025,8.0,3200,117,40,4,0.4,0,1.0,1.0,-10.0,0.15,1.5,0.05,"[10.0, 0.5, 0.05]","[3.0, 1.0, 0.3]",True,1.0,3,periodic,strang,0.0,0.5,2.0,"[0.0, 0.0, 0.0]","[0.0, 0.0]",True,int |Psi|^2 dV = 1,0.0,0.0125,2*Gamma*(dx**3)*kT/hbar,0.015811388300841896,sqrt(f_FDT*dt/dx**3)=sqrt(2*Gamma*kT*dt/hbar),euler,0.025,0.35,0.08,0.75,1.5,3.0,8.0,3.0,3.0,True,46.96303883299697,2026-08-21 12:26:12 BRT,2026-08-21 12:26:59 BRT,False,,True,True,0.08190339203884786,4.370382670768752,4.525383856387762,6.8,0.9999999999999998,18022.36042541656,87.07920985868627,19556.51865873511,2.3516116187649283,15.974159974635022,2.0615528128088303,15.692354826475215,3.5,20.886598574205422,1.697749375254331,1.3310047348003364,7.888755984197607,6.666964573773645,3.97691997039929,1.0475958372722833,331988600.0666225,3.713929484906921,1.5593497558645968,0.8906425484160342,True,True,False,False,False,0.02,0.03,3,False,True,True,-0.012218079601045664,13.524794268415441,False,0.10085981795567382,6.786248089543936e-05,8.04836068664783,7.1000000000000005,7.064782639273304,10.701049976290232,342.4335992412874,1217,3.3115958319775696,INCONCLUSIVE,SUPPORTED,O perfil radial de duas escalas não durou tempo bastante para ler colapso/sobreposição como gravidade. Com este banho (kT=1) as sementes viram universo. kT não foi retocado.,peak ρ permaneceu finito em todo o T (anti-colapso / singularidade não foi a infinito neste run).,"{'ic': 0.0, 't002': 0.02, 'early': 0.1, 'mid': 4.0, 'late': 8.0}",/Users/leo/Documents/Triad/T/Artefatos/triad_nested,16769.29581527434,781.5672084249887,17,3.9241749321681,0.2658386692429893,17,19189.24532585335,192.83072251768854,17,15.99082124876566,0.017386715840213823,17,15.726512539592662,0.018241540491276954,17,20.88761932331894,0.038427219155250485,17,0.9994686542522949,0.2273132311220426,17,0.9989986212041505,0.08705917640572451,17,"{'ic': {'method': {'outer': 'marching_cubes', 'inner': 'marching_cubes'}, 'level_in': 0.02866618721359675, 'level_out': 0.006552271363107829, 'peak': 0.08190339203884786, 't': 0.0}, 'early': {'method': {'outer': 'marching_cubes', 'inner': 'marching_cubes'}, 'level_in': 0.04873871668856046, 'level_out': 0.01114027810024239, 'peak': 0.1392534762530299, 't': 0.1}, 'mid': {'method': {'outer': 'marching_cubes', 'inner': 'marching_cubes'}, 'level_in': 1.1049238813951316, 'level_out': 0.252554030033173, 'peak': 3.1569253754146622, 't': 4.0}, 'late': {'method': {'outer': 'marching_cubes', 'inner': 'marching_cubes'}, 'level_in': 1.529633934769063, 'level_out': 0.34963061366150017, 'peak': 4.370382670768752, 't': 8.0}, 't002': {'method': {'outer': 'marching_cubes', 'inner': 'marching_cubes'}, 'level_in': 0.024389859353230767, 'level_out': 0.005574824995024176, 'peak': 0.0696853124378022, 't': 0.02}}"
