t,norm,peak,PR,R_rms
0.0,1.0000000000000002,1.4366969769095943,1.968662709604115,0.6123724353664733
0.0025,3.004663202870646,1.4419070032599515,17.496141476226654,8.173054759988274
0.005,4.998539449484044,1.4404506659998577,47.91591933077127,8.951994180159353
0.0075,6.99518995630089,1.4422975459762848,92.65570399719101,9.264282698054654
0.01,8.976988906366977,1.4150747576098581,150.98835542304806,9.430991936696536
0.0125,10.974821689038588,1.4330436074627937,219.49414356449063,9.538246554931188
0.015,12.987690605906106,1.4603353408716997,298.08137152170383,9.612634637713718
0.0175,14.964250811184879,1.5096823926797123,381.608052216598,9.665358922830018
0.02,16.943173624597556,1.54348335739065,469.91045960234203,9.707308987913345
0.0225,18.928946181075254,1.5953695912964119,560.5736381297138,9.735241898782933
0.025,20.914749868300504,1.6297725391960005,671.3141176654506,9.757701115416847
0.0275,22.913800371146497,1.6789767025370628,775.553714126819,9.778182588684885
0.03,24.908397301250474,1.7473640487416497,882.4319489942692,9.797060582381665
0.0325,26.907668540701565,1.7780674992203591,991.632126372241,9.812567542031841
0.035,28.888891670794724,1.8158688004909878,1114.5656886720653,9.826019558542747
0.0375,30.85662719584832,1.8870883039006894,1208.8246817121992,9.8359438494072
0.04,32.804059367044495,1.9301812941132401,1307.4283446380493,9.84653097908509
0.0425,34.837739892698494,2.0129558924346775,1402.6661735118264,9.853380886723544
0.045,36.83625918840705,2.0944077221454247,1486.7347983188297,9.86217268138596
0.0475,38.81001919084357,2.134547926054457,1575.1082262853138,9.867459102140847
0.05,40.77498385495078,2.1435496551189983,1678.0153160140485,9.873811618608032
0.0525,42.780026715981535,2.207674127674873,1761.101571590067,9.881052150002759
0.055,44.81224966619783,2.3112712407973106,1833.7229718956883,9.887968402345525
0.0575,46.81259224896477,2.38132932790974,1888.6484752852755,9.893264739435795
0.06,48.81800630042335,2.4149952712981477,1952.0937313724419,9.896974291464213
0.0625,50.812610755427784,2.4379855249503266,2033.7863415734294,9.900723575864063
0.065,52.818875704157854,2.551367551694586,2085.8897674096206,9.903601812109004
0.0675,54.797226252657595,2.67852795507229,2116.225754766539,9.906611970825578
0.07,56.815397448920265,2.795313790412733,2174.0133879448176,9.908074907017978
0.0725,58.83624985709273,2.9472513603877064,2201.453380482771,9.910551479420553
0.075,60.84497621326533,3.040577119251198,2237.5409416485354,9.913341931414159
0.0775,62.801826079313976,3.22018551341153,2253.872345321314,9.91526474783336
0.08,64.79575477944789,3.3897946737649196,2274.4418258836026,9.917866967219453
0.0825,66.76034369303741,3.564364863621551,2296.4578438736607,9.919626880764365
0.085,68.72841053347294,3.688910675805042,2326.3833288905917,9.921970211372795
0.08750000000000001,70.7463133249376,3.857104087338488,2349.2175668583072,9.922498243082185
0.09,72.70773366387414,4.150523428340529,2338.7125370730228,9.923487173829084
0.0925,74.65343245232975,4.397062506317651,2334.6408976280336,9.92565629262161
0.095,76.65105323425497,4.598271274363066,2347.9032944587934,9.927601575313739
0.0975,78.63837961034056,4.812980022503481,2354.4742266292537,9.929711254280079
0.1,80.56556412735317,5.158562286981509,2323.327964143011,9.931519240620627
0.10250000000000001,82.53601501501231,5.45927491712627,2301.889273810076,9.932774117706979
0.105,84.526570214596,5.779554665323196,2277.9002124484887,9.934290606416308
0.1075,86.50790029123165,6.113210584267203,2256.7298497615425,9.936559094417065
0.11,88.4798190149715,6.418647560472942,2236.450566128434,9.936638059318026
0.1125,90.45529182293023,6.820436595895745,2191.207322166717,9.93789434068715
0.115,92.40966112970455,7.2724673106834885,2133.661160195385,9.937333676111388
0.11750000000000001,94.45063410681315,7.721044096160354,2079.7290995270887,9.94040294007838
0.12,96.42334125502293,8.20384608363954,2022.7256379013015,9.941766312529335
0.1225,98.3470627558233,8.582316515329666,1988.5531762478483,9.943099673164282
0.125,100.3604348377314,9.046411388766241,1937.6813971533966,9.944797077910238
0.1275,102.3389129898945,9.552719493775463,1882.0680947437468,9.94353483017805
0.13,104.26100444960548,10.033764678600171,1832.2337424976781,9.94584467429251
0.1325,106.30256212333009,10.537391376771902,1781.5435850218057,9.944895565506611
0.135,108.3421401825186,11.049436942081302,1731.7738061896384,9.944028606538101
0.1375,110.29526720112207,11.437633137116356,1703.3715274886517,9.946698172618309
0.14,112.26542608591392,11.894974791837079,1665.6823783142597,9.947006173577071
0.14250000000000002,114.26844916387164,12.22903137242314,1647.974058143055,9.949538802284632
0.145,116.24017878016413,12.506396731346182,1639.6595713564648,9.951828286206885
0.1475,118.2672563537091,12.813161481790686,1627.6315969839625,9.951263158944023
0.15,120.26187561766011,12.834676934016171,1657.1647043681498,9.950849798201263
0.1525,122.23022764470437,12.739219591184339,1703.2527563425847,9.952435662370105
0.155,124.18570880484886,12.537615406832625,1765.6456157130497,9.953999604148267
0.1575,126.13741492816241,12.312038656683788,1831.4847390230439,9.955140375294661
0.16,128.08125743808782,12.046407412472286,1903.668479126649,9.95656002568512
0.1625,130.01945273186288,11.698303504803075,1991.1948360423046,9.95702940032475
0.165,132.03814138380758,11.327340480436613,2082.6223334166557,9.958740968238592
0.1675,134.03980788841844,10.915441769496368,2182.1106063410234,9.95904123789398
0.17,136.00347277014416,10.434366443771236,2295.098165167578,9.959635192304418
0.17250000000000001,138.03079284889202,9.960073853970718,2405.1647821603747,9.958325571957248
0.17500000000000002,140.0096596207289,9.43978614245783,2523.4080855043417,9.958456936074164
0.1775,142.02404908164783,8.957708087944424,2634.2265965389256,9.958863217993992
0.18,144.05029419901246,8.415735996236371,2753.910290124876,9.959271925633413
0.1825,146.04544627867332,7.848624452368467,2875.30166487697,9.959657779570506
0.185,147.97417372725113,7.254311762774949,2999.376069091211,9.960066303113654
0.1875,149.84381458552392,6.8204027623074825,3091.4061975570185,9.960302490630744
