t,norm,peak,PR,R_rms,r50,r80,r90,Vmem_peak,Vmem_mean,k_star,k_star_L,crystallinity,M1,M2,M3,finite,peak_n_cells_half,peak_r_cells,peak_width_phys,artifact_1_2_cells,N,dx
0.0,1.0,1.4037544394662325,1.4497844016371462,0.585601962455726,0.6666666666666643,0.6666666666666679,0.9428090415820625,0.0,0.0,0.2945243112740431,9.42477796076938,0.9998339345310481,0.0,0.0,0.0,True,1,0.6203504908994001,0.413566993932933,True,48,0.6666666666666661
0.1,326.30128780483767,2.073029235074353,13703.259535575839,15.982913468867878,15.733898294941262,19.24115958621575,20.891252821323196,3.303934146865645,0.011134839068081747,0.6872233929727672,21.991148575128552,0.9999960471762802,0.14122885095199092,0.0006641546398589112,6.863582509615496e-06,True,1,0.6203504908994001,0.413566993932933,True,48,0.6666666666666661
0.2,644.1923019150491,2.9470107398491576,14918.673993421147,16.00493154045591,15.74801574802362,19.252705437591537,20.92313976863362,6.635000977183999,0.03455251638233513,0.6872233929727672,21.991148575128552,0.9999997789072346,0.29911275388833763,0.0021594464841079657,2.2926797919344835e-05,True,1,0.6203504908994001,0.413566993932933,True,48,0.6666666666666661
0.3,966.1265188965334,2.7809064111736816,15819.719685045877,16.014128901993022,15.748015748023622,19.264244369066517,20.891252821323196,8.29910110322486,0.0626215509377541,0.6872233929727672,21.991148575128552,0.9999974156474505,0.4154928763604582,0.004367247180914609,4.7681270876471914e-05,True,1,0.6203504908994001,0.413566993932933,True,48,0.6666666666666661
0.4,1282.501458086984,1.90410285595244,16230.909226317557,16.00590172173936,15.748015748023622,19.24115958621575,20.869967789998036,7.952073136442101,0.09260296648158013,0.6872233929727672,21.991148575128552,0.999996789507995,0.4956469877444953,0.007078187630345457,7.943801603507632e-05,True,1,0.6203504908994001,0.413566993932933,True,48,0.6666666666666661
0.5,1595.920583330894,1.4391965331911112,16360.044490738843,15.990802097726682,15.733898294941262,19.194906731850626,20.859317129549353,6.224035499014983,0.12321960485131604,7.755806863549802,248.18581963359367,0.9999993171057414,0.5492524007993997,0.010129630118274087,0.00011681370874126765,True,1,0.6203504908994001,0.413566993932933,True,48,0.6666666666666661
0.6,1905.2429462129437,1.3129120385551207,16326.720985269978,15.990139584414186,15.73389829494126,19.206480387850576,20.859317129549353,5.236508001610928,0.15410395073995228,0.2945243112740431,9.42477796076938,0.9999964376393304,0.589034726480097,0.013515100062059261,0.00016008678913153723,True,3,0.8947002289396495,0.5964668192930992,False,48,0.6666666666666661
0.7000000000000001,2214.957193635207,1.0349304743072087,16458.43186909743,16.005532529709008,15.74801574802362,19.241159586215748,20.86996778999804,4.5090496285492945,0.18531713831044083,0.2945243112740431,9.42477796076938,0.9999963908976576,0.6245588286140669,0.017378631653122277,0.00021141293147790437,True,46,2.2227455057007925,1.4818303371338604,False,48,0.6666666666666661
0.8,2523.3692142295076,0.9196350714942448,16451.724908129112,16.0077459656001,15.748015748023622,19.252705437591533,20.8806130178211,3.1807211520913707,0.21676183071476401,0.2945243112740431,9.42477796076938,0.9999995847283979,0.6477794700681516,0.021402185526719474,0.00026738910961878674,True,282,4.068055159847722,2.7120367732318122,False,48,0.6666666666666661
0.9,2826.4329851181533,0.929593448055424,16487.445909785394,16.00036025166032,15.748015748023622,19.241159586215748,20.8806130178211,2.3470532243811832,0.24842408924669274,0.2945243112740431,9.42477796076938,0.9999990329036873,0.6707748279740401,0.02582339766836266,0.0003312852508594699,True,490,4.890678978553199,3.2604526523687962,False,48,0.6666666666666661
1.0,3123.0119595347574,1.2015122335901216,16441.000356647204,15.998055460152404,15.748015748023622,19.241159586215748,20.880613017821098,2.4658520769109917,0.2796351758100144,7.9521564043991635,254.46900494077323,0.9999990960415496,0.6861131725581203,0.03040874387530017,0.00040061380432747417,True,206,3.6637531402741406,2.4425020935160915,False,48,0.6666666666666661
1.1,3411.577942680347,1.1878237717874167,16425.183037176117,16.00005745844839,15.776212754932308,19.252705437591533,20.86996778999804,2.7438634196399208,0.3107964985253091,7.166758241001715,229.3362637120549,0.9999997196759198,0.7026058922481542,0.035352658086356514,0.0004782633292717152,True,393,4.543961541733277,3.029307694488849,False,48,0.6666666666666661
1.2,3715.3460869632404,1.4295391760476208,16514.95148085978,16.00213944608198,15.748015748023624,19.241159586215748,20.869967789998036,3.3801982835875735,0.34220571546880696,0.2945243112740431,9.42477796076938,0.9999973632034554,0.7118205411888465,0.04033074715429508,0.0005602737740317157,True,193,3.58500335609807,2.3900022373987113,False,48,0.6666666666666661
1.3,3999.732413548709,1.4902204506730954,16553.328584071063,15.996855413793321,15.748015748023622,19.241159586215748,20.869967789998036,3.9219769731649934,0.37362000585542154,0.2945243112740431,9.42477796076938,0.9999962999130159,0.7239402513349391,0.04573143851742965,0.000652316225568774,True,208,3.6755717806481094,2.4503811870987375,False,48,0.6666666666666661
1.4000000000000001,4284.4040344782,1.4298086778156913,16507.32876471342,15.999093598545072,15.748015748023622,19.241159586215748,20.869967789998036,3.950686569713336,0.4048706269223888,0.2945243112740431,9.42477796076938,0.999993912270093,0.7301854190038225,0.050954649181870315,0.000746233371757997,True,440,4.718326851800821,3.145551234533878,False,48,0.6666666666666661
1.5,4565.559364803301,1.6909914350051076,16552.111636320147,16.00202267749345,15.748015748023622,19.241159586215748,20.869967789998036,3.9747313925180645,0.4360016083436346,0.2945243112740431,9.42477796076938,0.9999943909767716,0.7409718141160103,0.05660543159775092,0.0008509554215748718,True,227,3.784243578383727,2.522829052255816,False,48,0.6666666666666661
1.6,4851.888718517476,1.5854598630569006,16586.927754485685,16.006338283448585,15.748015748023622,19.252705437591533,20.912516188477493,3.9048580132733504,0.4669874732044321,7.755806863549802,248.18581963359367,0.999993509173034,0.7450656178208082,0.062144819429770924,0.0009588847257133933,True,479,4.85380473915141,3.235869826100937,False,48,0.6666666666666661
1.7,5137.203457178,1.5770382825860347,16659.213134004953,16.01019932739111,15.748015748023622,19.252705437591537,20.912516188477493,4.141089860218158,0.4984192617303741,7.755806863549802,248.18581963359367,0.9999970842702448,0.7502264901896206,0.06788445193768093,0.0010750039032581267,True,580,5.173444504250547,3.448963002833695,False,48,0.6666666666666661
1.8,5416.063917163443,1.7068690635961528,16726.389696785347,16.01126508831575,15.748015748023622,19.252705437591533,20.912516188477493,3.847705431817657,0.5298526639834127,7.9521564043991635,254.46900494077323,0.9999960505095259,0.7557020414394651,0.07378797958479212,0.001199150488081598,True,550,5.082663524214308,3.388442349476202,False,48,0.6666666666666661
1.9000000000000001,5692.878963780818,2.071677681813419,16809.21438035919,16.004167968435986,15.748015748023622,19.252705437591533,20.891252821323196,4.443831983857898,0.5612475246182216,7.755806863549802,248.18581963359367,0.9999927125320559,0.7612637050382786,0.07984269342620604,0.001331377075412015,True,192,3.578800915758598,2.3858672771723968,False,48,0.6666666666666661
2.0,5953.729419339195,1.7124780014894183,16870.78960856863,16.001558187249145,15.748015748023622,19.24115958621575,20.891252821323196,4.419713205786655,0.5919806795291856,7.755806863549802,248.18581963359367,0.9999901639110316,0.7678369815475161,0.0862567980711648,0.0014756195890167694,True,753,5.643763272138857,3.762508848092568,False,48,0.6666666666666661
2.1,6229.447974208738,1.7514481503763204,16971.780413283846,15.995594034702759,15.748015748023622,19.241159586215748,20.8806130178211,4.857899334720435,0.622743870875975,7.755806863549802,248.18581963359367,0.9999854049529739,0.7697432824612692,0.09244690251112216,0.0016223013765286121,True,843,5.8602074260552754,3.9068049507035134,False,48,0.6666666666666661
